	#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var	sample_type	purity	ploidy
0	0	CRUK0022_SU_FLN1	0	LN_SU_FLN1	0	ACTL6B:7:100253341:C	282	140	metastasis	0.31	3.95
1	1	CRUK0022_SU_T1.R1	1	primary_SU_T1.R1	0	ACTL6B:7:100253341:C	123	391	primary	0.52	3.95
2	2	CRUK0022_SU_T1.R2	2	primary_SU_T1.R2	0	ACTL6B:7:100253341:C	204	237	primary	0.2	3.8
3	0	CRUK0022_SU_FLN1	0	LN_SU_FLN1	1	LILRB5:19:54760176:G	31	16	metastasis	0.31	3.95
4	1	CRUK0022_SU_T1.R1	1	primary_SU_T1.R1	1	LILRB5:19:54760176:G	19	44	primary	0.52	3.95
5	2	CRUK0022_SU_T1.R2	2	primary_SU_T1.R2	1	LILRB5:19:54760176:G	89	34	primary	0.2	3.8
6	0	CRUK0022_SU_FLN1	0	LN_SU_FLN1	2	TNPO2:19:12817525:C	207	136	metastasis	0.31	3.95
7	1	CRUK0022_SU_T1.R1	1	primary_SU_T1.R1	2	TNPO2:19:12817525:C	178	407	primary	0.52	3.95
8	2	CRUK0022_SU_T1.R2	2	primary_SU_T1.R2	2	TNPO2:19:12817525:C	351	278	primary	0.2	3.8
9	0	CRUK0022_SU_FLN1	0	LN_SU_FLN1	3	FILIP1:6:76124771:T	32	25	metastasis	0.31	3.95
10	1	CRUK0022_SU_T1.R1	1	primary_SU_T1.R1	3	FILIP1:6:76124771:T	26	56	primary	0.52	3.95
11	2	CRUK0022_SU_T1.R2	2	primary_SU_T1.R2	3	FILIP1:6:76124771:T	97	29	primary	0.2	3.8
12	0	CRUK0022_SU_FLN1	0	LN_SU_FLN1	4	TP53:17:7577082:C	134	142	metastasis	0.31	3.95
13	1	CRUK0022_SU_T1.R1	1	primary_SU_T1.R1	4	TP53:17:7577082:C	134	279	primary	0.52	3.95
14	2	CRUK0022_SU_T1.R2	2	primary_SU_T1.R2	4	TP53:17:7577082:C	296	141	primary	0.2	3.8
15	0	CRUK0022_SU_FLN1	0	LN_SU_FLN1	5	DNASE1L1:23:153637474:C	426	223	metastasis	0.31	3.95
16	1	CRUK0022_SU_T1.R1	1	primary_SU_T1.R1	5	DNASE1L1:23:153637474:C	346	442	primary	0.52	3.95
17	2	CRUK0022_SU_T1.R2	2	primary_SU_T1.R2	5	DNASE1L1:23:153637474:C	638	195	primary	0.2	3.8
18	0	CRUK0022_SU_FLN1	0	LN_SU_FLN1	6	DNAI1:9:34490121:G	62	17	metastasis	0.31	3.95
19	1	CRUK0022_SU_T1.R1	1	primary_SU_T1.R1	6	DNAI1:9:34490121:G	47	57	primary	0.52	3.95
20	2	CRUK0022_SU_T1.R2	2	primary_SU_T1.R2	6	DNAI1:9:34490121:G	142	37	primary	0.2	3.8
21	0	CRUK0022_SU_FLN1	0	LN_SU_FLN1	7	GALNT9:12:132905600:G	90	35	metastasis	0.31	3.95
22	1	CRUK0022_SU_T1.R1	1	primary_SU_T1.R1	7	GALNT9:12:132905600:G	147	175	primary	0.52	3.95
23	2	CRUK0022_SU_T1.R2	2	primary_SU_T1.R2	7	GALNT9:12:132905600:G	299	85	primary	0.2	3.8
24	0	CRUK0022_SU_FLN1	0	LN_SU_FLN1	8	CDH23:10:73442129:A	26	11	metastasis	0.31	3.95
25	1	CRUK0022_SU_T1.R1	1	primary_SU_T1.R1	8	CDH23:10:73442129:A	38	44	primary	0.52	3.95
26	2	CRUK0022_SU_T1.R2	2	primary_SU_T1.R2	8	CDH23:10:73442129:A	104	34	primary	0.2	3.8
27	0	CRUK0022_SU_FLN1	0	LN_SU_FLN1	9	LHFPL4:3:9594094:G	202	90	metastasis	0.31	3.95
28	1	CRUK0022_SU_T1.R1	1	primary_SU_T1.R1	9	LHFPL4:3:9594094:G	170	195	primary	0.52	3.95
29	2	CRUK0022_SU_T1.R2	2	primary_SU_T1.R2	9	LHFPL4:3:9594094:G	441	111	primary	0.2	3.8
30	0	CRUK0022_SU_FLN1	0	LN_SU_FLN1	10	RAD54L2:3:51672156:A	177	81	metastasis	0.31	3.95
31	1	CRUK0022_SU_T1.R1	1	primary_SU_T1.R1	10	RAD54L2:3:51672156:A	161	167	primary	0.52	3.95
32	2	CRUK0022_SU_T1.R2	2	primary_SU_T1.R2	10	RAD54L2:3:51672156:A	339	87	primary	0.2	3.8
33	0	CRUK0022_SU_FLN1	0	LN_SU_FLN1	11	SORCS3:10:106959788:T	234	111	metastasis	0.31	3.95
34	1	CRUK0022_SU_T1.R1	1	primary_SU_T1.R1	11	SORCS3:10:106959788:T	177	179	primary	0.52	3.95
35	2	CRUK0022_SU_T1.R2	2	primary_SU_T1.R2	11	SORCS3:10:106959788:T	347	117	primary	0.2	3.8
36	0	CRUK0022_SU_FLN1	0	LN_SU_FLN1	12	NOP14-AS1:4:2951646:C	69	36	metastasis	0.31	3.95
37	1	CRUK0022_SU_T1.R1	1	primary_SU_T1.R1	12	NOP14-AS1:4:2951646:C	118	118	primary	0.52	3.95
38	2	CRUK0022_SU_T1.R2	2	primary_SU_T1.R2	12	NOP14-AS1:4:2951646:C	174	81	primary	0.2	3.8
39	0	CRUK0022_SU_FLN1	0	LN_SU_FLN1	13	TULP4:6:158850928:A	116	44	metastasis	0.31	3.95
40	1	CRUK0022_SU_T1.R1	1	primary_SU_T1.R1	13	TULP4:6:158850928:A	168	167	primary	0.52	3.95
