	#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var	sample_type	purity	ploidy
0	0	CRUK0410_BR_LN1	0	metachronousMet_BR_LN1	0	SQSTM1:5:179233432:C	50	85	metastasis	0.45	3.4
1	1	CRUK0410_SU_T1.R1	1	primary_SU_T1.R1	0	SQSTM1:5:179233432:C	41	176	primary	0.61	3.55
2	2	CRUK0410_SU_T1.R2	2	primary_SU_T1.R2	0	SQSTM1:5:179233432:C	77	129	primary	0.46	3.8
3	3	CRUK0410_SU_T1.R3	3	primary_SU_T1.R3	0	SQSTM1:5:179233432:C	143	55	primary	0.42	3.0
4	4	CRUK0410_SU_T1.R4	4	primary_SU_T1.R4	0	SQSTM1:5:179233432:C	129	81	primary	0.24	3.75
5	0	CRUK0410_BR_LN1	0	metachronousMet_BR_LN1	1	SLC26A10:12:58018028:C	105	273	metastasis	0.45	3.4
6	1	CRUK0410_SU_T1.R1	1	primary_SU_T1.R1	1	SLC26A10:12:58018028:C	162	649	primary	0.61	3.55
7	2	CRUK0410_SU_T1.R2	2	primary_SU_T1.R2	1	SLC26A10:12:58018028:C	196	603	primary	0.46	3.8
8	3	CRUK0410_SU_T1.R3	3	primary_SU_T1.R3	1	SLC26A10:12:58018028:C	215	368	primary	0.42	3.0
9	4	CRUK0410_SU_T1.R4	4	primary_SU_T1.R4	1	SLC26A10:12:58018028:C	244	371	primary	0.24	3.75
10	0	CRUK0410_BR_LN1	0	metachronousMet_BR_LN1	2	MMRN1:4:90830534:C	107	94	metastasis	0.45	3.4
11	1	CRUK0410_SU_T1.R1	1	primary_SU_T1.R1	2	MMRN1:4:90830534:C	84	189	primary	0.61	3.55
12	2	CRUK0410_SU_T1.R2	2	primary_SU_T1.R2	2	MMRN1:4:90830534:C	119	145	primary	0.46	3.8
13	3	CRUK0410_SU_T1.R3	3	primary_SU_T1.R3	2	MMRN1:4:90830534:C	164	126	primary	0.42	3.0
14	4	CRUK0410_SU_T1.R4	4	primary_SU_T1.R4	2	MMRN1:4:90830534:C	285	70	primary	0.24	3.75
15	0	CRUK0410_BR_LN1	0	metachronousMet_BR_LN1	3	TJP1:15:30008965:T	160	86	metastasis	0.45	3.4
16	1	CRUK0410_SU_T1.R1	1	primary_SU_T1.R1	3	TJP1:15:30008965:T	96	189	primary	0.61	3.55
17	2	CRUK0410_SU_T1.R2	2	primary_SU_T1.R2	3	TJP1:15:30008965:T	174	143	primary	0.46	3.8
18	3	CRUK0410_SU_T1.R3	3	primary_SU_T1.R3	3	TJP1:15:30008965:T	282	72	primary	0.42	3.0
19	4	CRUK0410_SU_T1.R4	4	primary_SU_T1.R4	3	TJP1:15:30008965:T	269	96	primary	0.24	3.75
20	0	CRUK0410_BR_LN1	0	metachronousMet_BR_LN1	4	SLC4A7:3:27464416:G	78	57	metastasis	0.45	3.4
21	1	CRUK0410_SU_T1.R1	1	primary_SU_T1.R1	4	SLC4A7:3:27464416:G	51	92	primary	0.61	3.55
22	2	CRUK0410_SU_T1.R2	2	primary_SU_T1.R2	4	SLC4A7:3:27464416:G	71	77	primary	0.46	3.8
23	3	CRUK0410_SU_T1.R3	3	primary_SU_T1.R3	4	SLC4A7:3:27464416:G	155	27	primary	0.42	3.0
24	4	CRUK0410_SU_T1.R4	4	primary_SU_T1.R4	4	SLC4A7:3:27464416:G	155	45	primary	0.24	3.75
25	0	CRUK0410_BR_LN1	0	metachronousMet_BR_LN1	5	KMT2B:19:36212262:T	502	711	metastasis	0.45	3.4
26	1	CRUK0410_SU_T1.R1	1	primary_SU_T1.R1	5	KMT2B:19:36212262:T	818	1389	primary	0.61	3.55
27	2	CRUK0410_SU_T1.R2	2	primary_SU_T1.R2	5	KMT2B:19:36212262:T	964	570	primary	0.46	3.8
