	#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var	sample_type	purity	ploidy
0	0	CRUK0296_MR_T1.FR1	0	metachronousMet_MR_T1.FR1	0	THADA:2:43787334:C	49	0	metastasis	0.44	1.9
1	1	CRUK0296_SU_T1.R1	1	primary_SU_T1.R1	0	THADA:2:43787334:C	32	0	primary	0.56	2.05
2	2	CRUK0296_SU_T1.R2	2	primary_SU_T1.R2	0	THADA:2:43787334:C	6	47	primary	0.55	2.1
3	0	CRUK0296_MR_T1.FR1	0	metachronousMet_MR_T1.FR1	1	RGS9:17:63223551:C	61	0	metastasis	0.44	1.9
4	1	CRUK0296_SU_T1.R1	1	primary_SU_T1.R1	1	RGS9:17:63223551:C	87	0	primary	0.56	2.05
5	2	CRUK0296_SU_T1.R2	2	primary_SU_T1.R2	1	RGS9:17:63223551:C	13	22	primary	0.55	2.1
6	0	CRUK0296_MR_T1.FR1	0	metachronousMet_MR_T1.FR1	2	RBCK1:20:389371:C	533	482	metastasis	0.44	1.9
7	1	CRUK0296_SU_T1.R1	1	primary_SU_T1.R1	2	RBCK1:20:389371:C	248	266	primary	0.56	2.05
8	2	CRUK0296_SU_T1.R2	2	primary_SU_T1.R2	2	RBCK1:20:389371:C	67	70	primary	0.55	2.1
9	0	CRUK0296_MR_T1.FR1	0	metachronousMet_MR_T1.FR1	3	ADCY7:16:50339797:G	264	76	metastasis	0.44	1.9
10	1	CRUK0296_SU_T1.R1	1	primary_SU_T1.R1	3	ADCY7:16:50339797:G	163	86	primary	0.56	2.05
11	2	CRUK0296_SU_T1.R2	2	primary_SU_T1.R2	3	ADCY7:16:50339797:G	17	16	primary	0.55	2.1
12	0	CRUK0296_MR_T1.FR1	0	metachronousMet_MR_T1.FR1	4	PLB1:2:28825652:C	518	124	metastasis	0.44	1.9
13	1	CRUK0296_SU_T1.R1	1	primary_SU_T1.R1	4	PLB1:2:28825652:C	296	103	primary	0.56	2.05
14	2	CRUK0296_SU_T1.R2	2	primary_SU_T1.R2	4	PLB1:2:28825652:C	31	28	primary	0.55	2.1
