	#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var	sample_type	purity	ploidy
0	0	CRUK0557_BR_T1.R1	0	metachronousMet_BR_T1.R1	0	ABCC9:12:21997597:T	214	251	metastasis	0.29	3.1
1	1	CRUK0557_SU_FLN1	1	LN_SU_FLN1	0	ABCC9:12:21997597:T	14	39	metastasis	0.35	3.15
2	2	CRUK0557_SU_T1.R1	2	primary_SU_T1.R1	0	ABCC9:12:21997597:T	165	352	primary	0.49	2.5
3	3	CRUK0557_SU_T1.R2	3	primary_SU_T1.R2	0	ABCC9:12:21997597:T	199	423	primary	0.39	2.7
4	4	CRUK0557_SU_T1.R3	4	primary_SU_T1.R3	0	ABCC9:12:21997597:T	204	253	primary	0.3	2.9
5	5	CRUK0557_SU_T1.R4	5	primary_SU_T1.R4	0	ABCC9:12:21997597:T	70	437	primary	0.56	2.55
6	6	CRUK0557_SU_T1.R5	6	primary_SU_T1.R5	0	ABCC9:12:21997597:T	208	101	primary	0.16	2.75
7	0	CRUK0557_BR_T1.R1	0	metachronousMet_BR_T1.R1	1	C8orf86:8:38369821:G	99	95	metastasis	0.29	3.1
8	1	CRUK0557_SU_FLN1	1	LN_SU_FLN1	1	C8orf86:8:38369821:G	21	26	metastasis	0.35	3.15
9	2	CRUK0557_SU_T1.R1	2	primary_SU_T1.R1	1	C8orf86:8:38369821:G	58	125	primary	0.49	2.5
10	3	CRUK0557_SU_T1.R2	3	primary_SU_T1.R2	1	C8orf86:8:38369821:G	83	110	primary	0.39	2.7
11	4	CRUK0557_SU_T1.R3	4	primary_SU_T1.R3	1	C8orf86:8:38369821:G	70	61	primary	0.3	2.9
12	5	CRUK0557_SU_T1.R4	5	primary_SU_T1.R4	1	C8orf86:8:38369821:G	42	188	primary	0.56	2.55
13	6	CRUK0557_SU_T1.R5	6	primary_SU_T1.R5	1	C8orf86:8:38369821:G	107	24	primary	0.16	2.75
14	0	CRUK0557_BR_T1.R1	0	metachronousMet_BR_T1.R1	2	KRAS:12:25398284:C	270	270	metastasis	0.29	3.1
15	1	CRUK0557_SU_FLN1	1	LN_SU_FLN1	2	KRAS:12:25398284:C	170	157	metastasis	0.35	3.15
16	2	CRUK0557_SU_T1.R1	2	primary_SU_T1.R1	2	KRAS:12:25398284:C	220	414	primary	0.49	2.5
17	3	CRUK0557_SU_T1.R2	3	primary_SU_T1.R2	2	KRAS:12:25398284:C	290	535	primary	0.39	2.7
18	4	CRUK0557_SU_T1.R3	4	primary_SU_T1.R3	2	KRAS:12:25398284:C	277	327	primary	0.3	2.9
19	5	CRUK0557_SU_T1.R4	5	primary_SU_T1.R4	2	KRAS:12:25398284:C	131	442	primary	0.56	2.55
20	6	CRUK0557_SU_T1.R5	6	primary_SU_T1.R5	2	KRAS:12:25398284:C	319	123	primary	0.16	2.75
21	0	CRUK0557_BR_T1.R1	0	metachronousMet_BR_T1.R1	3	C12orf4:12:4611669:A	114	122	metastasis	0.29	3.1
22	1	CRUK0557_SU_FLN1	1	LN_SU_FLN1	3	C12orf4:12:4611669:A	42	51	metastasis	0.35	3.15
23	2	CRUK0557_SU_T1.R1	2	primary_SU_T1.R1	3	C12orf4:12:4611669:A	80	96	primary	0.49	2.5
24	3	CRUK0557_SU_T1.R2	3	primary_SU_T1.R2	3	C12orf4:12:4611669:A	103	121	primary	0.39	2.7
25	4	CRUK0557_SU_T1.R3	4	primary_SU_T1.R3	3	C12orf4:12:4611669:A	111	82	primary	0.3	2.9
26	5	CRUK0557_SU_T1.R4	5	primary_SU_T1.R4	3	C12orf4:12:4611669:A	44	128	primary	0.56	2.55
27	6	CRUK0557_SU_T1.R5	6	primary_SU_T1.R5	3	C12orf4:12:4611669:A	104	34	primary	0.16	2.75
28	0	CRUK0557_BR_T1.R1	0	metachronousMet_BR_T1.R1	4	VWF:12:6103065:G	230	268	metastasis	0.29	3.1
29	1	CRUK0557_SU_FLN1	1	LN_SU_FLN1	4	VWF:12:6103065:G	138	156	metastasis	0.35	3.15
30	2	CRUK0557_SU_T1.R1	2	primary_SU_T1.R1	4	VWF:12:6103065:G	187	252	primary	0.49	2.5
31	3	CRUK0557_SU_T1.R2	3	primary_SU_T1.R2	4	VWF:12:6103065:G	194	253	primary	0.39	2.7
32	4	CRUK0557_SU_T1.R3	4	primary_SU_T1.R3	4	VWF:12:6103065:G	288	213	primary	0.3	2.9
33	5	CRUK0557_SU_T1.R4	5	primary_SU_T1.R4	4	VWF:12:6103065:G	90	261	primary	0.56	2.55
34	6	CRUK0557_SU_T1.R5	6	primary_SU_T1.R5	4	VWF:12:6103065:G	234	111	primary	0.16	2.75
35	0	CRUK0557_BR_T1.R1	0	metachronousMet_BR_T1.R1	5	TENM1:23:123554553:C	91	92	metastasis	0.29	3.1
36	1	CRUK0557_SU_FLN1	1	LN_SU_FLN1	5	TENM1:23:123554553:C	57	84	metastasis	0.35	3.15
37	2	CRUK0557_SU_T1.R1	2	primary_SU_T1.R1	5	TENM1:23:123554553:C	69	80	primary	0.49	2.5
38	3	CRUK0557_SU_T1.R2	3	primary_SU_T1.R2	5	TENM1:23:123554553:C	74	96	primary	0.39	2.7
39	4	CRUK0557_SU_T1.R3	4	primary_SU_T1.R3	5	TENM1:23:123554553:C	83	92	primary	0.3	2.9
40	5	CRUK0557_SU_T1.R4	5	primary_SU_T1.R4	5	TENM1:23:123554553:C	35	100	primary	0.56	2.55
41	6	CRUK0557_SU_T1.R5	6	primary_SU_T1.R5	5	TENM1:23:123554553:C	89	39	primary	0.16	2.75
42	0	CRUK0557_BR_T1.R1	0	metachronousMet_BR_T1.R1	6	F8:23:154132623:G	142	172	metastasis	0.29	3.1
