	#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var	sample_type	purity	ploidy
0	0	CRUK0510_SU_FLN1	0	LN_SU_FLN1	0	GPR64:23:19055679:C	67	13	metastasis	0.27	2.4
1	1	CRUK0510_SU_T1.R1	1	primary_SU_T1.R1	0	GPR64:23:19055679:C	71	7	primary	0.15	2.7
2	2	CRUK0510_SU_T1.R2	2	primary_SU_T1.R2	0	GPR64:23:19055679:C	31	46	primary	0.58	2.9
3	3	CRUK0510_SU_T1.R3	3	primary_SU_T1.R3	0	GPR64:23:19055679:C	8	31	primary	0.74	2.85
4	4	CRUK0510_SU_T1.R4	4	primary_SU_T1.R4	0	GPR64:23:19055679:C	60	44	primary	0.45	3.05
5	5	CRUK0510_SU_T1.R5	5	primary_SU_T1.R5	0	GPR64:23:19055679:C	6	41	primary	0.75	2.9
6	0	CRUK0510_SU_FLN1	0	LN_SU_FLN1	1	VEZT:12:95656693:C	36	8	metastasis	0.27	2.4
7	1	CRUK0510_SU_T1.R1	1	primary_SU_T1.R1	1	VEZT:12:95656693:C	81	13	primary	0.15	2.7
8	2	CRUK0510_SU_T1.R2	2	primary_SU_T1.R2	1	VEZT:12:95656693:C	26	61	primary	0.58	2.9
9	3	CRUK0510_SU_T1.R3	3	primary_SU_T1.R3	1	VEZT:12:95656693:C	11	70	primary	0.74	2.85
10	4	CRUK0510_SU_T1.R4	4	primary_SU_T1.R4	1	VEZT:12:95656693:C	62	62	primary	0.45	3.05
11	5	CRUK0510_SU_T1.R5	5	primary_SU_T1.R5	1	VEZT:12:95656693:C	19	64	primary	0.75	2.9
12	0	CRUK0510_SU_FLN1	0	LN_SU_FLN1	2	H1FOO:3:129266331:G	514	224	metastasis	0.27	2.4
13	1	CRUK0510_SU_T1.R1	1	primary_SU_T1.R1	2	H1FOO:3:129266331:G	405	107	primary	0.15	2.7
14	2	CRUK0510_SU_T1.R2	2	primary_SU_T1.R2	2	H1FOO:3:129266331:G	193	320	primary	0.58	2.9
15	3	CRUK0510_SU_T1.R3	3	primary_SU_T1.R3	2	H1FOO:3:129266331:G	100	430	primary	0.74	2.85
16	4	CRUK0510_SU_T1.R4	4	primary_SU_T1.R4	2	H1FOO:3:129266331:G	222	300	primary	0.45	3.05
17	5	CRUK0510_SU_T1.R5	5	primary_SU_T1.R5	2	H1FOO:3:129266331:G	66	420	primary	0.75	2.9
18	0	CRUK0510_SU_FLN1	0	LN_SU_FLN1	3	KANK4:1:62747403:C	42	21	metastasis	0.27	2.4
19	1	CRUK0510_SU_T1.R1	1	primary_SU_T1.R1	3	KANK4:1:62747403:C	143	32	primary	0.15	2.7
20	2	CRUK0510_SU_T1.R2	2	primary_SU_T1.R2	3	KANK4:1:62747403:C	59	79	primary	0.58	2.9
21	3	CRUK0510_SU_T1.R3	3	primary_SU_T1.R3	3	KANK4:1:62747403:C	14	88	primary	0.74	2.85
22	4	CRUK0510_SU_T1.R4	4	primary_SU_T1.R4	3	KANK4:1:62747403:C	98	76	primary	0.45	3.05
23	5	CRUK0510_SU_T1.R5	5	primary_SU_T1.R5	3	KANK4:1:62747403:C	26	83	primary	0.75	2.9
24	0	CRUK0510_SU_FLN1	0	LN_SU_FLN1	4	OXSR1:3:38266101:G	88	18	metastasis	0.27	2.4
25	1	CRUK0510_SU_T1.R1	1	primary_SU_T1.R1	4	OXSR1:3:38266101:G	113	20	primary	0.15	2.7
26	2	CRUK0510_SU_T1.R2	2	primary_SU_T1.R2	4	OXSR1:3:38266101:G	53	72	primary	0.58	2.9
27	3	CRUK0510_SU_T1.R3	3	primary_SU_T1.R3	4	OXSR1:3:38266101:G	15	94	primary	0.74	2.85
28	4	CRUK0510_SU_T1.R4	4	primary_SU_T1.R4	4	OXSR1:3:38266101:G	69	58	primary	0.45	3.05
29	5	CRUK0510_SU_T1.R5	5	primary_SU_T1.R5	4	OXSR1:3:38266101:G	30	73	primary	0.75	2.9
30	0	CRUK0510_SU_FLN1	0	LN_SU_FLN1	5	SNORA35:23:113865330:T	222	49	metastasis	0.27	2.4
31	1	CRUK0510_SU_T1.R1	1	primary_SU_T1.R1	5	SNORA35:23:113865330:T	203	40	primary	0.15	2.7
32	2	CRUK0510_SU_T1.R2	2	primary_SU_T1.R2	5	SNORA35:23:113865330:T	77	123	primary	0.58	2.9
33	3	CRUK0510_SU_T1.R3	3	primary_SU_T1.R3	5	SNORA35:23:113865330:T	37	119	primary	0.74	2.85
34	4	CRUK0510_SU_T1.R4	4	primary_SU_T1.R4	5	SNORA35:23:113865330:T	102	123	primary	0.45	3.05
35	5	CRUK0510_SU_T1.R5	5	primary_SU_T1.R5	5	SNORA35:23:113865330:T	32	191	primary	0.75	2.9
36	0	CRUK0510_SU_FLN1	0	LN_SU_FLN1	6	CA4:17:58234057:C	336	217	metastasis	0.27	2.4
37	1	CRUK0510_SU_T1.R1	1	primary_SU_T1.R1	6	CA4:17:58234057:C	383	128	primary	0.15	2.7
38	2	CRUK0510_SU_T1.R2	2	primary_SU_T1.R2	6	CA4:17:58234057:C	150	362	primary	0.58	2.9
39	3	CRUK0510_SU_T1.R3	3	primary_SU_T1.R3	6	CA4:17:58234057:C	75	439	primary	0.74	2.85
40	4	CRUK0510_SU_T1.R4	4	primary_SU_T1.R4	6	CA4:17:58234057:C	200	299	primary	0.45	3.05
41	5	CRUK0510_SU_T1.R5	5	primary_SU_T1.R5	6	CA4:17:58234057:C	79	441	primary	0.75	2.9
42	0	CRUK0510_SU_FLN1	0	LN_SU_FLN1	7	PLCXD2:3:111439719:C	174	97	metastasis	0.27	2.4
43	1	CRUK0510_SU_T1.R1	1	primary_SU_T1.R1	7	PLCXD2:3:111439719:C	226	47	primary	0.15	2.7
44	2	CRUK0510_SU_T1.R2	2	primary_SU_T1.R2	7	PLCXD2:3:111439719:C	84	140	primary	0.58	2.9
45	3	CRUK0510_SU_T1.R3	3	primary_SU_T1.R3	7	PLCXD2:3:111439719:C	47	261	primary	0.74	2.85
46	4	CRUK0510_SU_T1.R4	4	primary_SU_T1.R4	7	PLCXD2:3:111439719:C	148	96	primary	0.45	3.05
47	5	CRUK0510_SU_T1.R5	5	primary_SU_T1.R5	7	PLCXD2:3:111439719:C	59	337	primary	0.75	2.9
48	0	CRUK0510_SU_FLN1	0	LN_SU_FLN1	8	BBX:3:107463510:G	323	145	metastasis	0.27	2.4
49	1	CRUK0510_SU_T1.R1	1	primary_SU_T1.R1	8	BBX:3:107463510:G	385	70	primary	0.15	2.7
50	2	CRUK0510_SU_T1.R2	2	primary_SU_T1.R2	8	BBX:3:107463510:G	152	204	primary	0.58	2.9
51	3	CRUK0510_SU_T1.R3	3	primary_SU_T1.R3	8	BBX:3:107463510:G	108	387	primary	0.74	2.85
52	4	CRUK0510_SU_T1.R4	4	primary_SU_T1.R4	8	BBX:3:107463510:G	249	180	primary	0.45	3.05
53	5	CRUK0510_SU_T1.R5	5	primary_SU_T1.R5	8	BBX:3:107463510:G	72	380	primary	0.75	2.9
54	0	CRUK0510_SU_FLN1	0	LN_SU_FLN1	9	CHCHD6:3:126633440:CA	223	87	metastasis	0.27	2.4
55	1	CRUK0510_SU_T1.R1	1	primary_SU_T1.R1	9	CHCHD6:3:126633440:CA	333	72	primary	0.15	2.7
56	2	CRUK0510_SU_T1.R2	2	primary_SU_T1.R2	9	CHCHD6:3:126633440:CA	137	244	primary	0.58	2.9
57	3	CRUK0510_SU_T1.R3	3	primary_SU_T1.R3	9	CHCHD6:3:126633440:CA	60	308	primary	0.74	2.85
58	4	CRUK0510_SU_T1.R4	4	primary_SU_T1.R4	9	CHCHD6:3:126633440:CA	187	204	primary	0.45	3.05
59	5	CRUK0510_SU_T1.R5	5	primary_SU_T1.R5	9	CHCHD6:3:126633440:CA	75	317	primary	0.75	2.9
60	0	CRUK0510_SU_FLN1	0	LN_SU_FLN1	10	LRSAM1:9:130241796:G	110	58	metastasis	0.27	2.4
61	1	CRUK0510_SU_T1.R1	1	primary_SU_T1.R1	10	LRSAM1:9:130241796:G	125	30	primary	0.15	2.7
