	#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var	sample_type	purity	ploidy
0	0	CRUK0872_SU_FLN1	0	LN_SU_FLN1	0	MIR514B:23:146331663:A	20	67	metastasis	0.46	3.45
1	1	CRUK0872_SU_LN1	1	LN_SU_LN1	0	MIR514B:23:146331663:A	63	13	metastasis		
2	2	CRUK0872_SU_T1.R1	2	primary_SU_T1.R1	0	MIR514B:23:146331663:A	54	75	primary	0.26	3.8
3	3	CRUK0872_SU_T1.R2	3	primary_SU_T1.R2	0	MIR514B:23:146331663:A	56	53	primary	0.25	3.6
4	4	CRUK0872_SU_T1.R3	4	primary_SU_T1.R3	0	MIR514B:23:146331663:A	50	55	primary	0.32	3.7
5	5	CRUK0872_SU_T1.R4	5	primary_SU_T1.R4	0	MIR514B:23:146331663:A	72	20	primary	0.13	3.75
6	0	CRUK0872_SU_FLN1	0	LN_SU_FLN1	1	PDE11A:2:178592397:C	604	1909	metastasis	0.46	3.45
7	1	CRUK0872_SU_LN1	1	LN_SU_LN1	1	PDE11A:2:178592397:C	726	280	metastasis		
8	2	CRUK0872_SU_T1.R1	2	primary_SU_T1.R1	1	PDE11A:2:178592397:C	678	1176	primary	0.26	3.8
9	3	CRUK0872_SU_T1.R2	3	primary_SU_T1.R2	1	PDE11A:2:178592397:C	743	1229	primary	0.25	3.6
10	4	CRUK0872_SU_T1.R3	4	primary_SU_T1.R3	1	PDE11A:2:178592397:C	652	1419	primary	0.32	3.7
11	5	CRUK0872_SU_T1.R4	5	primary_SU_T1.R4	1	PDE11A:2:178592397:C	627	627	primary	0.13	3.75
12	0	CRUK0872_SU_FLN1	0	LN_SU_FLN1	2	NPR2:9:35807490:A	26	74	metastasis	0.46	3.45
13	1	CRUK0872_SU_LN1	1	LN_SU_LN1	2	NPR2:9:35807490:A	111	10	metastasis		
14	2	CRUK0872_SU_T1.R1	2	primary_SU_T1.R1	2	NPR2:9:35807490:A	96	37	primary	0.26	3.8
15	3	CRUK0872_SU_T1.R2	3	primary_SU_T1.R2	2	NPR2:9:35807490:A	115	50	primary	0.25	3.6
16	4	CRUK0872_SU_T1.R3	4	primary_SU_T1.R3	2	NPR2:9:35807490:A	92	41	primary	0.32	3.7
17	5	CRUK0872_SU_T1.R4	5	primary_SU_T1.R4	2	NPR2:9:35807490:A	119	31	primary	0.13	3.75
18	0	CRUK0872_SU_FLN1	0	LN_SU_FLN1	3	MID2:23:107084597:T	44	123	metastasis	0.46	3.45
