	#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var	sample_type	purity	ploidy
0	0	CRUK0799_SU_FLN1	0	LN_SU_FLN1	0	ADAM3A:8:39323393:C	191	14	metastasis	0.14	3.9
1	1	CRUK0799_SU_FLN2	1	LN_SU_FLN2	0	ADAM3A:8:39323393:C	218	131	metastasis	0.41	2.25
2	2	CRUK0799_SU_T1.R1	2	primary_SU_T1.R1	0	ADAM3A:8:39323393:C	80	150	primary	0.67	2.3
3	3	CRUK0799_SU_T1.R2	3	primary_SU_T1.R2	0	ADAM3A:8:39323393:C	96	85	primary	0.42	4.35
4	4	CRUK0799_SU_T1.R3	4	primary_SU_T1.R3	0	ADAM3A:8:39323393:C	143	80	primary	0.3	4.55
5	0	CRUK0799_SU_FLN1	0	LN_SU_FLN1	1	SP140:2:231103470:T	91	11	metastasis	0.14	3.9
6	1	CRUK0799_SU_FLN2	1	LN_SU_FLN2	1	SP140:2:231103470:T	129	50	metastasis	0.41	2.25
7	2	CRUK0799_SU_T1.R1	2	primary_SU_T1.R1	1	SP140:2:231103470:T	73	80	primary	0.67	2.3
8	3	CRUK0799_SU_T1.R2	3	primary_SU_T1.R2	1	SP140:2:231103470:T	68	89	primary	0.42	4.35
9	4	CRUK0799_SU_T1.R3	4	primary_SU_T1.R3	1	SP140:2:231103470:T	91	63	primary	0.3	4.55
10	0	CRUK0799_SU_FLN1	0	LN_SU_FLN1	2	MCM2:3:127318210:G	792	184	metastasis	0.14	3.9
11	1	CRUK0799_SU_FLN2	1	LN_SU_FLN2	2	MCM2:3:127318210:G	1051	0	metastasis	0.41	2.25
12	2	CRUK0799_SU_T1.R1	2	primary_SU_T1.R1	2	MCM2:3:127318210:G	1189	0	primary	0.67	2.3
13	3	CRUK0799_SU_T1.R2	3	primary_SU_T1.R2	2	MCM2:3:127318210:G	428	502	primary	0.42	4.35
14	4	CRUK0799_SU_T1.R3	4	primary_SU_T1.R3	2	MCM2:3:127318210:G	653	465	primary	0.3	4.55
15	0	CRUK0799_SU_FLN1	0	LN_SU_FLN1	3	ZPLD1:3:102187781:C	139	45	metastasis	0.14	3.9
16	1	CRUK0799_SU_FLN2	1	LN_SU_FLN2	3	ZPLD1:3:102187781:C	231	77	metastasis	0.41	2.25
17	2	CRUK0799_SU_T1.R1	2	primary_SU_T1.R1	3	ZPLD1:3:102187781:C	298	85	primary	0.67	2.3
18	3	CRUK0799_SU_T1.R2	3	primary_SU_T1.R2	3	ZPLD1:3:102187781:C	126	144	primary	0.42	4.35
19	4	CRUK0799_SU_T1.R3	4	primary_SU_T1.R3	3	ZPLD1:3:102187781:C	217	117	primary	0.3	4.55
20	0	CRUK0799_SU_FLN1	0	LN_SU_FLN1	4	TRPS1:8:116599851:T	103	29	metastasis	0.14	3.9
21	1	CRUK0799_SU_FLN2	1	LN_SU_FLN2	4	TRPS1:8:116599851:T	117	55	metastasis	0.41	2.25
22	2	CRUK0799_SU_T1.R1	2	primary_SU_T1.R1	4	TRPS1:8:116599851:T	88	93	primary	0.67	2.3
23	3	CRUK0799_SU_T1.R2	3	primary_SU_T1.R2	4	TRPS1:8:116599851:T	85	59	primary	0.42	4.35
24	4	CRUK0799_SU_T1.R3	4	primary_SU_T1.R3	4	TRPS1:8:116599851:T	97	110	primary	0.3	4.55
25	0	CRUK0799_SU_FLN1	0	LN_SU_FLN1	5	GCGR:17:79769769:C	260	49	metastasis	0.14	3.9
26	1	CRUK0799_SU_FLN2	1	LN_SU_FLN2	5	GCGR:17:79769769:C	264	131	metastasis	0.41	2.25
27	2	CRUK0799_SU_T1.R1	2	primary_SU_T1.R1	5	GCGR:17:79769769:C	328	360	primary	0.67	2.3
28	3	CRUK0799_SU_T1.R2	3	primary_SU_T1.R2	5	GCGR:17:79769769:C	304	255	primary	0.42	4.35
29	4	CRUK0799_SU_T1.R3	4	primary_SU_T1.R3	5	GCGR:17:79769769:C	402	146	primary	0.3	4.55
30	0	CRUK0799_SU_FLN1	0	LN_SU_FLN1	6	CPQ:8:98155665:A	79	24	metastasis	0.14	3.9
31	1	CRUK0799_SU_FLN2	1	LN_SU_FLN2	6	CPQ:8:98155665:A	83	52	metastasis	0.41	2.25
32	2	CRUK0799_SU_T1.R1	2	primary_SU_T1.R1	6	CPQ:8:98155665:A	99	107	primary	0.67	2.3
33	3	CRUK0799_SU_T1.R2	3	primary_SU_T1.R2	6	CPQ:8:98155665:A	76	69	primary	0.42	4.35
34	4	CRUK0799_SU_T1.R3	4	primary_SU_T1.R3	6	CPQ:8:98155665:A	107	101	primary	0.3	4.55
35	0	CRUK0799_SU_FLN1	0	LN_SU_FLN1	7	GNB2L1:5:180664079:C	239	41	metastasis	0.14	3.9
36	1	CRUK0799_SU_FLN2	1	LN_SU_FLN2	7	GNB2L1:5:180664079:C	233	120	metastasis	0.41	2.25
37	2	CRUK0799_SU_T1.R1	2	primary_SU_T1.R1	7	GNB2L1:5:180664079:C	164	176	primary	0.67	2.3
38	3	CRUK0799_SU_T1.R2	3	primary_SU_T1.R2	7	GNB2L1:5:180664079:C	123	66	primary	0.42	4.35
39	4	CRUK0799_SU_T1.R3	4	primary_SU_T1.R3	7	GNB2L1:5:180664079:C	174	93	primary	0.3	4.55
40	0	CRUK0799_SU_FLN1	0	LN_SU_FLN1	8	MIR891B:23:145082715:A	36	17	metastasis	0.14	3.9
41	1	CRUK0799_SU_FLN2	1	LN_SU_FLN2	8	MIR891B:23:145082715:A	63	46	metastasis	0.41	2.25
42	2	CRUK0799_SU_T1.R1	2	primary_SU_T1.R1	8	MIR891B:23:145082715:A	90	39	primary	0.67	2.3
43	3	CRUK0799_SU_T1.R2	3	primary_SU_T1.R2	8	MIR891B:23:145082715:A	35	37	primary	0.42	4.35
