	#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var	sample_type	purity	ploidy
0	0	CRUK0737_SU_FLN1	0	LN_SU_FLN1	0	PIK3C2G:12:18650556:G	487	196	metastasis	0.13	2.3
1	1	CRUK0737_SU_T1.R1	1	primary_SU_T1.R1	0	PIK3C2G:12:18650556:G	273	905	primary	0.44	3.15
2	2	CRUK0737_SU_T1.R2	2	primary_SU_T1.R2	0	PIK3C2G:12:18650556:G	468	191	primary		
3	3	CRUK0737_SU_T1.R3	3	primary_SU_T1.R3	0	PIK3C2G:12:18650556:G	511	189	primary	0.1	2.9
4	0	CRUK0737_SU_FLN1	0	LN_SU_FLN1	1	TSPAN11:12:31131370:G	47	26	metastasis	0.13	2.3
5	1	CRUK0737_SU_T1.R1	1	primary_SU_T1.R1	1	TSPAN11:12:31131370:G	75	199	primary	0.44	3.15
6	2	CRUK0737_SU_T1.R2	2	primary_SU_T1.R2	1	TSPAN11:12:31131370:G	108	36	primary		
7	3	CRUK0737_SU_T1.R3	3	primary_SU_T1.R3	1	TSPAN11:12:31131370:G	114	50	primary	0.1	2.9
8	0	CRUK0737_SU_FLN1	0	LN_SU_FLN1	2	NGRN:15:90818589:G	511	139	metastasis	0.13	2.3
9	1	CRUK0737_SU_T1.R1	1	primary_SU_T1.R1	2	NGRN:15:90818589:G	250	514	primary	0.44	3.15
10	2	CRUK0737_SU_T1.R2	2	primary_SU_T1.R2	2	NGRN:15:90818589:G	486	118	primary		
11	3	CRUK0737_SU_T1.R3	3	primary_SU_T1.R3	2	NGRN:15:90818589:G	474	139	primary	0.1	2.9
12	0	CRUK0737_SU_FLN1	0	LN_SU_FLN1	3	STARD8:23:67937542:G	302	38	metastasis	0.13	2.3
13	1	CRUK0737_SU_T1.R1	1	primary_SU_T1.R1	3	STARD8:23:67937542:G	165	309	primary	0.44	3.15
14	2	CRUK0737_SU_T1.R2	2	primary_SU_T1.R2	3	STARD8:23:67937542:G	422	59	primary		
15	3	CRUK0737_SU_T1.R3	3	primary_SU_T1.R3	3	STARD8:23:67937542:G	402	108	primary	0.1	2.9
16	0	CRUK0737_SU_FLN1	0	LN_SU_FLN1	4	PML:15:74336121:G	195	42	metastasis	0.13	2.3
17	1	CRUK0737_SU_T1.R1	1	primary_SU_T1.R1	4	PML:15:74336121:G	98	169	primary	0.44	3.15
18	2	CRUK0737_SU_T1.R2	2	primary_SU_T1.R2	4	PML:15:74336121:G	190	52	primary		
19	3	CRUK0737_SU_T1.R3	3	primary_SU_T1.R3	4	PML:15:74336121:G	210	67	primary	0.1	2.9
