	#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var	sample_type	purity	ploidy
0	0	CRUK0063_BR_T1.R1	0	metachronousMet_BR_T1.R1	0	LRP12:8:105839729:A	103	86	metastasis	0.19	2.7
1	1	CRUK0063_SU_FLN1	1	LN_SU_FLN1	0	LRP12:8:105839729:A	230	43	metastasis	0.16	3.4
2	2	CRUK0063_SU_T1.R1	2	primary_SU_T1.R1	0	LRP12:8:105839729:A	388	6	primary		
3	3	CRUK0063_SU_T1.R3	3	primary_SU_T1.R3	0	LRP12:8:105839729:A	348	36	primary	0.12	2.9
4	4	CRUK0063_SU_T1.R4	4	primary_SU_T1.R4	0	LRP12:8:105839729:A	278	76	primary	0.26	3.5
5	5	CRUK0063_SU_T1.R5	5	primary_SU_T1.R5	0	LRP12:8:105839729:A	346	85	primary	0.25	3.6
6	6	CRUK0063_SU_T1.R6	6	primary_SU_T1.R6	0	LRP12:8:105839729:A	320	51	primary	0.14	3.6
7	7	CRUK0063_SU_T1.R7	7	primary_SU_T1.R7	0	LRP12:8:105839729:A	312	33	primary	0.13	3.6
8	0	CRUK0063_BR_T1.R1	0	metachronousMet_BR_T1.R1	1	LRFN5:14:42356737:G	485	376	metastasis	0.19	2.7
9	1	CRUK0063_SU_FLN1	1	LN_SU_FLN1	1	LRFN5:14:42356737:G	208	9	metastasis	0.16	3.4
10	2	CRUK0063_SU_T1.R1	2	primary_SU_T1.R1	1	LRFN5:14:42356737:G	544	5	primary		
11	3	CRUK0063_SU_T1.R3	3	primary_SU_T1.R3	1	LRFN5:14:42356737:G	567	77	primary	0.12	2.9
12	4	CRUK0063_SU_T1.R4	4	primary_SU_T1.R4	1	LRFN5:14:42356737:G	506	57	primary	0.26	3.5
13	5	CRUK0063_SU_T1.R5	5	primary_SU_T1.R5	1	LRFN5:14:42356737:G	557	79	primary	0.25	3.6
14	6	CRUK0063_SU_T1.R6	6	primary_SU_T1.R6	1	LRFN5:14:42356737:G	631	44	primary	0.14	3.6
15	7	CRUK0063_SU_T1.R7	7	primary_SU_T1.R7	1	LRFN5:14:42356737:G	498	24	primary	0.13	3.6
16	0	CRUK0063_BR_T1.R1	0	metachronousMet_BR_T1.R1	2	HEPH:23:65393496:A	355	60	metastasis	0.19	2.7
17	1	CRUK0063_SU_FLN1	1	LN_SU_FLN1	2	HEPH:23:65393496:A	122	41	metastasis	0.16	3.4
18	2	CRUK0063_SU_T1.R1	2	primary_SU_T1.R1	2	HEPH:23:65393496:A	215	9	primary		
19	3	CRUK0063_SU_T1.R3	3	primary_SU_T1.R3	2	HEPH:23:65393496:A	217	53	primary	0.12	2.9
20	4	CRUK0063_SU_T1.R4	4	primary_SU_T1.R4	2	HEPH:23:65393496:A	159	104	primary	0.26	3.5
21	5	CRUK0063_SU_T1.R5	5	primary_SU_T1.R5	2	HEPH:23:65393496:A	156	117	primary	0.25	3.6
22	6	CRUK0063_SU_T1.R6	6	primary_SU_T1.R6	2	HEPH:23:65393496:A	226	59	primary	0.14	3.6
23	7	CRUK0063_SU_T1.R7	7	primary_SU_T1.R7	2	HEPH:23:65393496:A	191	47	primary	0.13	3.6
24	0	CRUK0063_BR_T1.R1	0	metachronousMet_BR_T1.R1	3	PIK3CA:3:178936082:G	301	117	metastasis	0.19	2.7
25	1	CRUK0063_SU_FLN1	1	LN_SU_FLN1	3	PIK3CA:3:178936082:G	261	109	metastasis	0.16	3.4
26	2	CRUK0063_SU_T1.R1	2	primary_SU_T1.R1	3	PIK3CA:3:178936082:G	375	22	primary		
27	3	CRUK0063_SU_T1.R3	3	primary_SU_T1.R3	3	PIK3CA:3:178936082:G	331	144	primary	0.12	2.9
28	4	CRUK0063_SU_T1.R4	4	primary_SU_T1.R4	3	PIK3CA:3:178936082:G	344	198	primary	0.26	3.5
29	5	CRUK0063_SU_T1.R5	5	primary_SU_T1.R5	3	PIK3CA:3:178936082:G	354	265	primary	0.25	3.6
30	6	CRUK0063_SU_T1.R6	6	primary_SU_T1.R6	3	PIK3CA:3:178936082:G	423	149	primary	0.14	3.6
31	7	CRUK0063_SU_T1.R7	7	primary_SU_T1.R7	3	PIK3CA:3:178936082:G	337	90	primary	0.13	3.6
32	0	CRUK0063_BR_T1.R1	0	metachronousMet_BR_T1.R1	4	CXCL14:5:134910273:G	328	62	metastasis	0.19	2.7
33	1	CRUK0063_SU_FLN1	1	LN_SU_FLN1	4	CXCL14:5:134910273:G	69	31	metastasis	0.16	3.4
34	2	CRUK0063_SU_T1.R1	2	primary_SU_T1.R1	4	CXCL14:5:134910273:G	222	12	primary		
35	3	CRUK0063_SU_T1.R3	3	primary_SU_T1.R3	4	CXCL14:5:134910273:G	175	29	primary	0.12	2.9
36	4	CRUK0063_SU_T1.R4	4	primary_SU_T1.R4	4	CXCL14:5:134910273:G	112	81	primary	0.26	3.5
37	5	CRUK0063_SU_T1.R5	5	primary_SU_T1.R5	4	CXCL14:5:134910273:G	154	99	primary	0.25	3.6
38	6	CRUK0063_SU_T1.R6	6	primary_SU_T1.R6	4	CXCL14:5:134910273:G	169	45	primary	0.14	3.6
39	7	CRUK0063_SU_T1.R7	7	primary_SU_T1.R7	4	CXCL14:5:134910273:G	172	48	primary	0.13	3.6
40	0	CRUK0063_BR_T1.R1	0	metachronousMet_BR_T1.R1	5	MAMLD1:23:149639220:C	639	0	metastasis	0.19	2.7
41	1	CRUK0063_SU_FLN1	1	LN_SU_FLN1	5	MAMLD1:23:149639220:C	141	48	metastasis	0.16	3.4
42	2	CRUK0063_SU_T1.R1	2	primary_SU_T1.R1	5	MAMLD1:23:149639220:C	291	16	primary		
43	3	CRUK0063_SU_T1.R3	3	primary_SU_T1.R3	5	MAMLD1:23:149639220:C	307	1	primary	0.12	2.9
44	4	CRUK0063_SU_T1.R4	4	primary_SU_T1.R4	5	MAMLD1:23:149639220:C	160	111	primary	0.26	3.5
45	5	CRUK0063_SU_T1.R5	5	primary_SU_T1.R5	5	MAMLD1:23:149639220:C	160	113	primary	0.25	3.6
46	6	CRUK0063_SU_T1.R6	6	primary_SU_T1.R6	5	MAMLD1:23:149639220:C	248	59	primary	0.14	3.6
47	7	CRUK0063_SU_T1.R7	7	primary_SU_T1.R7	5	MAMLD1:23:149639220:C	236	66	primary	0.13	3.6
48	0	CRUK0063_BR_T1.R1	0	metachronousMet_BR_T1.R1	6	CDKL5:23:18622493:G	256	51	metastasis	0.19	2.7
49	1	CRUK0063_SU_FLN1	1	LN_SU_FLN1	6	CDKL5:23:18622493:G	86	34	metastasis	0.16	3.4
50	2	CRUK0063_SU_T1.R1	2	primary_SU_T1.R1	6	CDKL5:23:18622493:G	260	14	primary		
51	3	CRUK0063_SU_T1.R3	3	primary_SU_T1.R3	6	CDKL5:23:18622493:G	256	25	primary	0.12	2.9
52	4	CRUK0063_SU_T1.R4	4	primary_SU_T1.R4	6	CDKL5:23:18622493:G	146	103	primary	0.26	3.5
53	5	CRUK0063_SU_T1.R5	5	primary_SU_T1.R5	6	CDKL5:23:18622493:G	171	106	primary	0.25	3.6
54	6	CRUK0063_SU_T1.R6	6	primary_SU_T1.R6	6	CDKL5:23:18622493:G	244	79	primary	0.14	3.6
55	7	CRUK0063_SU_T1.R7	7	primary_SU_T1.R7	6	CDKL5:23:18622493:G	220	54	primary	0.13	3.6
56	0	CRUK0063_BR_T1.R1	0	metachronousMet_BR_T1.R1	7	DNASE1:16:3707144:C	1262	0	metastasis	0.19	2.7
57	1	CRUK0063_SU_FLN1	1	LN_SU_FLN1	7	DNASE1:16:3707144:C	330	101	metastasis	0.16	3.4
58	2	CRUK0063_SU_T1.R1	2	primary_SU_T1.R1	7	DNASE1:16:3707144:C	711	29	primary		
59	3	CRUK0063_SU_T1.R3	3	primary_SU_T1.R3	7	DNASE1:16:3707144:C	712	0	primary	0.12	2.9
60	4	CRUK0063_SU_T1.R4	4	primary_SU_T1.R4	7	DNASE1:16:3707144:C	367	216	primary	0.26	3.5
61	5	CRUK0063_SU_T1.R5	5	primary_SU_T1.R5	7	DNASE1:16:3707144:C	383	256	primary	0.25	3.6
62	6	CRUK0063_SU_T1.R6	6	primary_SU_T1.R6	7	DNASE1:16:3707144:C	557	144	primary	0.14	3.6
63	7	CRUK0063_SU_T1.R7	7	primary_SU_T1.R7	7	DNASE1:16:3707144:C	487	101	primary	0.13	3.6
64	0	CRUK0063_BR_T1.R1	0	metachronousMet_BR_T1.R1	8	RBM10:23:47032687:C	253	0	metastasis	0.19	2.7
65	1	CRUK0063_SU_FLN1	1	LN_SU_FLN1	8	RBM10:23:47032687:C	79	19	metastasis	0.16	3.4
66	2	CRUK0063_SU_T1.R1	2	primary_SU_T1.R1	8	RBM10:23:47032687:C	129	8	primary		
67	3	CRUK0063_SU_T1.R3	3	primary_SU_T1.R3	8	RBM10:23:47032687:C	119	0	primary	0.12	2.9
68	4	CRUK0063_SU_T1.R4	4	primary_SU_T1.R4	8	RBM10:23:47032687:C	69	45	primary	0.26	3.5
69	5	CRUK0063_SU_T1.R5	5	primary_SU_T1.R5	8	RBM10:23:47032687:C	66	35	primary	0.25	3.6
70	6	CRUK0063_SU_T1.R6	6	primary_SU_T1.R6	8	RBM10:23:47032687:C	103	28	primary	0.14	3.6
71	7	CRUK0063_SU_T1.R7	7	primary_SU_T1.R7	8	RBM10:23:47032687:C	105	20	primary	0.13	3.6
