	#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var	sample_type	purity	ploidy
0	0	CRUK0412_SU_FLN3	0	LN_SU_FLN3	0	ARMCX4:23:100744683:GG	118	0	metastasis		
1	1	CRUK0412_SU_FLN4	1	LN_SU_FLN4	0	ARMCX4:23:100744683:GG	113	0	metastasis	0.1	3.95
2	2	CRUK0412_SU_T1.R1	2	primary_SU_T1.R1	0	ARMCX4:23:100744683:GG	92	122	primary	0.45	3.3
3	3	CRUK0412_SU_T1.R2	3	primary_SU_T1.R2	0	ARMCX4:23:100744683:GG	76	113	primary	0.45	3.3
4	4	CRUK0412_SU_T1.R3	4	primary_SU_T1.R3	0	ARMCX4:23:100744683:GG	78	86	primary	0.43	3.25
5	5	CRUK0412_SU_T1.R4	5	primary_SU_T1.R4	0	ARMCX4:23:100744683:GG	70	80	primary	0.39	3.3
6	6	CRUK0412_SU_T1.R5	6	primary_SU_T1.R5	0	ARMCX4:23:100744683:GG	26	130	primary	0.68	3.35
7	0	CRUK0412_SU_FLN3	0	LN_SU_FLN3	1	MCF2:23:138689810:T	42	1	metastasis		
8	1	CRUK0412_SU_FLN4	1	LN_SU_FLN4	1	MCF2:23:138689810:T	58	5	metastasis	0.1	3.95
9	2	CRUK0412_SU_T1.R1	2	primary_SU_T1.R1	1	MCF2:23:138689810:T	47	110	primary	0.45	3.3
10	3	CRUK0412_SU_T1.R2	3	primary_SU_T1.R2	1	MCF2:23:138689810:T	40	62	primary	0.45	3.3
11	4	CRUK0412_SU_T1.R3	4	primary_SU_T1.R3	1	MCF2:23:138689810:T	54	63	primary	0.43	3.25
12	5	CRUK0412_SU_T1.R4	5	primary_SU_T1.R4	1	MCF2:23:138689810:T	38	57	primary	0.39	3.3
13	6	CRUK0412_SU_T1.R5	6	primary_SU_T1.R5	1	MCF2:23:138689810:T	18	88	primary	0.68	3.35
14	0	CRUK0412_SU_FLN3	0	LN_SU_FLN3	2	NLGN4Y:24:16953167:C	265	0	metastasis		
15	1	CRUK0412_SU_FLN4	1	LN_SU_FLN4	2	NLGN4Y:24:16953167:C	395	0	metastasis	0.1	3.95
16	2	CRUK0412_SU_T1.R1	2	primary_SU_T1.R1	2	NLGN4Y:24:16953167:C	198	115	primary	0.45	3.3
17	3	CRUK0412_SU_T1.R2	3	primary_SU_T1.R2	2	NLGN4Y:24:16953167:C	166	102	primary	0.45	3.3
18	4	CRUK0412_SU_T1.R3	4	primary_SU_T1.R3	2	NLGN4Y:24:16953167:C	153	83	primary	0.43	3.25
19	5	CRUK0412_SU_T1.R4	5	primary_SU_T1.R4	2	NLGN4Y:24:16953167:C	164	163	primary	0.39	3.3
20	6	CRUK0412_SU_T1.R5	6	primary_SU_T1.R5	2	NLGN4Y:24:16953167:C	77	315	primary	0.68	3.35
21	0	CRUK0412_SU_FLN3	0	LN_SU_FLN3	3	FMR1-AS1:23:147003596:G	61	0	metastasis		
22	1	CRUK0412_SU_FLN4	1	LN_SU_FLN4	3	FMR1-AS1:23:147003596:G	76	0	metastasis	0.1	3.95
23	2	CRUK0412_SU_T1.R1	2	primary_SU_T1.R1	3	FMR1-AS1:23:147003596:G	48	60	primary	0.45	3.3
24	3	CRUK0412_SU_T1.R2	3	primary_SU_T1.R2	3	FMR1-AS1:23:147003596:G	19	51	primary	0.45	3.3
25	4	CRUK0412_SU_T1.R3	4	primary_SU_T1.R3	3	FMR1-AS1:23:147003596:G	35	39	primary	0.43	3.25
26	5	CRUK0412_SU_T1.R4	5	primary_SU_T1.R4	3	FMR1-AS1:23:147003596:G	37	38	primary	0.39	3.3
27	6	CRUK0412_SU_T1.R5	6	primary_SU_T1.R5	3	FMR1-AS1:23:147003596:G	19	60	primary	0.68	3.35
28	0	CRUK0412_SU_FLN3	0	LN_SU_FLN3	4	MED14:23:40541954:G	265	21	metastasis		
29	1	CRUK0412_SU_FLN4	1	LN_SU_FLN4	4	MED14:23:40541954:G	286	56	metastasis	0.1	3.95
30	2	CRUK0412_SU_T1.R1	2	primary_SU_T1.R1	4	MED14:23:40541954:G	167	132	primary	0.45	3.3
31	3	CRUK0412_SU_T1.R2	3	primary_SU_T1.R2	4	MED14:23:40541954:G	118	86	primary	0.45	3.3
32	4	CRUK0412_SU_T1.R3	4	primary_SU_T1.R3	4	MED14:23:40541954:G	119	82	primary	0.43	3.25
33	5	CRUK0412_SU_T1.R4	5	primary_SU_T1.R4	4	MED14:23:40541954:G	127	84	primary	0.39	3.3
34	6	CRUK0412_SU_T1.R5	6	primary_SU_T1.R5	4	MED14:23:40541954:G	47	134	primary	0.68	3.35
35	0	CRUK0412_SU_FLN3	0	LN_SU_FLN3	5	GPR133:12:131589611:G	112	0	metastasis		
36	1	CRUK0412_SU_FLN4	1	LN_SU_FLN4	5	GPR133:12:131589611:G	144	0	metastasis	0.1	3.95
37	2	CRUK0412_SU_T1.R1	2	primary_SU_T1.R1	5	GPR133:12:131589611:G	109	77	primary	0.45	3.3
38	3	CRUK0412_SU_T1.R2	3	primary_SU_T1.R2	5	GPR133:12:131589611:G	94	66	primary	0.45	3.3
39	4	CRUK0412_SU_T1.R3	4	primary_SU_T1.R3	5	GPR133:12:131589611:G	86	56	primary	0.43	3.25
40	5	CRUK0412_SU_T1.R4	5	primary_SU_T1.R4	5	GPR133:12:131589611:G	94	72	primary	0.39	3.3
41	6	CRUK0412_SU_T1.R5	6	primary_SU_T1.R5	5	GPR133:12:131589611:G	45	127	primary	0.68	3.35
42	0	CRUK0412_SU_FLN3	0	LN_SU_FLN3	6	FAM47A:23:34149475:C	240	0	metastasis		
43	1	CRUK0412_SU_FLN4	1	LN_SU_FLN4	6	FAM47A:23:34149475:C	283	0	metastasis	0.1	3.95
44	2	CRUK0412_SU_T1.R1	2	primary_SU_T1.R1	6	FAM47A:23:34149475:C	249	181	primary	0.45	3.3
45	3	CRUK0412_SU_T1.R2	3	primary_SU_T1.R2	6	FAM47A:23:34149475:C	193	151	primary	0.45	3.3
46	4	CRUK0412_SU_T1.R3	4	primary_SU_T1.R3	6	FAM47A:23:34149475:C	179	135	primary	0.43	3.25
47	5	CRUK0412_SU_T1.R4	5	primary_SU_T1.R4	6	FAM47A:23:34149475:C	185	106	primary	0.39	3.3
48	6	CRUK0412_SU_T1.R5	6	primary_SU_T1.R5	6	FAM47A:23:34149475:C	75	211	primary	0.68	3.35
49	0	CRUK0412_SU_FLN3	0	LN_SU_FLN3	7	RBM10:23:47045872:G	181	0	metastasis		
50	1	CRUK0412_SU_FLN4	1	LN_SU_FLN4	7	RBM10:23:47045872:G	322	0	metastasis	0.1	3.95
51	2	CRUK0412_SU_T1.R1	2	primary_SU_T1.R1	7	RBM10:23:47045872:G	117	94	primary	0.45	3.3
52	3	CRUK0412_SU_T1.R2	3	primary_SU_T1.R2	7	RBM10:23:47045872:G	97	73	primary	0.45	3.3
53	4	CRUK0412_SU_T1.R3	4	primary_SU_T1.R3	7	RBM10:23:47045872:G	94	75	primary	0.43	3.25
54	5	CRUK0412_SU_T1.R4	5	primary_SU_T1.R4	7	RBM10:23:47045872:G	104	59	primary	0.39	3.3
55	6	CRUK0412_SU_T1.R5	6	primary_SU_T1.R5	7	RBM10:23:47045872:G	47	125	primary	0.68	3.35
56	0	CRUK0412_SU_FLN3	0	LN_SU_FLN3	8	SYT10:12:33529891:G	47	1	metastasis		
57	1	CRUK0412_SU_FLN4	1	LN_SU_FLN4	8	SYT10:12:33529891:G	44	0	metastasis	0.1	3.95
58	2	CRUK0412_SU_T1.R1	2	primary_SU_T1.R1	8	SYT10:12:33529891:G	108	97	primary	0.45	3.3
59	3	CRUK0412_SU_T1.R2	3	primary_SU_T1.R2	8	SYT10:12:33529891:G	98	78	primary	0.45	3.3
60	4	CRUK0412_SU_T1.R3	4	primary_SU_T1.R3	8	SYT10:12:33529891:G	75	68	primary	0.43	3.25
61	5	CRUK0412_SU_T1.R4	5	primary_SU_T1.R4	8	SYT10:12:33529891:G	74	81	primary	0.39	3.3
62	6	CRUK0412_SU_T1.R5	6	primary_SU_T1.R5	8	SYT10:12:33529891:G	67	159	primary	0.68	3.35
63	0	CRUK0412_SU_FLN3	0	LN_SU_FLN3	9	RIMBP2:12:130926383:C	64	0	metastasis		
64	1	CRUK0412_SU_FLN4	1	LN_SU_FLN4	9	RIMBP2:12:130926383:C	98	0	metastasis	0.1	3.95
65	2	CRUK0412_SU_T1.R1	2	primary_SU_T1.R1	9	RIMBP2:12:130926383:C	89	65	primary	0.45	3.3
66	3	CRUK0412_SU_T1.R2	3	primary_SU_T1.R2	9	RIMBP2:12:130926383:C	71	72	primary	0.45	3.3
67	4	CRUK0412_SU_T1.R3	4	primary_SU_T1.R3	9	RIMBP2:12:130926383:C	81	60	primary	0.43	3.25
68	5	CRUK0412_SU_T1.R4	5	primary_SU_T1.R4	9	RIMBP2:12:130926383:C	56	60	primary	0.39	3.3
69	6	CRUK0412_SU_T1.R5	6	primary_SU_T1.R5	9	RIMBP2:12:130926383:C	38	88	primary	0.68	3.35
70	0	CRUK0412_SU_FLN3	0	LN_SU_FLN3	10	MAP3K15:23:19391677:C	119	0	metastasis		
71	1	CRUK0412_SU_FLN4	1	LN_SU_FLN4	10	MAP3K15:23:19391677:C	151	0	metastasis	0.1	3.95
72	2	CRUK0412_SU_T1.R1	2	primary_SU_T1.R1	10	MAP3K15:23:19391677:C	54	69	primary	0.45	3.3
73	3	CRUK0412_SU_T1.R2	3	primary_SU_T1.R2	10	MAP3K15:23:19391677:C	49	54	primary	0.45	3.3
74	4	CRUK0412_SU_T1.R3	4	primary_SU_T1.R3	10	MAP3K15:23:19391677:C	43	38	primary	0.43	3.25
75	5	CRUK0412_SU_T1.R4	5	primary_SU_T1.R4	10	MAP3K15:23:19391677:C	59	29	primary	0.39	3.3
76	6	CRUK0412_SU_T1.R5	6	primary_SU_T1.R5	10	MAP3K15:23:19391677:C	21	48	primary	0.68	3.35
77	0	CRUK0412_SU_FLN3	0	LN_SU_FLN3	11	WDR13:23:48457919:G	254	0	metastasis		
78	1	CRUK0412_SU_FLN4	1	LN_SU_FLN4	11	WDR13:23:48457919:G	442	0	metastasis	0.1	3.95
79	2	CRUK0412_SU_T1.R1	2	primary_SU_T1.R1	11	WDR13:23:48457919:G	188	166	primary	0.45	3.3
80	3	CRUK0412_SU_T1.R2	3	primary_SU_T1.R2	11	WDR13:23:48457919:G	142	86	primary	0.45	3.3
81	4	CRUK0412_SU_T1.R3	4	primary_SU_T1.R3	11	WDR13:23:48457919:G	145	114	primary	0.43	3.25
82	5	CRUK0412_SU_T1.R4	5	primary_SU_T1.R4	11	WDR13:23:48457919:G	147	76	primary	0.39	3.3
83	6	CRUK0412_SU_T1.R5	6	primary_SU_T1.R5	11	WDR13:23:48457919:G	74	166	primary	0.68	3.35
84	0	CRUK0412_SU_FLN3	0	LN_SU_FLN3	12	GRIN3A:9:104449309:A	341	0	metastasis		
85	1	CRUK0412_SU_FLN4	1	LN_SU_FLN4	12	GRIN3A:9:104449309:A	480	1	metastasis	0.1	3.95
86	2	CRUK0412_SU_T1.R1	2	primary_SU_T1.R1	12	GRIN3A:9:104449309:A	332	256	primary	0.45	3.3
87	3	CRUK0412_SU_T1.R2	3	primary_SU_T1.R2	12	GRIN3A:9:104449309:A	246	186	primary	0.45	3.3
88	4	CRUK0412_SU_T1.R3	4	primary_SU_T1.R3	12	GRIN3A:9:104449309:A	234	148	primary	0.43	3.25
89	5	CRUK0412_SU_T1.R4	5	primary_SU_T1.R4	12	GRIN3A:9:104449309:A	248	158	primary	0.39	3.3
90	6	CRUK0412_SU_T1.R5	6	primary_SU_T1.R5	12	GRIN3A:9:104449309:A	124	278	primary	0.68	3.35
91	0	CRUK0412_SU_FLN3	0	LN_SU_FLN3	13	GAS7:17:9939808:C	116	2	metastasis		
92	1	CRUK0412_SU_FLN4	1	LN_SU_FLN4	13	GAS7:17:9939808:C	128	5	metastasis	0.1	3.95
93	2	CRUK0412_SU_T1.R1	2	primary_SU_T1.R1	13	GAS7:17:9939808:C	163	138	primary	0.45	3.3
94	3	CRUK0412_SU_T1.R2	3	primary_SU_T1.R2	13	GAS7:17:9939808:C	137	112	primary	0.45	3.3
95	4	CRUK0412_SU_T1.R3	4	primary_SU_T1.R3	13	GAS7:17:9939808:C	138	78	primary	0.43	3.25
96	5	CRUK0412_SU_T1.R4	5	primary_SU_T1.R4	13	GAS7:17:9939808:C	139	81	primary	0.39	3.3
97	6	CRUK0412_SU_T1.R5	6	primary_SU_T1.R5	13	GAS7:17:9939808:C	71	148	primary	0.68	3.35
98	0	CRUK0412_SU_FLN3	0	LN_SU_FLN3	14	WDFY4:10:50185059:C	189	0	metastasis		
99	1	CRUK0412_SU_FLN4	1	LN_SU_FLN4	14	WDFY4:10:50185059:C	187	0	metastasis	0.1	3.95
100	2	CRUK0412_SU_T1.R1	2	primary_SU_T1.R1	14	WDFY4:10:50185059:C	197	103	primary	0.45	3.3
101	3	CRUK0412_SU_T1.R2	3	primary_SU_T1.R2	14	WDFY4:10:50185059:C	154	84	primary	0.45	3.3
102	4	CRUK0412_SU_T1.R3	4	primary_SU_T1.R3	14	WDFY4:10:50185059:C	175	87	primary	0.43	3.25
103	5	CRUK0412_SU_T1.R4	5	primary_SU_T1.R4	14	WDFY4:10:50185059:C	121	72	primary	0.39	3.3
104	6	CRUK0412_SU_T1.R5	6	primary_SU_T1.R5	14	WDFY4:10:50185059:C	71	141	primary	0.68	3.35
105	0	CRUK0412_SU_FLN3	0	LN_SU_FLN3	15	GOLGA3:12:133393077:G	82	7	metastasis		
106	1	CRUK0412_SU_FLN4	1	LN_SU_FLN4	15	GOLGA3:12:133393077:G	117	7	metastasis	0.1	3.95
107	2	CRUK0412_SU_T1.R1	2	primary_SU_T1.R1	15	GOLGA3:12:133393077:G	101	85	primary	0.45	3.3
108	3	CRUK0412_SU_T1.R2	3	primary_SU_T1.R2	15	GOLGA3:12:133393077:G	101	81	primary	0.45	3.3
109	4	CRUK0412_SU_T1.R3	4	primary_SU_T1.R3	15	GOLGA3:12:133393077:G	79	67	primary	0.43	3.25
110	5	CRUK0412_SU_T1.R4	5	primary_SU_T1.R4	15	GOLGA3:12:133393077:G	85	62	primary	0.39	3.3
111	6	CRUK0412_SU_T1.R5	6	primary_SU_T1.R5	15	GOLGA3:12:133393077:G	46	90	primary	0.68	3.35
112	0	CRUK0412_SU_FLN3	0	LN_SU_FLN3	16	TP53:17:7577120:C	143	1	metastasis		
113	1	CRUK0412_SU_FLN4	1	LN_SU_FLN4	16	TP53:17:7577120:C	141	0	metastasis	0.1	3.95
114	2	CRUK0412_SU_T1.R1	2	primary_SU_T1.R1	16	TP53:17:7577120:C	114	96	primary	0.45	3.3
115	3	CRUK0412_SU_T1.R2	3	primary_SU_T1.R2	16	TP53:17:7577120:C	99	82	primary	0.45	3.3
116	4	CRUK0412_SU_T1.R3	4	primary_SU_T1.R3	16	TP53:17:7577120:C	101	76	primary	0.43	3.25
117	5	CRUK0412_SU_T1.R4	5	primary_SU_T1.R4	16	TP53:17:7577120:C	112	62	primary	0.39	3.3
118	6	CRUK0412_SU_T1.R5	6	primary_SU_T1.R5	16	TP53:17:7577120:C	53	101	primary	0.68	3.35
119	0	CRUK0412_SU_FLN3	0	LN_SU_FLN3	17	PCDH15:10:55591139:G	202	0	metastasis		
120	1	CRUK0412_SU_FLN4	1	LN_SU_FLN4	17	PCDH15:10:55591139:G	269	0	metastasis	0.1	3.95
121	2	CRUK0412_SU_T1.R1	2	primary_SU_T1.R1	17	PCDH15:10:55591139:G	250	126	primary	0.45	3.3
122	3	CRUK0412_SU_T1.R2	3	primary_SU_T1.R2	17	PCDH15:10:55591139:G	208	111	primary	0.45	3.3
123	4	CRUK0412_SU_T1.R3	4	primary_SU_T1.R3	17	PCDH15:10:55591139:G	179	107	primary	0.43	3.25
124	5	CRUK0412_SU_T1.R4	5	primary_SU_T1.R4	17	PCDH15:10:55591139:G	176	106	primary	0.39	3.3
125	6	CRUK0412_SU_T1.R5	6	primary_SU_T1.R5	17	PCDH15:10:55591139:G	83	155	primary	0.68	3.35
126	0	CRUK0412_SU_FLN3	0	LN_SU_FLN3	18	OR6C68:12:55886616:T	384	0	metastasis		
127	1	CRUK0412_SU_FLN4	1	LN_SU_FLN4	18	OR6C68:12:55886616:T	443	0	metastasis	0.1	3.95
128	2	CRUK0412_SU_T1.R1	2	primary_SU_T1.R1	18	OR6C68:12:55886616:T	307	224	primary	0.45	3.3
129	3	CRUK0412_SU_T1.R2	3	primary_SU_T1.R2	18	OR6C68:12:55886616:T	217	199	primary	0.45	3.3
130	4	CRUK0412_SU_T1.R3	4	primary_SU_T1.R3	18	OR6C68:12:55886616:T	197	155	primary	0.43	3.25
131	5	CRUK0412_SU_T1.R4	5	primary_SU_T1.R4	18	OR6C68:12:55886616:T	258	166	primary	0.39	3.3
132	6	CRUK0412_SU_T1.R5	6	primary_SU_T1.R5	18	OR6C68:12:55886616:T	127	236	primary	0.68	3.35
133	0	CRUK0412_SU_FLN3	0	LN_SU_FLN3	19	KRAS:12:25398285:C	420	1	metastasis		
134	1	CRUK0412_SU_FLN4	1	LN_SU_FLN4	19	KRAS:12:25398285:C	471	0	metastasis	0.1	3.95
135	2	CRUK0412_SU_T1.R1	2	primary_SU_T1.R1	19	KRAS:12:25398285:C	405	308	primary	0.45	3.3
136	3	CRUK0412_SU_T1.R2	3	primary_SU_T1.R2	19	KRAS:12:25398285:C	291	210	primary	0.45	3.3
137	4	CRUK0412_SU_T1.R3	4	primary_SU_T1.R3	19	KRAS:12:25398285:C	264	172	primary	0.43	3.25
138	5	CRUK0412_SU_T1.R4	5	primary_SU_T1.R4	19	KRAS:12:25398285:C	303	233	primary	0.39	3.3
139	6	CRUK0412_SU_T1.R5	6	primary_SU_T1.R5	19	KRAS:12:25398285:C	229	393	primary	0.68	3.35
140	0	CRUK0412_SU_FLN3	0	LN_SU_FLN3	20	COL22A1:8:139774826:C	78	0	metastasis		
141	1	CRUK0412_SU_FLN4	1	LN_SU_FLN4	20	COL22A1:8:139774826:C	73	1	metastasis	0.1	3.95
142	2	CRUK0412_SU_T1.R1	2	primary_SU_T1.R1	20	COL22A1:8:139774826:C	85	58	primary	0.45	3.3
143	3	CRUK0412_SU_T1.R2	3	primary_SU_T1.R2	20	COL22A1:8:139774826:C	66	45	primary	0.45	3.3
144	4	CRUK0412_SU_T1.R3	4	primary_SU_T1.R3	20	COL22A1:8:139774826:C	57	41	primary	0.43	3.25
145	5	CRUK0412_SU_T1.R4	5	primary_SU_T1.R4	20	COL22A1:8:139774826:C	52	30	primary	0.39	3.3
146	6	CRUK0412_SU_T1.R5	6	primary_SU_T1.R5	20	COL22A1:8:139774826:C	32	51	primary	0.68	3.35
147	0	CRUK0412_SU_FLN3	0	LN_SU_FLN3	21	NFAT5;MIR1538:16:69599679:C	93	5	metastasis		
148	1	CRUK0412_SU_FLN4	1	LN_SU_FLN4	21	NFAT5;MIR1538:16:69599679:C	170	16	metastasis	0.1	3.95
149	2	CRUK0412_SU_T1.R1	2	primary_SU_T1.R1	21	NFAT5;MIR1538:16:69599679:C	58	55	primary	0.45	3.3
150	3	CRUK0412_SU_T1.R2	3	primary_SU_T1.R2	21	NFAT5;MIR1538:16:69599679:C	38	58	primary	0.45	3.3
151	4	CRUK0412_SU_T1.R3	4	primary_SU_T1.R3	21	NFAT5;MIR1538:16:69599679:C	32	37	primary	0.43	3.25
152	5	CRUK0412_SU_T1.R4	5	primary_SU_T1.R4	21	NFAT5;MIR1538:16:69599679:C	46	47	primary	0.39	3.3
153	6	CRUK0412_SU_T1.R5	6	primary_SU_T1.R5	21	NFAT5;MIR1538:16:69599679:C	48	52	primary	0.68	3.35
154	0	CRUK0412_SU_FLN3	0	LN_SU_FLN3	22	SMAD6:15:66996250:G	182	0	metastasis		
