	#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var	sample_type	purity	ploidy
0	0	CRUK0052_SU_FLN1	0	LN_SU_FLN1	0	MIR548AZ:14:64879067:C	63	16	metastasis	0.18	3.0
1	1	CRUK0052_SU_T1.R1	1	primary_SU_T1.R1	0	MIR548AZ:14:64879067:C	144	143	primary	0.35	2.8
2	2	CRUK0052_SU_T1.R2	2	primary_SU_T1.R2	0	MIR548AZ:14:64879067:C	141	12	primary	0.1	3.4
3	3	CRUK0052_SU_T1.R3	3	primary_SU_T1.R3	0	MIR548AZ:14:64879067:C	189	50	primary	0.13	3.85
4	4	CRUK0052_SU_T1.R4	4	primary_SU_T1.R4	0	MIR548AZ:14:64879067:C	140	28	primary	0.14	3.05
5	0	CRUK0052_SU_FLN1	0	LN_SU_FLN1	1	VSX2:14:74726522:G	111	28	metastasis	0.18	3.0
6	1	CRUK0052_SU_T1.R1	1	primary_SU_T1.R1	1	VSX2:14:74726522:G	61	50	primary	0.35	2.8
7	2	CRUK0052_SU_T1.R2	2	primary_SU_T1.R2	1	VSX2:14:74726522:G	88	6	primary	0.1	3.4
8	3	CRUK0052_SU_T1.R3	3	primary_SU_T1.R3	1	VSX2:14:74726522:G	78	20	primary	0.13	3.85
9	4	CRUK0052_SU_T1.R4	4	primary_SU_T1.R4	1	VSX2:14:74726522:G	77	19	primary	0.14	3.05
10	0	CRUK0052_SU_FLN1	0	LN_SU_FLN1	2	MAX:14:65544571:C	464	122	metastasis	0.18	3.0
11	1	CRUK0052_SU_T1.R1	1	primary_SU_T1.R1	2	MAX:14:65544571:C	128	100	primary	0.35	2.8
12	2	CRUK0052_SU_T1.R2	2	primary_SU_T1.R2	2	MAX:14:65544571:C	184	23	primary	0.1	3.4
13	3	CRUK0052_SU_T1.R3	3	primary_SU_T1.R3	2	MAX:14:65544571:C	149	51	primary	0.13	3.85
14	4	CRUK0052_SU_T1.R4	4	primary_SU_T1.R4	2	MAX:14:65544571:C	191	30	primary	0.14	3.05
15	0	CRUK0052_SU_FLN1	0	LN_SU_FLN1	3	GALNT16:14:69814769:G	191	51	metastasis	0.18	3.0
16	1	CRUK0052_SU_T1.R1	1	primary_SU_T1.R1	3	GALNT16:14:69814769:G	84	65	primary	0.35	2.8
17	2	CRUK0052_SU_T1.R2	2	primary_SU_T1.R2	3	GALNT16:14:69814769:G	108	18	primary	0.1	3.4
18	3	CRUK0052_SU_T1.R3	3	primary_SU_T1.R3	3	GALNT16:14:69814769:G	89	23	primary	0.13	3.85
19	4	CRUK0052_SU_T1.R4	4	primary_SU_T1.R4	3	GALNT16:14:69814769:G	105	21	primary	0.14	3.05
20	0	CRUK0052_SU_FLN1	0	LN_SU_FLN1	4	SIPA1L1:14:72055123:C	228	60	metastasis	0.18	3.0
21	1	CRUK0052_SU_T1.R1	1	primary_SU_T1.R1	4	SIPA1L1:14:72055123:C	376	286	primary	0.35	2.8
22	2	CRUK0052_SU_T1.R2	2	primary_SU_T1.R2	4	SIPA1L1:14:72055123:C	456	64	primary	0.1	3.4
23	3	CRUK0052_SU_T1.R3	3	primary_SU_T1.R3	4	SIPA1L1:14:72055123:C	472	106	primary	0.13	3.85
24	4	CRUK0052_SU_T1.R4	4	primary_SU_T1.R4	4	SIPA1L1:14:72055123:C	426	75	primary	0.14	3.05
25	0	CRUK0052_SU_FLN1	0	LN_SU_FLN1	5	PPM1L:3:160474082:C	98	35	metastasis	0.18	3.0
26	1	CRUK0052_SU_T1.R1	1	primary_SU_T1.R1	5	PPM1L:3:160474082:C	133	101	primary	0.35	2.8
27	2	CRUK0052_SU_T1.R2	2	primary_SU_T1.R2	5	PPM1L:3:160474082:C	174	16	primary	0.1	3.4
28	3	CRUK0052_SU_T1.R3	3	primary_SU_T1.R3	5	PPM1L:3:160474082:C	219	62	primary	0.13	3.85
29	4	CRUK0052_SU_T1.R4	4	primary_SU_T1.R4	5	PPM1L:3:160474082:C	165	34	primary	0.14	3.05
30	0	CRUK0052_SU_FLN1	0	LN_SU_FLN1	6	DGKG:3:185990185:G	130	20	metastasis	0.18	3.0
31	1	CRUK0052_SU_T1.R1	1	primary_SU_T1.R1	6	DGKG:3:185990185:G	173	127	primary	0.35	2.8
32	2	CRUK0052_SU_T1.R2	2	primary_SU_T1.R2	6	DGKG:3:185990185:G	170	24	primary	0.1	3.4
33	3	CRUK0052_SU_T1.R3	3	primary_SU_T1.R3	6	DGKG:3:185990185:G	167	66	primary	0.13	3.85
34	4	CRUK0052_SU_T1.R4	4	primary_SU_T1.R4	6	DGKG:3:185990185:G	182	29	primary	0.14	3.05
35	0	CRUK0052_SU_FLN1	0	LN_SU_FLN1	7	ARHGEF26:3:153840205:C	646	197	metastasis	0.18	3.0
36	1	CRUK0052_SU_T1.R1	1	primary_SU_T1.R1	7	ARHGEF26:3:153840205:C	395	283	primary	0.35	2.8
37	2	CRUK0052_SU_T1.R2	2	primary_SU_T1.R2	7	ARHGEF26:3:153840205:C	458	45	primary	0.1	3.4
38	3	CRUK0052_SU_T1.R3	3	primary_SU_T1.R3	7	ARHGEF26:3:153840205:C	453	125	primary	0.13	3.85
39	4	CRUK0052_SU_T1.R4	4	primary_SU_T1.R4	7	ARHGEF26:3:153840205:C	443	102	primary	0.14	3.05
40	0	CRUK0052_SU_FLN1	0	LN_SU_FLN1	8	SLC39A9:14:69866206:C	74	21	metastasis	0.18	3.0
41	1	CRUK0052_SU_T1.R1	1	primary_SU_T1.R1	8	SLC39A9:14:69866206:C	236	168	primary	0.35	2.8
42	2	CRUK0052_SU_T1.R2	2	primary_SU_T1.R2	8	SLC39A9:14:69866206:C	238	19	primary	0.1	3.4
43	3	CRUK0052_SU_T1.R3	3	primary_SU_T1.R3	8	SLC39A9:14:69866206:C	276	69	primary	0.13	3.85
44	4	CRUK0052_SU_T1.R4	4	primary_SU_T1.R4	8	SLC39A9:14:69866206:C	193	57	primary	0.14	3.05
45	0	CRUK0052_SU_FLN1	0	LN_SU_FLN1	9	ZBBX:3:167000155:C	155	37	metastasis	0.18	3.0
46	1	CRUK0052_SU_T1.R1	1	primary_SU_T1.R1	9	ZBBX:3:167000155:C	516	358	primary	0.35	2.8
47	2	CRUK0052_SU_T1.R2	2	primary_SU_T1.R2	9	ZBBX:3:167000155:C	464	44	primary	0.1	3.4
48	3	CRUK0052_SU_T1.R3	3	primary_SU_T1.R3	9	ZBBX:3:167000155:C	549	188	primary	0.13	3.85
49	4	CRUK0052_SU_T1.R4	4	primary_SU_T1.R4	9	ZBBX:3:167000155:C	400	56	primary	0.14	3.05
50	0	CRUK0052_SU_FLN1	0	LN_SU_FLN1	10	COL6A6:3:130305341:G	142	27	metastasis	0.18	3.0
51	1	CRUK0052_SU_T1.R1	1	primary_SU_T1.R1	10	COL6A6:3:130305341:G	375	260	primary	0.35	2.8
52	2	CRUK0052_SU_T1.R2	2	primary_SU_T1.R2	10	COL6A6:3:130305341:G	328	46	primary	0.1	3.4
53	3	CRUK0052_SU_T1.R3	3	primary_SU_T1.R3	10	COL6A6:3:130305341:G	402	119	primary	0.13	3.85
54	4	CRUK0052_SU_T1.R4	4	primary_SU_T1.R4	10	COL6A6:3:130305341:G	303	59	primary	0.14	3.05
55	0	CRUK0052_SU_FLN1	0	LN_SU_FLN1	11	ACIN1:14:23549157:C	88	29	metastasis	0.18	3.0
56	1	CRUK0052_SU_T1.R1	1	primary_SU_T1.R1	11	ACIN1:14:23549157:C	159	110	primary	0.35	2.8
57	2	CRUK0052_SU_T1.R2	2	primary_SU_T1.R2	11	ACIN1:14:23549157:C	184	19	primary	0.1	3.4
58	3	CRUK0052_SU_T1.R3	3	primary_SU_T1.R3	11	ACIN1:14:23549157:C	213	48	primary	0.13	3.85
59	4	CRUK0052_SU_T1.R4	4	primary_SU_T1.R4	11	ACIN1:14:23549157:C	169	22	primary	0.14	3.05
60	0	CRUK0052_SU_FLN1	0	LN_SU_FLN1	12	MGLL:3:127434625:C	280	94	metastasis	0.18	3.0
61	1	CRUK0052_SU_T1.R1	1	primary_SU_T1.R1	12	MGLL:3:127434625:C	357	244	primary	0.35	2.8
62	2	CRUK0052_SU_T1.R2	2	primary_SU_T1.R2	12	MGLL:3:127434625:C	317	54	primary	0.1	3.4
63	3	CRUK0052_SU_T1.R3	3	primary_SU_T1.R3	12	MGLL:3:127434625:C	411	118	primary	0.13	3.85
64	4	CRUK0052_SU_T1.R4	4	primary_SU_T1.R4	12	MGLL:3:127434625:C	316	48	primary	0.14	3.05
65	0	CRUK0052_SU_FLN1	0	LN_SU_FLN1	13	OR4K13:14:20502502:C	124	23	metastasis	0.18	3.0
66	1	CRUK0052_SU_T1.R1	1	primary_SU_T1.R1	13	OR4K13:14:20502502:C	374	251	primary	0.35	2.8
67	2	CRUK0052_SU_T1.R2	2	primary_SU_T1.R2	13	OR4K13:14:20502502:C	436	47	primary	0.1	3.4
68	3	CRUK0052_SU_T1.R3	3	primary_SU_T1.R3	13	OR4K13:14:20502502:C	564	119	primary	0.13	3.85
69	4	CRUK0052_SU_T1.R4	4	primary_SU_T1.R4	13	OR4K13:14:20502502:C	424	64	primary	0.14	3.05
70	0	CRUK0052_SU_FLN1	0	LN_SU_FLN1	14	SMC4:3:160135759:C	49	8	metastasis	0.18	3.0
71	1	CRUK0052_SU_T1.R1	1	primary_SU_T1.R1	14	SMC4:3:160135759:C	144	96	primary	0.35	2.8
72	2	CRUK0052_SU_T1.R2	2	primary_SU_T1.R2	14	SMC4:3:160135759:C	138	22	primary	0.1	3.4
73	3	CRUK0052_SU_T1.R3	3	primary_SU_T1.R3	14	SMC4:3:160135759:C	166	50	primary	0.13	3.85
74	4	CRUK0052_SU_T1.R4	4	primary_SU_T1.R4	14	SMC4:3:160135759:C	107	27	primary	0.14	3.05
75	0	CRUK0052_SU_FLN1	0	LN_SU_FLN1	15	SHOX2:3:157822932:G	110	17	metastasis	0.18	3.0
76	1	CRUK0052_SU_T1.R1	1	primary_SU_T1.R1	15	SHOX2:3:157822932:G	61	40	primary	0.35	2.8
77	2	CRUK0052_SU_T1.R2	2	primary_SU_T1.R2	15	SHOX2:3:157822932:G	66	7	primary	0.1	3.4
78	3	CRUK0052_SU_T1.R3	3	primary_SU_T1.R3	15	SHOX2:3:157822932:G	88	23	primary	0.13	3.85
79	4	CRUK0052_SU_T1.R4	4	primary_SU_T1.R4	15	SHOX2:3:157822932:G	68	5	primary	0.14	3.05
80	0	CRUK0052_SU_FLN1	0	LN_SU_FLN1	16	CHPT1:12:102120248:G	109	22	metastasis	0.18	3.0
81	1	CRUK0052_SU_T1.R1	1	primary_SU_T1.R1	16	CHPT1:12:102120248:G	199	130	primary	0.35	2.8
82	2	CRUK0052_SU_T1.R2	2	primary_SU_T1.R2	16	CHPT1:12:102120248:G	160	14	primary	0.1	3.4
83	3	CRUK0052_SU_T1.R3	3	primary_SU_T1.R3	16	CHPT1:12:102120248:G	266	80	primary	0.13	3.85
84	4	CRUK0052_SU_T1.R4	4	primary_SU_T1.R4	16	CHPT1:12:102120248:G	166	34	primary	0.14	3.05
85	0	CRUK0052_SU_FLN1	0	LN_SU_FLN1	17	GALNT9:12:132839176:T	330	117	metastasis	0.18	3.0
86	1	CRUK0052_SU_T1.R1	1	primary_SU_T1.R1	17	GALNT9:12:132839176:T	182	118	primary	0.35	2.8
87	2	CRUK0052_SU_T1.R2	2	primary_SU_T1.R2	17	GALNT9:12:132839176:T	260	25	primary	0.1	3.4
88	3	CRUK0052_SU_T1.R3	3	primary_SU_T1.R3	17	GALNT9:12:132839176:T	199	76	primary	0.13	3.85
89	4	CRUK0052_SU_T1.R4	4	primary_SU_T1.R4	17	GALNT9:12:132839176:T	320	50	primary	0.14	3.05
90	0	CRUK0052_SU_FLN1	0	LN_SU_FLN1	18	MYO3B:2:171238412:C	30	6	metastasis	0.18	3.0
91	1	CRUK0052_SU_T1.R1	1	primary_SU_T1.R1	18	MYO3B:2:171238412:C	79	51	primary	0.35	2.8
92	2	CRUK0052_SU_T1.R2	2	primary_SU_T1.R2	18	MYO3B:2:171238412:C	187	12	primary	0.1	3.4
93	3	CRUK0052_SU_T1.R3	3	primary_SU_T1.R3	18	MYO3B:2:171238412:C	86	16	primary	0.13	3.85
94	4	CRUK0052_SU_T1.R4	4	primary_SU_T1.R4	18	MYO3B:2:171238412:C	152	22	primary	0.14	3.05
95	0	CRUK0052_SU_FLN1	0	LN_SU_FLN1	19	SH3TC2:5:148441836:A	30	3	metastasis	0.18	3.0
96	1	CRUK0052_SU_T1.R1	1	primary_SU_T1.R1	19	SH3TC2:5:148441836:A	45	29	primary	0.35	2.8
97	2	CRUK0052_SU_T1.R2	2	primary_SU_T1.R2	19	SH3TC2:5:148441836:A	38	4	primary	0.1	3.4
98	3	CRUK0052_SU_T1.R3	3	primary_SU_T1.R3	19	SH3TC2:5:148441836:A	57	3	primary	0.13	3.85
99	4	CRUK0052_SU_T1.R4	4	primary_SU_T1.R4	19	SH3TC2:5:148441836:A	58	8	primary	0.14	3.05
100	0	CRUK0052_SU_FLN1	0	LN_SU_FLN1	20	PDE7B:6:136495094:G	94	17	metastasis	0.18	3.0
101	1	CRUK0052_SU_T1.R1	1	primary_SU_T1.R1	20	PDE7B:6:136495094:G	225	145	primary	0.35	2.8
102	2	CRUK0052_SU_T1.R2	2	primary_SU_T1.R2	20	PDE7B:6:136495094:G	296	30	primary	0.1	3.4
103	3	CRUK0052_SU_T1.R3	3	primary_SU_T1.R3	20	PDE7B:6:136495094:G	361	46	primary	0.13	3.85
104	4	CRUK0052_SU_T1.R4	4	primary_SU_T1.R4	20	PDE7B:6:136495094:G	283	48	primary	0.14	3.05
105	0	CRUK0052_SU_FLN1	0	LN_SU_FLN1	21	OR4K1:14:20404306:G	159	37	metastasis	0.18	3.0
106	1	CRUK0052_SU_T1.R1	1	primary_SU_T1.R1	21	OR4K1:14:20404306:G	443	285	primary	0.35	2.8
107	2	CRUK0052_SU_T1.R2	2	primary_SU_T1.R2	21	OR4K1:14:20404306:G	563	63	primary	0.1	3.4
108	3	CRUK0052_SU_T1.R3	3	primary_SU_T1.R3	21	OR4K1:14:20404306:G	634	151	primary	0.13	3.85
109	4	CRUK0052_SU_T1.R4	4	primary_SU_T1.R4	21	OR4K1:14:20404306:G	449	101	primary	0.14	3.05
110	0	CRUK0052_SU_FLN1	0	LN_SU_FLN1	22	CACNA2D4:12:1992191:T	230	115	metastasis	0.18	3.0
111	1	CRUK0052_SU_T1.R1	1	primary_SU_T1.R1	22	CACNA2D4:12:1992191:T	213	137	primary	0.35	2.8
