	#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var	sample_type	purity	ploidy
0	0	CRUK0721_SU_FLN1	0	LN_SU_FLN1	0	KMT2B:19:36210939:C	680	994	metastasis	0.3	1.95
1	1	CRUK0721_SU_T1.R1	1	primary_SU_T1.R1	0	KMT2B:19:36210939:C	369	318	primary	0.28	1.95
2	0	CRUK0721_SU_FLN1	0	LN_SU_FLN1	1	ATP4A:19:36049567:G	799	1152	metastasis	0.3	1.95
3	1	CRUK0721_SU_T1.R1	1	primary_SU_T1.R1	1	ATP4A:19:36049567:G	371	329	primary	0.28	1.95
4	0	CRUK0721_SU_FLN1	0	LN_SU_FLN1	2	GRAMD1A:19:35501168:G	724	1038	metastasis	0.3	1.95
5	1	CRUK0721_SU_T1.R1	1	primary_SU_T1.R1	2	GRAMD1A:19:35501168:G	534	474	primary	0.28	1.95
6	0	CRUK0721_SU_FLN1	0	LN_SU_FLN1	3	FFAR2:19:35941471:G	571	750	metastasis	0.3	1.95
7	1	CRUK0721_SU_T1.R1	1	primary_SU_T1.R1	3	FFAR2:19:35941471:G	382	340	primary	0.28	1.95
8	0	CRUK0721_SU_FLN1	0	LN_SU_FLN1	4	KCTD15:19:34303709:G	77	96	metastasis	0.3	1.95
9	1	CRUK0721_SU_T1.R1	1	primary_SU_T1.R1	4	KCTD15:19:34303709:G	69	74	primary	0.28	1.95
10	0	CRUK0721_SU_FLN1	0	LN_SU_FLN1	5	GPI:19:34868386:G	520	640	metastasis	0.3	1.95
11	1	CRUK0721_SU_T1.R1	1	primary_SU_T1.R1	5	GPI:19:34868386:G	226	205	primary	0.28	1.95
12	0	CRUK0721_SU_FLN1	0	LN_SU_FLN1	6	NPHS1:19:36330551:G	165	197	metastasis	0.3	1.95
13	1	CRUK0721_SU_T1.R1	1	primary_SU_T1.R1	6	NPHS1:19:36330551:G	98	118	primary	0.28	1.95
14	0	CRUK0721_SU_FLN1	0	LN_SU_FLN1	7	TES:7:115858185:G	70	53	metastasis	0.3	1.95
15	1	CRUK0721_SU_T1.R1	1	primary_SU_T1.R1	7	TES:7:115858185:G	138	50	primary	0.28	1.95
16	0	CRUK0721_SU_FLN1	0	LN_SU_FLN1	8	ITGA11:15:68695244:C	451	314	metastasis	0.3	1.95
