	#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var	sample_type	purity	ploidy
0	0	CRUK0496_SU_FLN1	0	LN_SU_FLN1	0	TAF1L:9:32630087:C	174	75	metastasis	0.27	3.4
1	1	CRUK0496_SU_T1.R1	1	primary_SU_T1.R1	0	TAF1L:9:32630087:C	119	795	primary	0.84	1.95
2	2	CRUK0496_SU_T1.R2	2	primary_SU_T1.R2	0	TAF1L:9:32630087:C	96	804	primary	0.87	1.95
3	3	CRUK0496_SU_T1.R3	3	primary_SU_T1.R3	0	TAF1L:9:32630087:C	214	614	primary	0.76	2.05
4	0	CRUK0496_SU_FLN1	0	LN_SU_FLN1	1	INCENP:11:61913118:G	160	43	metastasis	0.27	3.4
5	1	CRUK0496_SU_T1.R1	1	primary_SU_T1.R1	1	INCENP:11:61913118:G	50	153	primary	0.84	1.95
6	2	CRUK0496_SU_T1.R2	2	primary_SU_T1.R2	1	INCENP:11:61913118:G	33	144	primary	0.87	1.95
7	3	CRUK0496_SU_T1.R3	3	primary_SU_T1.R3	1	INCENP:11:61913118:G	87	127	primary	0.76	2.05
8	0	CRUK0496_SU_FLN1	0	LN_SU_FLN1	2	TNKS1BP1:11:57069638:C	479	139	metastasis	0.27	3.4
9	1	CRUK0496_SU_T1.R1	1	primary_SU_T1.R1	2	TNKS1BP1:11:57069638:C	110	260	primary	0.84	1.95
10	2	CRUK0496_SU_T1.R2	2	primary_SU_T1.R2	2	TNKS1BP1:11:57069638:C	70	296	primary	0.87	1.95
11	3	CRUK0496_SU_T1.R3	3	primary_SU_T1.R3	2	TNKS1BP1:11:57069638:C	128	273	primary	0.76	2.05
12	0	CRUK0496_SU_FLN1	0	LN_SU_FLN1	3	GPR126:6:142731004:A	116	25	metastasis	0.27	3.4
13	1	CRUK0496_SU_T1.R1	1	primary_SU_T1.R1	3	GPR126:6:142731004:A	44	119	primary	0.84	1.95
14	2	CRUK0496_SU_T1.R2	2	primary_SU_T1.R2	3	GPR126:6:142731004:A	32	134	primary	0.87	1.95
15	3	CRUK0496_SU_T1.R3	3	primary_SU_T1.R3	3	GPR126:6:142731004:A	61	76	primary	0.76	2.05
16	0	CRUK0496_SU_FLN1	0	LN_SU_FLN1	4	MS4A1:11:60229971:C	232	74	metastasis	0.27	3.4
17	1	CRUK0496_SU_T1.R1	1	primary_SU_T1.R1	4	MS4A1:11:60229971:C	93	276	primary	0.84	1.95
18	2	CRUK0496_SU_T1.R2	2	primary_SU_T1.R2	4	MS4A1:11:60229971:C	94	385	primary	0.87	1.95
19	3	CRUK0496_SU_T1.R3	3	primary_SU_T1.R3	4	MS4A1:11:60229971:C	176	280	primary	0.76	2.05
20	0	CRUK0496_SU_FLN1	0	LN_SU_FLN1	5	BAI3:6:69944999:C	585	180	metastasis	0.27	3.4
21	1	CRUK0496_SU_T1.R1	1	primary_SU_T1.R1	5	BAI3:6:69944999:C	217	499	primary	0.84	1.95
22	2	CRUK0496_SU_T1.R2	2	primary_SU_T1.R2	5	BAI3:6:69944999:C	155	591	primary	0.87	1.95
23	3	CRUK0496_SU_T1.R3	3	primary_SU_T1.R3	5	BAI3:6:69944999:C	236	462	primary	0.76	2.05
24	0	CRUK0496_SU_FLN1	0	LN_SU_FLN1	6	IRAK1BP1:6:79612876:A	177	0	metastasis	0.27	3.4
25	1	CRUK0496_SU_T1.R1	1	primary_SU_T1.R1	6	IRAK1BP1:6:79612876:A	81	272	primary	0.84	1.95
26	2	CRUK0496_SU_T1.R2	2	primary_SU_T1.R2	6	IRAK1BP1:6:79612876:A	77	281	primary	0.87	1.95
27	3	CRUK0496_SU_T1.R3	3	primary_SU_T1.R3	6	IRAK1BP1:6:79612876:A	163	159	primary	0.76	2.05
28	0	CRUK0496_SU_FLN1	0	LN_SU_FLN1	7	ARHGAP8:22:45221536:C	375	76	metastasis	0.27	3.4
