	#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var	sample_type	purity	ploidy
0	0	CRUK0415_SU_FLN2	0	LN_SU_FLN2	0	TBK1:12:64882477:C	96	0	metastasis	0.47	1.75
1	1	CRUK0415_SU_FLN4	1	LN_SU_FLN4	0	TBK1:12:64882477:C	121	10	metastasis	0.37	2.0
2	2	CRUK0415_SU_T1.R1	2	primary_SU_T1.R1	0	TBK1:12:64882477:C	118	0	primary	0.44	3.5
3	3	CRUK0415_SU_T1.R2	3	primary_SU_T1.R2	0	TBK1:12:64882477:C	124	0	primary	0.13	3.7
4	4	CRUK0415_SU_T1.R3	4	primary_SU_T1.R3	0	TBK1:12:64882477:C	93	133	primary	0.28	3.45
5	5	CRUK0415_SU_T1.R4	5	primary_SU_T1.R4	0	TBK1:12:64882477:C	70	141	primary	0.34	3.2
6	6	CRUK0415_SU_T1.R5	6	primary_SU_T1.R5	0	TBK1:12:64882477:C	109	1	primary	0.26	3.7
7	0	CRUK0415_SU_FLN2	0	LN_SU_FLN2	1	ST18:8:53084262:A	101	71	metastasis	0.47	1.75
8	1	CRUK0415_SU_FLN4	1	LN_SU_FLN4	1	ST18:8:53084262:A	151	50	metastasis	0.37	2.0
9	2	CRUK0415_SU_T1.R1	2	primary_SU_T1.R1	1	ST18:8:53084262:A	141	130	primary	0.44	3.5
10	3	CRUK0415_SU_T1.R2	3	primary_SU_T1.R2	1	ST18:8:53084262:A	121	13	primary	0.13	3.7
11	4	CRUK0415_SU_T1.R3	4	primary_SU_T1.R3	1	ST18:8:53084262:A	95	151	primary	0.28	3.45
12	5	CRUK0415_SU_T1.R4	5	primary_SU_T1.R4	1	ST18:8:53084262:A	87	161	primary	0.34	3.2
13	6	CRUK0415_SU_T1.R5	6	primary_SU_T1.R5	1	ST18:8:53084262:A	124	160	primary	0.26	3.7
14	0	CRUK0415_SU_FLN2	0	LN_SU_FLN2	2	TBK1:12:64882324:C	172	0	metastasis	0.47	1.75
15	1	CRUK0415_SU_FLN4	1	LN_SU_FLN4	2	TBK1:12:64882324:C	145	10	metastasis	0.37	2.0
16	2	CRUK0415_SU_T1.R1	2	primary_SU_T1.R1	2	TBK1:12:64882324:C	166	0	primary	0.44	3.5
17	3	CRUK0415_SU_T1.R2	3	primary_SU_T1.R2	2	TBK1:12:64882324:C	133	0	primary	0.13	3.7
18	4	CRUK0415_SU_T1.R3	4	primary_SU_T1.R3	2	TBK1:12:64882324:C	121	144	primary	0.28	3.45
19	5	CRUK0415_SU_T1.R4	5	primary_SU_T1.R4	2	TBK1:12:64882324:C	100	163	primary	0.34	3.2
20	6	CRUK0415_SU_T1.R5	6	primary_SU_T1.R5	2	TBK1:12:64882324:C	132	1	primary	0.26	3.7
21	0	CRUK0415_SU_FLN2	0	LN_SU_FLN2	3	BCL9:1:147092213:G	156	93	metastasis	0.47	1.75
22	1	CRUK0415_SU_FLN4	1	LN_SU_FLN4	3	BCL9:1:147092213:G	286	96	metastasis	0.37	2.0
23	2	CRUK0415_SU_T1.R1	2	primary_SU_T1.R1	3	BCL9:1:147092213:G	240	331	primary	0.44	3.5
24	3	CRUK0415_SU_T1.R2	3	primary_SU_T1.R2	3	BCL9:1:147092213:G	416	6	primary	0.13	3.7
25	4	CRUK0415_SU_T1.R3	4	primary_SU_T1.R3	3	BCL9:1:147092213:G	332	130	primary	0.28	3.45
26	5	CRUK0415_SU_T1.R4	5	primary_SU_T1.R4	3	BCL9:1:147092213:G	244	126	primary	0.34	3.2
27	6	CRUK0415_SU_T1.R5	6	primary_SU_T1.R5	3	BCL9:1:147092213:G	270	119	primary	0.26	3.7
28	0	CRUK0415_SU_FLN2	0	LN_SU_FLN2	4	RB1CC1:8:53580636:T	469	388	metastasis	0.47	1.75
29	1	CRUK0415_SU_FLN4	1	LN_SU_FLN4	4	RB1CC1:8:53580636:T	1191	457	metastasis	0.37	2.0
30	2	CRUK0415_SU_T1.R1	2	primary_SU_T1.R1	4	RB1CC1:8:53580636:T	1048	834	primary	0.44	3.5
31	3	CRUK0415_SU_T1.R2	3	primary_SU_T1.R2	4	RB1CC1:8:53580636:T	929	131	primary	0.13	3.7
32	4	CRUK0415_SU_T1.R3	4	primary_SU_T1.R3	4	RB1CC1:8:53580636:T	778	924	primary	0.28	3.45
33	5	CRUK0415_SU_T1.R4	5	primary_SU_T1.R4	4	RB1CC1:8:53580636:T	693	917	primary	0.34	3.2
34	6	CRUK0415_SU_T1.R5	6	primary_SU_T1.R5	4	RB1CC1:8:53580636:T	941	882	primary	0.26	3.7
35	0	CRUK0415_SU_FLN2	0	LN_SU_FLN2	5	ULK1:12:132398402:G	34	24	metastasis	0.47	1.75
36	1	CRUK0415_SU_FLN4	1	LN_SU_FLN4	5	ULK1:12:132398402:G	53	35	metastasis	0.37	2.0
37	2	CRUK0415_SU_T1.R1	2	primary_SU_T1.R1	5	ULK1:12:132398402:G	39	51	primary	0.44	3.5
38	3	CRUK0415_SU_T1.R2	3	primary_SU_T1.R2	5	ULK1:12:132398402:G	71	9	primary	0.13	3.7
39	4	CRUK0415_SU_T1.R3	4	primary_SU_T1.R3	5	ULK1:12:132398402:G	52	45	primary	0.28	3.45
40	5	CRUK0415_SU_T1.R4	5	primary_SU_T1.R4	5	ULK1:12:132398402:G	41	30	primary	0.34	3.2
41	6	CRUK0415_SU_T1.R5	6	primary_SU_T1.R5	5	ULK1:12:132398402:G	40	31	primary	0.26	3.7
42	0	CRUK0415_SU_FLN2	0	LN_SU_FLN2	6	IVL:1:152882286:C	240	140	metastasis	0.47	1.75
43	1	CRUK0415_SU_FLN4	1	LN_SU_FLN4	6	IVL:1:152882286:C	561	199	metastasis	0.37	2.0
