	#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var	sample_type	purity	ploidy
0	0	CRUK0537_BR_T1.R1	0	metachronousMet_BR_T1.R1	0	NEMF:14:50295338:T	85	168	metastasis	0.36	3.05
1	1	CRUK0537_SU_T1.R1	1	primary_SU_T1.R1	0	NEMF:14:50295338:T	166	151	primary	0.3	3.2
2	2	CRUK0537_SU_T1.R2	2	primary_SU_T1.R2	0	NEMF:14:50295338:T	169	69	primary	0.16	3.0
3	0	CRUK0537_BR_T1.R1	0	metachronousMet_BR_T1.R1	1	C19orf10:19:4657912:A	173	191	metastasis	0.36	3.05
4	1	CRUK0537_SU_T1.R1	1	primary_SU_T1.R1	1	C19orf10:19:4657912:A	239	225	primary	0.3	3.2
5	2	CRUK0537_SU_T1.R2	2	primary_SU_T1.R2	1	C19orf10:19:4657912:A	238	102	primary	0.16	3.0
6	0	CRUK0537_BR_T1.R1	0	metachronousMet_BR_T1.R1	2	STK11:19:1220487:G	408	445	metastasis	0.36	3.05
7	1	CRUK0537_SU_T1.R1	1	primary_SU_T1.R1	2	STK11:19:1220487:G	354	343	primary	0.3	3.2
8	2	CRUK0537_SU_T1.R2	2	primary_SU_T1.R2	2	STK11:19:1220487:G	356	136	primary	0.16	3.0
9	0	CRUK0537_BR_T1.R1	0	metachronousMet_BR_T1.R1	3	SLIT3:5:168151338:G	25	27	metastasis	0.36	3.05
10	1	CRUK0537_SU_T1.R1	1	primary_SU_T1.R1	3	SLIT3:5:168151338:G	63	35	primary	0.3	3.2
11	2	CRUK0537_SU_T1.R2	2	primary_SU_T1.R2	3	SLIT3:5:168151338:G	59	12	primary	0.16	3.0
12	0	CRUK0537_BR_T1.R1	0	metachronousMet_BR_T1.R1	4	FAM131B:7:143053626:G	209	214	metastasis	0.36	3.05
13	1	CRUK0537_SU_T1.R1	1	primary_SU_T1.R1	4	FAM131B:7:143053626:G	219	206	primary	0.3	3.2
14	2	CRUK0537_SU_T1.R2	2	primary_SU_T1.R2	4	FAM131B:7:143053626:G	237	96	primary	0.16	3.0
15	0	CRUK0537_BR_T1.R1	0	metachronousMet_BR_T1.R1	5	PCDH1:5:141235895:G	90	78	metastasis	0.36	3.05
16	1	CRUK0537_SU_T1.R1	1	primary_SU_T1.R1	5	PCDH1:5:141235895:G	98	94	primary	0.3	3.2
17	2	CRUK0537_SU_T1.R2	2	primary_SU_T1.R2	5	PCDH1:5:141235895:G	114	38	primary	0.16	3.0
18	0	CRUK0537_BR_T1.R1	0	metachronousMet_BR_T1.R1	6	C5orf66:5:134669861:T	157	150	metastasis	0.36	3.05
19	1	CRUK0537_SU_T1.R1	1	primary_SU_T1.R1	6	C5orf66:5:134669861:T	280	180	primary	0.3	3.2
20	2	CRUK0537_SU_T1.R2	2	primary_SU_T1.R2	6	C5orf66:5:134669861:T	284	75	primary	0.16	3.0
21	0	CRUK0537_BR_T1.R1	0	metachronousMet_BR_T1.R1	7	GRM8:7:126746820:G	149	141	metastasis	0.36	3.05
22	1	CRUK0537_SU_T1.R1	1	primary_SU_T1.R1	7	GRM8:7:126746820:G	170	148	primary	0.3	3.2
23	2	CRUK0537_SU_T1.R2	2	primary_SU_T1.R2	7	GRM8:7:126746820:G	175	94	primary	0.16	3.0
24	0	CRUK0537_BR_T1.R1	0	metachronousMet_BR_T1.R1	8	SLC4A9:5:139743497:G	256	235	metastasis	0.36	3.05
25	1	CRUK0537_SU_T1.R1	1	primary_SU_T1.R1	8	SLC4A9:5:139743497:G	265	223	primary	0.3	3.2
26	2	CRUK0537_SU_T1.R2	2	primary_SU_T1.R2	8	SLC4A9:5:139743497:G	255	86	primary	0.16	3.0
27	0	CRUK0537_BR_T1.R1	0	metachronousMet_BR_T1.R1	9	EBF1:5:158135094:G	91	81	metastasis	0.36	3.05
28	1	CRUK0537_SU_T1.R1	1	primary_SU_T1.R1	9	EBF1:5:158135094:G	97	38	primary	0.3	3.2
29	2	CRUK0537_SU_T1.R2	2	primary_SU_T1.R2	9	EBF1:5:158135094:G	111	29	primary	0.16	3.0
30	0	CRUK0537_BR_T1.R1	0	metachronousMet_BR_T1.R1	10	FNIP1:5:131008634:C	94	83	metastasis	0.36	3.05
31	1	CRUK0537_SU_T1.R1	1	primary_SU_T1.R1	10	FNIP1:5:131008634:C	249	177	primary	0.3	3.2
32	2	CRUK0537_SU_T1.R2	2	primary_SU_T1.R2	10	FNIP1:5:131008634:C	260	80	primary	0.16	3.0
33	0	CRUK0537_BR_T1.R1	0	metachronousMet_BR_T1.R1	11	MBTPS2:23:21886597:A	523	445	metastasis	0.36	3.05
34	1	CRUK0537_SU_T1.R1	1	primary_SU_T1.R1	11	MBTPS2:23:21886597:A	801	339	primary	0.3	3.2
35	2	CRUK0537_SU_T1.R2	2	primary_SU_T1.R2	11	MBTPS2:23:21886597:A	715	193	primary	0.16	3.0
36	0	CRUK0537_BR_T1.R1	0	metachronousMet_BR_T1.R1	12	JAKMIP2:5:147020322:A	141	118	metastasis	0.36	3.05
37	1	CRUK0537_SU_T1.R1	1	primary_SU_T1.R1	12	JAKMIP2:5:147020322:A	201	94	primary	0.3	3.2
38	2	CRUK0537_SU_T1.R2	2	primary_SU_T1.R2	12	JAKMIP2:5:147020322:A	175	57	primary	0.16	3.0
39	0	CRUK0537_BR_T1.R1	0	metachronousMet_BR_T1.R1	13	MSL3:23:11790466:C	56	45	metastasis	0.36	3.05
40	1	CRUK0537_SU_T1.R1	1	primary_SU_T1.R1	13	MSL3:23:11790466:C	111	46	primary	0.3	3.2
41	2	CRUK0537_SU_T1.R2	2	primary_SU_T1.R2	13	MSL3:23:11790466:C	89	25	primary	0.16	3.0
42	0	CRUK0537_BR_T1.R1	0	metachronousMet_BR_T1.R1	14	DDX53:23:23018206:C	59	47	metastasis	0.36	3.05
43	1	CRUK0537_SU_T1.R1	1	primary_SU_T1.R1	14	DDX53:23:23018206:C	90	28	primary	0.3	3.2
44	2	CRUK0537_SU_T1.R2	2	primary_SU_T1.R2	14	DDX53:23:23018206:C	48	16	primary	0.16	3.0
45	0	CRUK0537_BR_T1.R1	0	metachronousMet_BR_T1.R1	15	FAM47A:23:34148038:C	410	315	metastasis	0.36	3.05
46	1	CRUK0537_SU_T1.R1	1	primary_SU_T1.R1	15	FAM47A:23:34148038:C	580	257	primary	0.3	3.2
47	2	CRUK0537_SU_T1.R2	2	primary_SU_T1.R2	15	FAM47A:23:34148038:C	456	117	primary	0.16	3.0
48	0	CRUK0537_BR_T1.R1	0	metachronousMet_BR_T1.R1	16	GPR112:23:135440050:A	115	88	metastasis	0.36	3.05
49	1	CRUK0537_SU_T1.R1	1	primary_SU_T1.R1	16	GPR112:23:135440050:A	215	100	primary	0.3	3.2
50	2	CRUK0537_SU_T1.R2	2	primary_SU_T1.R2	16	GPR112:23:135440050:A	178	32	primary	0.16	3.0
51	0	CRUK0537_BR_T1.R1	0	metachronousMet_BR_T1.R1	17	RUNX1T1:8:92982814:C	181	137	metastasis	0.36	3.05
52	1	CRUK0537_SU_T1.R1	1	primary_SU_T1.R1	17	RUNX1T1:8:92982814:C	183	86	primary	0.3	3.2
53	2	CRUK0537_SU_T1.R2	2	primary_SU_T1.R2	17	RUNX1T1:8:92982814:C	158	49	primary	0.16	3.0
54	0	CRUK0537_BR_T1.R1	0	metachronousMet_BR_T1.R1	18	CDHR2:5:175996030:G	481	361	metastasis	0.36	3.05
55	1	CRUK0537_SU_T1.R1	1	primary_SU_T1.R1	18	CDHR2:5:175996030:G	400	191	primary	0.3	3.2
56	2	CRUK0537_SU_T1.R2	2	primary_SU_T1.R2	18	CDHR2:5:175996030:G	411	121	primary	0.16	3.0
57	0	CRUK0537_BR_T1.R1	0	metachronousMet_BR_T1.R1	19	KEAP1:19:10602290:C	159	115	metastasis	0.36	3.05
