	#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var	sample_type	purity	ploidy
0	0	CRUK0702_SU_FLN2	0	LN_SU_FLN2	0	NPR2:9:35801680:C	316	80	metastasis	0.28	1.6
1	1	CRUK0702_SU_LN1	1	LN_SU_LN1	0	NPR2:9:35801680:C	229	286	metastasis	0.54	1.9
2	2	CRUK0702_SU_LN2	2	LN_SU_LN2	0	NPR2:9:35801680:C	513	27	metastasis		
3	3	CRUK0702_SU_T1.R1	3	primary_SU_T1.R1	0	NPR2:9:35801680:C	267	214	primary	0.47	1.7
4	4	CRUK0702_SU_T1.R2	4	primary_SU_T1.R2	0	NPR2:9:35801680:C	98	351	primary	0.78	1.85
5	5	CRUK0702_SU_T1.R3	5	primary_SU_T1.R3	0	NPR2:9:35801680:C	351	170	primary	0.39	1.6
6	6	CRUK0702_SU_T1.R4	6	primary_SU_T1.R4	0	NPR2:9:35801680:C	67	376	primary	0.81	2.0
7	0	CRUK0702_SU_FLN2	0	LN_SU_FLN2	1	RB1:13:48953785:C	98	17	metastasis	0.28	1.6
8	1	CRUK0702_SU_LN1	1	LN_SU_LN1	1	RB1:13:48953785:C	76	44	metastasis	0.54	1.9
9	2	CRUK0702_SU_LN2	2	LN_SU_LN2	1	RB1:13:48953785:C	151	4	metastasis		
10	3	CRUK0702_SU_T1.R1	3	primary_SU_T1.R1	1	RB1:13:48953785:C	99	49	primary	0.47	1.7
11	4	CRUK0702_SU_T1.R2	4	primary_SU_T1.R2	1	RB1:13:48953785:C	22	114	primary	0.78	1.85
12	5	CRUK0702_SU_T1.R3	5	primary_SU_T1.R3	1	RB1:13:48953785:C	93	19	primary	0.39	1.6
13	6	CRUK0702_SU_T1.R4	6	primary_SU_T1.R4	1	RB1:13:48953785:C	22	51	primary	0.81	2.0
14	0	CRUK0702_SU_FLN2	0	LN_SU_FLN2	2	KDM5C:23:53247109:C	133	22	metastasis	0.28	1.6
15	1	CRUK0702_SU_LN1	1	LN_SU_LN1	2	KDM5C:23:53247109:C	73	76	metastasis	0.54	1.9
16	2	CRUK0702_SU_LN2	2	LN_SU_LN2	2	KDM5C:23:53247109:C	150	9	metastasis		
17	3	CRUK0702_SU_T1.R1	3	primary_SU_T1.R1	2	KDM5C:23:53247109:C	86	62	primary	0.47	1.7
18	4	CRUK0702_SU_T1.R2	4	primary_SU_T1.R2	2	KDM5C:23:53247109:C	30	114	primary	0.78	1.85
