	#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var	sample_type	purity	ploidy
0	0	CRUK0625_SU_FLN1	0	LN_SU_FLN1	0	USP51:23:55514407:T	232	114	metastasis	0.22	2.7
1	1	CRUK0625_SU_T1.R1	1	primary_SU_T1.R1	0	USP51:23:55514407:T	175	168	primary	0.31	4.0
2	2	CRUK0625_SU_T1.R2	2	primary_SU_T1.R2	0	USP51:23:55514407:T	117	284	primary	0.53	3.75
3	3	CRUK0625_SU_T1.R3	3	primary_SU_T1.R3	0	USP51:23:55514407:T	62	340	primary	0.68	3.95
4	0	CRUK0625_SU_FLN1	0	LN_SU_FLN1	1	L1CAM:23:153138257:G	28	14	metastasis	0.22	2.7
5	1	CRUK0625_SU_T1.R1	1	primary_SU_T1.R1	1	L1CAM:23:153138257:G	50	59	primary	0.31	4.0
6	2	CRUK0625_SU_T1.R2	2	primary_SU_T1.R2	1	L1CAM:23:153138257:G	39	97	primary	0.53	3.75
7	3	CRUK0625_SU_T1.R3	3	primary_SU_T1.R3	1	L1CAM:23:153138257:G	20	105	primary	0.68	3.95
8	0	CRUK0625_SU_FLN1	0	LN_SU_FLN1	2	TSIX:23:73046794:C	158	74	metastasis	0.22	2.7
9	1	CRUK0625_SU_T1.R1	1	primary_SU_T1.R1	2	TSIX:23:73046794:C	125	108	primary	0.31	4.0
10	2	CRUK0625_SU_T1.R2	2	primary_SU_T1.R2	2	TSIX:23:73046794:C	87	214	primary	0.53	3.75
11	3	CRUK0625_SU_T1.R3	3	primary_SU_T1.R3	2	TSIX:23:73046794:C	49	248	primary	0.68	3.95
12	0	CRUK0625_SU_FLN1	0	LN_SU_FLN1	3	PGK2:6:49753998:G	429	222	metastasis	0.22	2.7
13	1	CRUK0625_SU_T1.R1	1	primary_SU_T1.R1	3	PGK2:6:49753998:G	362	367	primary	0.31	4.0
14	2	CRUK0625_SU_T1.R2	2	primary_SU_T1.R2	3	PGK2:6:49753998:G	277	697	primary	0.53	3.75
15	3	CRUK0625_SU_T1.R3	3	primary_SU_T1.R3	3	PGK2:6:49753998:G	158	744	primary	0.68	3.95
16	0	CRUK0625_SU_FLN1	0	LN_SU_FLN1	4	PTCHD4:6:47846561:G	234	117	metastasis	0.22	2.7
17	1	CRUK0625_SU_T1.R1	1	primary_SU_T1.R1	4	PTCHD4:6:47846561:G	264	265	primary	0.31	4.0
18	2	CRUK0625_SU_T1.R2	2	primary_SU_T1.R2	4	PTCHD4:6:47846561:G	188	499	primary	0.53	3.75
19	3	CRUK0625_SU_T1.R3	3	primary_SU_T1.R3	4	PTCHD4:6:47846561:G	104	489	primary	0.68	3.95
20	0	CRUK0625_SU_FLN1	0	LN_SU_FLN1	5	DST:6:56481793:C	527	327	metastasis	0.22	2.7
21	1	CRUK0625_SU_T1.R1	1	primary_SU_T1.R1	5	DST:6:56481793:C	465	488	primary	0.31	4.0
22	2	CRUK0625_SU_T1.R2	2	primary_SU_T1.R2	5	DST:6:56481793:C	312	930	primary	0.53	3.75
23	3	CRUK0625_SU_T1.R3	3	primary_SU_T1.R3	5	DST:6:56481793:C	210	975	primary	0.68	3.95
24	0	CRUK0625_SU_FLN1	0	LN_SU_FLN1	6	GPLD1:6:24473937:T	233	111	metastasis	0.22	2.7
25	1	CRUK0625_SU_T1.R1	1	primary_SU_T1.R1	6	GPLD1:6:24473937:T	142	123	primary	0.31	4.0
26	2	CRUK0625_SU_T1.R2	2	primary_SU_T1.R2	6	GPLD1:6:24473937:T	107	290	primary	0.53	3.75
27	3	CRUK0625_SU_T1.R3	3	primary_SU_T1.R3	6	GPLD1:6:24473937:T	73	338	primary	0.68	3.95
28	0	CRUK0625_SU_FLN1	0	LN_SU_FLN1	7	C6orf222:6:36297944:T	412	191	metastasis	0.22	2.7
29	1	CRUK0625_SU_T1.R1	1	primary_SU_T1.R1	7	C6orf222:6:36297944:T	298	293	primary	0.31	4.0
30	2	CRUK0625_SU_T1.R2	2	primary_SU_T1.R2	7	C6orf222:6:36297944:T	166	550	primary	0.53	3.75
31	3	CRUK0625_SU_T1.R3	3	primary_SU_T1.R3	7	C6orf222:6:36297944:T	117	531	primary	0.68	3.95
32	0	CRUK0625_SU_FLN1	0	LN_SU_FLN1	8	COQ3:6:99825386:C	146	75	metastasis	0.22	2.7
33	1	CRUK0625_SU_T1.R1	1	primary_SU_T1.R1	8	COQ3:6:99825386:C	223	189	primary	0.31	4.0
34	2	CRUK0625_SU_T1.R2	2	primary_SU_T1.R2	8	COQ3:6:99825386:C	161	429	primary	0.53	3.75
