	#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var	original_anatomical_site_label	sample_type	purity	ploidy
0	0	CRUK0036_BR_FLN1	0	metachronousMet_BR_FLN1	0	KRAS:12:25398284:C	274	191	metachronousMet_BR_FLN1	metastasis	0.31	2.7
1	1	CRUK0036_SU_T1.R1	1	primary_SU_T1	0	KRAS:12:25398284:C	257	122	primary_SU_T1.R1	primary	0.14	2.6
2	2	CRUK0036_SU_T1.R2	1	primary_SU_T1	0	KRAS:12:25398284:C	211	212	primary_SU_T1.R2	primary	0.34	2.95
3	3	CRUK0036_SU_T1.R3	1	primary_SU_T1	0	KRAS:12:25398284:C	149	177	primary_SU_T1.R3	primary	0.35	2.95
4	4	CRUK0036_SU_T1.R4	1	primary_SU_T1	0	KRAS:12:25398284:C	223	123	primary_SU_T1.R4	primary	0.16	3.05
5	0	CRUK0036_BR_FLN1	0	metachronousMet_BR_FLN1	1	PRTG:15:55929433:T	77	43	metachronousMet_BR_FLN1	metastasis	0.31	2.7
6	1	CRUK0036_SU_T1.R1	1	primary_SU_T1	1	PRTG:15:55929433:T	111	7	primary_SU_T1.R1	primary	0.14	2.6
7	2	CRUK0036_SU_T1.R2	1	primary_SU_T1	1	PRTG:15:55929433:T	71	44	primary_SU_T1.R2	primary	0.34	2.95
8	3	CRUK0036_SU_T1.R3	1	primary_SU_T1	1	PRTG:15:55929433:T	37	40	primary_SU_T1.R3	primary	0.35	2.95
9	4	CRUK0036_SU_T1.R4	1	primary_SU_T1	1	PRTG:15:55929433:T	113	19	primary_SU_T1.R4	primary	0.16	3.05
10	0	CRUK0036_BR_FLN1	0	metachronousMet_BR_FLN1	2	FCRL4:1:157551510:G	64	34	metachronousMet_BR_FLN1	metastasis	0.31	2.7
11	1	CRUK0036_SU_T1.R1	1	primary_SU_T1	2	FCRL4:1:157551510:G	70	25	primary_SU_T1.R1	primary	0.14	2.6
12	2	CRUK0036_SU_T1.R2	1	primary_SU_T1	2	FCRL4:1:157551510:G	55	54	primary_SU_T1.R2	primary	0.34	2.95
13	3	CRUK0036_SU_T1.R3	1	primary_SU_T1	2	FCRL4:1:157551510:G	44	34	primary_SU_T1.R3	primary	0.35	2.95
14	4	CRUK0036_SU_T1.R4	1	primary_SU_T1	2	FCRL4:1:157551510:G	59	28	primary_SU_T1.R4	primary	0.16	3.05
15	0	CRUK0036_BR_FLN1	0	metachronousMet_BR_FLN1	3	CHKB-CPT1B:22:51017995:C	162	70	metachronousMet_BR_FLN1	metastasis	0.31	2.7
16	1	CRUK0036_SU_T1.R1	1	primary_SU_T1	3	CHKB-CPT1B:22:51017995:C	121	21	primary_SU_T1.R1	primary	0.14	2.6
17	2	CRUK0036_SU_T1.R2	1	primary_SU_T1	3	CHKB-CPT1B:22:51017995:C	89	42	primary_SU_T1.R2	primary	0.34	2.95
18	3	CRUK0036_SU_T1.R3	1	primary_SU_T1	3	CHKB-CPT1B:22:51017995:C	49	40	primary_SU_T1.R3	primary	0.35	2.95
19	4	CRUK0036_SU_T1.R4	1	primary_SU_T1	3	CHKB-CPT1B:22:51017995:C	101	17	primary_SU_T1.R4	primary	0.16	3.05
20	0	CRUK0036_BR_FLN1	0	metachronousMet_BR_FLN1	4	ADAM7:8:24357648:T	150	65	metachronousMet_BR_FLN1	metastasis	0.31	2.7
21	1	CRUK0036_SU_T1.R1	1	primary_SU_T1	4	ADAM7:8:24357648:T	276	40	primary_SU_T1.R1	primary	0.14	2.6
22	2	CRUK0036_SU_T1.R2	1	primary_SU_T1	4	ADAM7:8:24357648:T	179	138	primary_SU_T1.R2	primary	0.34	2.95
23	3	CRUK0036_SU_T1.R3	1	primary_SU_T1	4	ADAM7:8:24357648:T	119	79	primary_SU_T1.R3	primary	0.35	2.95
24	4	CRUK0036_SU_T1.R4	1	primary_SU_T1	4	ADAM7:8:24357648:T	225	47	primary_SU_T1.R4	primary	0.16	3.05
25	0	CRUK0036_BR_FLN1	0	metachronousMet_BR_FLN1	5	PUM2:2:20494177:C	136	51	metachronousMet_BR_FLN1	metastasis	0.31	2.7
26	1	CRUK0036_SU_T1.R1	1	primary_SU_T1	5	PUM2:2:20494177:C	130	23	primary_SU_T1.R1	primary	0.14	2.6
27	2	CRUK0036_SU_T1.R2	1	primary_SU_T1	5	PUM2:2:20494177:C	127	91	primary_SU_T1.R2	primary	0.34	2.95
28	3	CRUK0036_SU_T1.R3	1	primary_SU_T1	5	PUM2:2:20494177:C	71	23	primary_SU_T1.R3	primary	0.35	2.95
29	4	CRUK0036_SU_T1.R4	1	primary_SU_T1	5	PUM2:2:20494177:C	117	29	primary_SU_T1.R4	primary	0.16	3.05
30	0	CRUK0036_BR_FLN1	0	metachronousMet_BR_FLN1	6	STAP2:19:4327063:C	314	211	metachronousMet_BR_FLN1	metastasis	0.31	2.7
31	1	CRUK0036_SU_T1.R1	1	primary_SU_T1	6	STAP2:19:4327063:C	338	66	primary_SU_T1.R1	primary	0.14	2.6
32	2	CRUK0036_SU_T1.R2	1	primary_SU_T1	6	STAP2:19:4327063:C	271	163	primary_SU_T1.R2	primary	0.34	2.95
33	3	CRUK0036_SU_T1.R3	1	primary_SU_T1	6	STAP2:19:4327063:C	201	114	primary_SU_T1.R3	primary	0.35	2.95
34	4	CRUK0036_SU_T1.R4	1	primary_SU_T1	6	STAP2:19:4327063:C	293	78	primary_SU_T1.R4	primary	0.16	3.05
35	0	CRUK0036_BR_FLN1	0	metachronousMet_BR_FLN1	7	L3HYPDH:14:59939612:T	95	28	metachronousMet_BR_FLN1	metastasis	0.31	2.7
36	1	CRUK0036_SU_T1.R1	1	primary_SU_T1	7	L3HYPDH:14:59939612:T	60	15	primary_SU_T1.R1	primary	0.14	2.6
37	2	CRUK0036_SU_T1.R2	1	primary_SU_T1	7	L3HYPDH:14:59939612:T	45	24	primary_SU_T1.R2	primary	0.34	2.95
38	3	CRUK0036_SU_T1.R3	1	primary_SU_T1	7	L3HYPDH:14:59939612:T	37	24	primary_SU_T1.R3	primary	0.35	2.95
39	4	CRUK0036_SU_T1.R4	1	primary_SU_T1	7	L3HYPDH:14:59939612:T	55	16	primary_SU_T1.R4	primary	0.16	3.05
40	0	CRUK0036_BR_FLN1	0	metachronousMet_BR_FLN1	8	SLC10A7:4:147178072:C	288	177	metachronousMet_BR_FLN1	metastasis	0.31	2.7
41	1	CRUK0036_SU_T1.R1	1	primary_SU_T1	8	SLC10A7:4:147178072:C	335	43	primary_SU_T1.R1	primary	0.14	2.6
42	2	CRUK0036_SU_T1.R2	1	primary_SU_T1	8	SLC10A7:4:147178072:C	193	121	primary_SU_T1.R2	primary	0.34	2.95
