	#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var	original_anatomical_site_label	sample_type	purity	ploidy
0	0	CRUK0178_SU_FLN1	0	LN_SU_FLN1	0	ARHGAP6:23:11682973:C	29	37	LN_SU_FLN1	metastasis	0.46	2.65
1	1	CRUK0178_SU_T1.R1	1	primary_SU_T1	0	ARHGAP6:23:11682973:C	22	77	primary_SU_T1.R1	primary	0.6	3.05
2	2	CRUK0178_SU_T1.R2	1	primary_SU_T1	0	ARHGAP6:23:11682973:C	18	94	primary_SU_T1.R2	primary	0.68	2.75
3	3	CRUK0178_SU_T1.R3	1	primary_SU_T1	0	ARHGAP6:23:11682973:C	12	54	primary_SU_T1.R3	primary	0.45	2.9
4	4	CRUK0178_SU_T1.R4	1	primary_SU_T1	0	ARHGAP6:23:11682973:C	3	43	primary_SU_T1.R4	primary	0.76	2.65
5	0	CRUK0178_SU_FLN1	0	LN_SU_FLN1	1	MYO1G:7:45002496:T	166	139	LN_SU_FLN1	metastasis	0.46	2.65
6	1	CRUK0178_SU_T1.R1	1	primary_SU_T1	1	MYO1G:7:45002496:T	136	167	primary_SU_T1.R1	primary	0.6	3.05
7	2	CRUK0178_SU_T1.R2	1	primary_SU_T1	1	MYO1G:7:45002496:T	96	173	primary_SU_T1.R2	primary	0.68	2.75
8	3	CRUK0178_SU_T1.R3	1	primary_SU_T1	1	MYO1G:7:45002496:T	106	120	primary_SU_T1.R3	primary	0.45	2.9
9	4	CRUK0178_SU_T1.R4	1	primary_SU_T1	1	MYO1G:7:45002496:T	12	109	primary_SU_T1.R4	primary	0.76	2.65
10	0	CRUK0178_SU_FLN1	0	LN_SU_FLN1	2	HDX:23:83599482:T	46	65	LN_SU_FLN1	metastasis	0.46	2.65
11	1	CRUK0178_SU_T1.R1	1	primary_SU_T1	2	HDX:23:83599482:T	38	137	primary_SU_T1.R1	primary	0.6	3.05
12	2	CRUK0178_SU_T1.R2	1	primary_SU_T1	2	HDX:23:83599482:T	13	106	primary_SU_T1.R2	primary	0.68	2.75
13	3	CRUK0178_SU_T1.R3	1	primary_SU_T1	2	HDX:23:83599482:T	50	62	primary_SU_T1.R3	primary	0.45	2.9
14	4	CRUK0178_SU_T1.R4	1	primary_SU_T1	2	HDX:23:83599482:T	10	79	primary_SU_T1.R4	primary	0.76	2.65
15	0	CRUK0178_SU_FLN1	0	LN_SU_FLN1	3	CNKSR2:23:21609167:G	157	242	LN_SU_FLN1	metastasis	0.46	2.65
16	1	CRUK0178_SU_T1.R1	1	primary_SU_T1	3	CNKSR2:23:21609167:G	106	327	primary_SU_T1.R1	primary	0.6	3.05
17	2	CRUK0178_SU_T1.R2	1	primary_SU_T1	3	CNKSR2:23:21609167:G	114	438	primary_SU_T1.R2	primary	0.68	2.75
18	3	CRUK0178_SU_T1.R3	1	primary_SU_T1	3	CNKSR2:23:21609167:G	156	207	primary_SU_T1.R3	primary	0.45	2.9
19	4	CRUK0178_SU_T1.R4	1	primary_SU_T1	3	CNKSR2:23:21609167:G	36	269	primary_SU_T1.R4	primary	0.76	2.65
20	0	CRUK0178_SU_FLN1	0	LN_SU_FLN1	4	SPOCK1:5:136834043:G	187	103	LN_SU_FLN1	metastasis	0.46	2.65
