	#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var	original_anatomical_site_label	sample_type	purity	ploidy
0	0	CRUK0572_SU_FLN1	0	LN_SU_FLN1	0	DNAH10:12:124408732:G	62	8	LN_SU_FLN1	metastasis	0.06	3.3
1	1	CRUK0572_SU_FLN2	1	LN_SU_FLN2	0	DNAH10:12:124408732:G	63	37	LN_SU_FLN2	metastasis	0.3	2.2
2	2	CRUK0572_SU_T1.R3	2	primary_SU_T1	0	DNAH10:12:124408732:G	101	14	primary_SU_T1.R3	primary	0.12	3.2
3	3	CRUK0572_SU_T1.R4	2	primary_SU_T1	0	DNAH10:12:124408732:G	185	20	primary_SU_T1.R4	primary	0.06	3.3
4	0	CRUK0572_SU_FLN1	0	LN_SU_FLN1	1	GPATCH1:19:33602661:G	73	10	LN_SU_FLN1	metastasis	0.06	3.3
5	1	CRUK0572_SU_FLN2	1	LN_SU_FLN2	1	GPATCH1:19:33602661:G	50	25	LN_SU_FLN2	metastasis	0.3	2.2
6	2	CRUK0572_SU_T1.R3	2	primary_SU_T1	1	GPATCH1:19:33602661:G	61	15	primary_SU_T1.R3	primary	0.12	3.2
7	3	CRUK0572_SU_T1.R4	2	primary_SU_T1	1	GPATCH1:19:33602661:G	98	12	primary_SU_T1.R4	primary	0.06	3.3
8	0	CRUK0572_SU_FLN1	0	LN_SU_FLN1	2	RALGAPA2:20:20505543:C	753	121	LN_SU_FLN1	metastasis	0.06	3.3
9	1	CRUK0572_SU_FLN2	1	LN_SU_FLN2	2	RALGAPA2:20:20505543:C	709	295	LN_SU_FLN2	metastasis	0.3	2.2
10	2	CRUK0572_SU_T1.R3	2	primary_SU_T1	2	RALGAPA2:20:20505543:C	584	35	primary_SU_T1.R3	primary	0.12	3.2
11	3	CRUK0572_SU_T1.R4	2	primary_SU_T1	2	RALGAPA2:20:20505543:C	795	39	primary_SU_T1.R4	primary	0.06	3.3
12	0	CRUK0572_SU_FLN1	0	LN_SU_FLN1	3	PPFIBP1:12:27817257:A	73	12	LN_SU_FLN1	metastasis	0.06	3.3
13	1	CRUK0572_SU_FLN2	1	LN_SU_FLN2	3	PPFIBP1:12:27817257:A	104	39	LN_SU_FLN2	metastasis	0.3	2.2
14	2	CRUK0572_SU_T1.R3	2	primary_SU_T1	3	PPFIBP1:12:27817257:A	112	28	primary_SU_T1.R3	primary	0.12	3.2
15	3	CRUK0572_SU_T1.R4	2	primary_SU_T1	3	PPFIBP1:12:27817257:A	179	15	primary_SU_T1.R4	primary	0.06	3.3
16	0	CRUK0572_SU_FLN1	0	LN_SU_FLN1	4	NLRP8:19:56473537:G	177	45	LN_SU_FLN1	metastasis	0.06	3.3
17	1	CRUK0572_SU_FLN2	1	LN_SU_FLN2	4	NLRP8:19:56473537:G	156	55	LN_SU_FLN2	metastasis	0.3	2.2
18	2	CRUK0572_SU_T1.R3	2	primary_SU_T1	4	NLRP8:19:56473537:G	174	28	primary_SU_T1.R3	primary	0.12	3.2
19	3	CRUK0572_SU_T1.R4	2	primary_SU_T1	4	NLRP8:19:56473537:G	271	16	primary_SU_T1.R4	primary	0.06	3.3
20	0	CRUK0572_SU_FLN1	0	LN_SU_FLN1	5	SLC4A3:2:220505714:G	123	22	LN_SU_FLN1	metastasis	0.06	3.3
21	1	CRUK0572_SU_FLN2	1	LN_SU_FLN2	5	SLC4A3:2:220505714:G	108	38	LN_SU_FLN2	metastasis	0.3	2.2
22	2	CRUK0572_SU_T1.R3	2	primary_SU_T1	5	SLC4A3:2:220505714:G	195	7	primary_SU_T1.R3	primary	0.12	3.2
23	3	CRUK0572_SU_T1.R4	2	primary_SU_T1	5	SLC4A3:2:220505714:G	240	10	primary_SU_T1.R4	primary	0.06	3.3
24	0	CRUK0572_SU_FLN1	0	LN_SU_FLN1	6	MUC6:11:1031624:G	40	9	LN_SU_FLN1	metastasis	0.06	3.3
25	1	CRUK0572_SU_FLN2	1	LN_SU_FLN2	6	MUC6:11:1031624:G	32	11	LN_SU_FLN2	metastasis	0.3	2.2
26	2	CRUK0572_SU_T1.R3	2	primary_SU_T1	6	MUC6:11:1031624:G	73	8	primary_SU_T1.R3	primary	0.12	3.2
27	3	CRUK0572_SU_T1.R4	2	primary_SU_T1	6	MUC6:11:1031624:G	110	3	primary_SU_T1.R4	primary	0.06	3.3
28	0	CRUK0572_SU_FLN1	0	LN_SU_FLN1	7	CLEC6A:12:8628928:A	62	18	LN_SU_FLN1	metastasis	0.06	3.3
29	1	CRUK0572_SU_FLN2	1	LN_SU_FLN2	7	CLEC6A:12:8628928:A	94	32	LN_SU_FLN2	metastasis	0.3	2.2
30	2	CRUK0572_SU_T1.R3	2	primary_SU_T1	7	CLEC6A:12:8628928:A	79	20	primary_SU_T1.R3	primary	0.12	3.2
31	3	CRUK0572_SU_T1.R4	2	primary_SU_T1	7	CLEC6A:12:8628928:A	133	13	primary_SU_T1.R4	primary	0.06	3.3
32	0	CRUK0572_SU_FLN1	0	LN_SU_FLN1	8	PZP:12:9318705:G	558	94	LN_SU_FLN1	metastasis	0.06	3.3
33	1	CRUK0572_SU_FLN2	1	LN_SU_FLN2	8	PZP:12:9318705:G	524	175	LN_SU_FLN2	metastasis	0.3	2.2
34	2	CRUK0572_SU_T1.R3	2	primary_SU_T1	8	PZP:12:9318705:G	423	79	primary_SU_T1.R3	primary	0.12	3.2
35	3	CRUK0572_SU_T1.R4	2	primary_SU_T1	8	PZP:12:9318705:G	669	48	primary_SU_T1.R4	primary	0.06	3.3
36	0	CRUK0572_SU_FLN1	0	LN_SU_FLN1	9	DYNC2H1:11:103187209:G	95	8	LN_SU_FLN1	metastasis	0.06	3.3
37	1	CRUK0572_SU_FLN2	1	LN_SU_FLN2	9	DYNC2H1:11:103187209:G	61	20	LN_SU_FLN2	metastasis	0.3	2.2
38	2	CRUK0572_SU_T1.R3	2	primary_SU_T1	9	DYNC2H1:11:103187209:G	62	1	primary_SU_T1.R3	primary	0.12	3.2
39	3	CRUK0572_SU_T1.R4	2	primary_SU_T1	9	DYNC2H1:11:103187209:G	110	4	primary_SU_T1.R4	primary	0.06	3.3
40	0	CRUK0572_SU_FLN1	0	LN_SU_FLN1	10	EMX1:2:73143883:C	186	24	LN_SU_FLN1	metastasis	0.06	3.3
41	1	CRUK0572_SU_FLN2	1	LN_SU_FLN2	10	EMX1:2:73143883:C	184	58	LN_SU_FLN2	metastasis	0.3	2.2
42	2	CRUK0572_SU_T1.R3	2	primary_SU_T1	10	EMX1:2:73143883:C	223	46	primary_SU_T1.R3	primary	0.12	3.2
