	#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var	original_anatomical_site_label	sample_type	purity	ploidy
0	0	CRUK0514_BR_T1.R1	0	metachronousMet_BR_T1	0	APOB:2:21362378:C	195	18	metachronousMet_BR_T1.R1	metastasis	0.19	2.4
1	1	CRUK0514_SU_T1.R1	1	primary_SU_T1	0	APOB:2:21362378:C	85	266	primary_SU_T1.R1	primary	0.45	3.5
2	2	CRUK0514_SU_T1.R2	1	primary_SU_T1	0	APOB:2:21362378:C	277	30	primary_SU_T1.R2	primary	0.1	3.6
3	0	CRUK0514_BR_T1.R1	0	metachronousMet_BR_T1	1	BCL11A:2:60679860:C	201	20	metachronousMet_BR_T1.R1	metastasis	0.19	2.4
4	1	CRUK0514_SU_T1.R1	1	primary_SU_T1	1	BCL11A:2:60679860:C	121	329	primary_SU_T1.R1	primary	0.45	3.5
5	2	CRUK0514_SU_T1.R2	1	primary_SU_T1	1	BCL11A:2:60679860:C	215	12	primary_SU_T1.R2	primary	0.1	3.6
6	0	CRUK0514_BR_T1.R1	0	metachronousMet_BR_T1	2	MIR196A2:12:54385451:G	45	5	metachronousMet_BR_T1.R1	metastasis	0.19	2.4
7	1	CRUK0514_SU_T1.R1	1	primary_SU_T1	2	MIR196A2:12:54385451:G	12	32	primary_SU_T1.R1	primary	0.45	3.5
8	2	CRUK0514_SU_T1.R2	1	primary_SU_T1	2	MIR196A2:12:54385451:G	34	6	primary_SU_T1.R2	primary	0.1	3.6
9	0	CRUK0514_BR_T1.R1	0	metachronousMet_BR_T1	3	PGC:6:41712156:A	88	11	metachronousMet_BR_T1.R1	metastasis	0.19	2.4
10	1	CRUK0514_SU_T1.R1	1	primary_SU_T1	3	PGC:6:41712156:A	23	58	primary_SU_T1.R1	primary	0.45	3.5
11	2	CRUK0514_SU_T1.R2	1	primary_SU_T1	3	PGC:6:41712156:A	43	6	primary_SU_T1.R2	primary	0.1	3.6
12	0	CRUK0514_BR_T1.R1	0	metachronousMet_BR_T1	4	MIR5192:2:62433022:A	264	42	metachronousMet_BR_T1.R1	metastasis	0.19	2.4
13	1	CRUK0514_SU_T1.R1	1	primary_SU_T1	4	MIR5192:2:62433022:A	127	320	primary_SU_T1.R1	primary	0.45	3.5
14	2	CRUK0514_SU_T1.R2	1	primary_SU_T1	4	MIR5192:2:62433022:A	173	13	primary_SU_T1.R2	primary	0.1	3.6
15	0	CRUK0514_BR_T1.R1	0	metachronousMet_BR_T1	5	KHSRP:19:6415024:C	82	16	metachronousMet_BR_T1.R1	metastasis	0.19	2.4
16	1	CRUK0514_SU_T1.R1	1	primary_SU_T1	5	KHSRP:19:6415024:C	37	92	primary_SU_T1.R1	primary	0.45	3.5
17	2	CRUK0514_SU_T1.R2	1	primary_SU_T1	5	KHSRP:19:6415024:C	72	20	primary_SU_T1.R2	primary	0.1	3.6
18	0	CRUK0514_BR_T1.R1	0	metachronousMet_BR_T1	6	DLGAP3:1:35371025:C	75	8	metachronousMet_BR_T1.R1	metastasis	0.19	2.4
19	1	CRUK0514_SU_T1.R1	1	primary_SU_T1	6	DLGAP3:1:35371025:C	13	32	primary_SU_T1.R1	primary	0.45	3.5
20	2	CRUK0514_SU_T1.R2	1	primary_SU_T1	6	DLGAP3:1:35371025:C	44	3	primary_SU_T1.R2	primary	0.1	3.6
21	0	CRUK0514_BR_T1.R1	0	metachronousMet_BR_T1	7	CCDC39:3:180332871:A	102	41	metachronousMet_BR_T1.R1	metastasis	0.19	2.4
22	1	CRUK0514_SU_T1.R1	1	primary_SU_T1	7	CCDC39:3:180332871:A	108	263	primary_SU_T1.R1	primary	0.45	3.5
23	2	CRUK0514_SU_T1.R2	1	primary_SU_T1	7	CCDC39:3:180332871:A	155	68	primary_SU_T1.R2	primary	0.1	3.6
24	0	CRUK0514_BR_T1.R1	0	metachronousMet_BR_T1	8	SCO1:17:10600630:C	158	26	metachronousMet_BR_T1.R1	metastasis	0.19	2.4
