	#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var	original_anatomical_site_label	sample_type	purity	ploidy
0	0	CRUK0311_SU_FLN1	0	LN_SU_FLN1	0	GPR179:17:36487432:G	39	92	LN_SU_FLN1	metastasis	0.36	2.3
1	1	CRUK0311_SU_FLN2	1	LN_SU_FLN2	0	GPR179:17:36487432:G	39	147	LN_SU_FLN2	metastasis	0.52	2.55
2	2	CRUK0311_SU_LN1	2	LN_SU_LN1	0	GPR179:17:36487432:G	165	345	LN_SU_LN1	metastasis	0.28	2.95
3	3	CRUK0311_SU_LN2	3	LN_SU_LN2	0	GPR179:17:36487432:G	123	326	LN_SU_LN2	metastasis	0.33	2.75
4	4	CRUK0311_SU_T1.R1	4	primary_SU_T1	0	GPR179:17:36487432:G	161	507	primary_SU_T1.R1	primary	0.39	2.7
5	5	CRUK0311_SU_T1.R2	4	primary_SU_T1	0	GPR179:17:36487432:G	143	1163	primary_SU_T1.R2	primary	0.59	2.9
6	6	CRUK0311_SU_T1.R3	4	primary_SU_T1	0	GPR179:17:36487432:G	130	513	primary_SU_T1.R3	primary	0.7	2.65
7	7	CRUK0311_SU_T1.R4	4	primary_SU_T1	0	GPR179:17:36487432:G	101	635	primary_SU_T1.R4	primary	0.46	2.9
8	0	CRUK0311_SU_FLN1	0	LN_SU_FLN1	1	PAX5:9:36966609:G	224	185	LN_SU_FLN1	metastasis	0.36	2.3
9	1	CRUK0311_SU_FLN2	1	LN_SU_FLN2	1	PAX5:9:36966609:G	175	294	LN_SU_FLN2	metastasis	0.52	2.55
10	2	CRUK0311_SU_LN1	2	LN_SU_LN1	1	PAX5:9:36966609:G	357	394	LN_SU_LN1	metastasis	0.28	2.95
11	3	CRUK0311_SU_LN2	3	LN_SU_LN2	1	PAX5:9:36966609:G	333	319	LN_SU_LN2	metastasis	0.33	2.75
12	4	CRUK0311_SU_T1.R1	4	primary_SU_T1	1	PAX5:9:36966609:G	364	651	primary_SU_T1.R1	primary	0.39	2.7
13	5	CRUK0311_SU_T1.R2	4	primary_SU_T1	1	PAX5:9:36966609:G	189	700	primary_SU_T1.R2	primary	0.59	2.9
14	6	CRUK0311_SU_T1.R3	4	primary_SU_T1	1	PAX5:9:36966609:G	103	709	primary_SU_T1.R3	primary	0.7	2.65
15	7	CRUK0311_SU_T1.R4	4	primary_SU_T1	1	PAX5:9:36966609:G	180	452	primary_SU_T1.R4	primary	0.46	2.9
16	0	CRUK0311_SU_FLN1	0	LN_SU_FLN1	2	SEC23A:14:39545296:C	172	290	LN_SU_FLN1	metastasis	0.36	2.3
17	1	CRUK0311_SU_FLN2	1	LN_SU_FLN2	2	SEC23A:14:39545296:C	201	442	LN_SU_FLN2	metastasis	0.52	2.55
18	2	CRUK0311_SU_LN1	2	LN_SU_LN1	2	SEC23A:14:39545296:C	266	428	LN_SU_LN1	metastasis	0.28	2.95
19	3	CRUK0311_SU_LN2	3	LN_SU_LN2	2	SEC23A:14:39545296:C	237	338	LN_SU_LN2	metastasis	0.33	2.75
20	4	CRUK0311_SU_T1.R1	4	primary_SU_T1	2	SEC23A:14:39545296:C	282	686	primary_SU_T1.R1	primary	0.39	2.7
21	5	CRUK0311_SU_T1.R2	4	primary_SU_T1	2	SEC23A:14:39545296:C	248	1433	primary_SU_T1.R2	primary	0.59	2.9
22	6	CRUK0311_SU_T1.R3	4	primary_SU_T1	2	SEC23A:14:39545296:C	145	744	primary_SU_T1.R3	primary	0.7	2.65
23	7	CRUK0311_SU_T1.R4	4	primary_SU_T1	2	SEC23A:14:39545296:C	144	751	primary_SU_T1.R4	primary	0.46	2.9
24	0	CRUK0311_SU_FLN1	0	LN_SU_FLN1	3	PAIP1:5:43537140:T	64	77	LN_SU_FLN1	metastasis	0.36	2.3
25	1	CRUK0311_SU_FLN2	1	LN_SU_FLN2	3	PAIP1:5:43537140:T	57	117	LN_SU_FLN2	metastasis	0.52	2.55
26	2	CRUK0311_SU_LN1	2	LN_SU_LN1	3	PAIP1:5:43537140:T	117	97	LN_SU_LN1	metastasis	0.28	2.95
