	#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var	original_anatomical_site_label	sample_type	purity	ploidy
0	0	CRUK0100_SU_FLN1	0	LN_SU_FLN1	0	KIF26A:14:104647017:G	61	245	LN_SU_FLN1	metastasis	0.58	2.55
1	1	CRUK0100_SU_T1.R1	1	primary_SU_T1	0	KIF26A:14:104647017:G	30	108	primary_SU_T1.R1	primary	0.69	2.95
2	2	CRUK0100_SU_T1.R2	1	primary_SU_T1	0	KIF26A:14:104647017:G	25	184	primary_SU_T1.R2	primary	0.77	2.4
3	3	CRUK0100_SU_T1.R3	1	primary_SU_T1	0	KIF26A:14:104647017:G	12	233	primary_SU_T1.R3	primary	0.84	2.5
4	0	CRUK0100_SU_FLN1	0	LN_SU_FLN1	1	DIO3OS:14:102024294:C	128	390	LN_SU_FLN1	metastasis	0.58	2.55
5	1	CRUK0100_SU_T1.R1	1	primary_SU_T1	1	DIO3OS:14:102024294:C	99	313	primary_SU_T1.R1	primary	0.69	2.95
6	2	CRUK0100_SU_T1.R2	1	primary_SU_T1	1	DIO3OS:14:102024294:C	91	668	primary_SU_T1.R2	primary	0.77	2.4
7	3	CRUK0100_SU_T1.R3	1	primary_SU_T1	1	DIO3OS:14:102024294:C	37	618	primary_SU_T1.R3	primary	0.84	2.5
8	0	CRUK0100_SU_FLN1	0	LN_SU_FLN1	2	BRSK2:11:1466488:G	28	50	LN_SU_FLN1	metastasis	0.58	2.55
9	1	CRUK0100_SU_T1.R1	1	primary_SU_T1	2	BRSK2:11:1466488:G	27	96	primary_SU_T1.R1	primary	0.69	2.95
10	2	CRUK0100_SU_T1.R2	1	primary_SU_T1	2	BRSK2:11:1466488:G	38	138	primary_SU_T1.R2	primary	0.77	2.4
11	3	CRUK0100_SU_T1.R3	1	primary_SU_T1	2	BRSK2:11:1466488:G	7	110	primary_SU_T1.R3	primary	0.84	2.5
12	0	CRUK0100_SU_FLN1	0	LN_SU_FLN1	3	LTF:3:46477863:C	28	44	LN_SU_FLN1	metastasis	0.58	2.55
13	1	CRUK0100_SU_T1.R1	1	primary_SU_T1	3	LTF:3:46477863:C	13	56	primary_SU_T1.R1	primary	0.69	2.95
14	2	CRUK0100_SU_T1.R2	1	primary_SU_T1	3	LTF:3:46477863:C	21	70	primary_SU_T1.R2	primary	0.77	2.4
15	3	CRUK0100_SU_T1.R3	1	primary_SU_T1	3	LTF:3:46477863:C	4	62	primary_SU_T1.R3	primary	0.84	2.5
16	0	CRUK0100_SU_FLN1	0	LN_SU_FLN1	4	TCL1A:14:96180348:C	254	951	LN_SU_FLN1	metastasis	0.58	2.55
17	1	CRUK0100_SU_T1.R1	1	primary_SU_T1	4	TCL1A:14:96180348:C	136	556	primary_SU_T1.R1	primary	0.69	2.95
18	2	CRUK0100_SU_T1.R2	1	primary_SU_T1	4	TCL1A:14:96180348:C	161	1090	primary_SU_T1.R2	primary	0.77	2.4
19	3	CRUK0100_SU_T1.R3	1	primary_SU_T1	4	TCL1A:14:96180348:C	70	1017	primary_SU_T1.R3	primary	0.84	2.5
20	0	CRUK0100_SU_FLN1	0	LN_SU_FLN1	5	IGSF21:1:18704982:G	29	37	LN_SU_FLN1	metastasis	0.58	2.55
21	1	CRUK0100_SU_T1.R1	1	primary_SU_T1	5	IGSF21:1:18704982:G	18	90	primary_SU_T1.R1	primary	0.69	2.95
22	2	CRUK0100_SU_T1.R2	1	primary_SU_T1	5	IGSF21:1:18704982:G	20	97	primary_SU_T1.R2	primary	0.77	2.4
23	3	CRUK0100_SU_T1.R3	1	primary_SU_T1	5	IGSF21:1:18704982:G	6	77	primary_SU_T1.R3	primary	0.84	2.5
24	0	CRUK0100_SU_FLN1	0	LN_SU_FLN1	6	ZNF101:19:19779653:G	107	149	LN_SU_FLN1	metastasis	0.58	2.55
25	1	CRUK0100_SU_T1.R1	1	primary_SU_T1	6	ZNF101:19:19779653:G	116	147	primary_SU_T1.R1	primary	0.69	2.95
26	2	CRUK0100_SU_T1.R2	1	primary_SU_T1	6	ZNF101:19:19779653:G	74	197	primary_SU_T1.R2	primary	0.77	2.4
27	3	CRUK0100_SU_T1.R3	1	primary_SU_T1	6	ZNF101:19:19779653:G	19	200	primary_SU_T1.R3	primary	0.84	2.5
28	0	CRUK0100_SU_FLN1	0	LN_SU_FLN1	7	KY:3:134323292:A	25	39	LN_SU_FLN1	metastasis	0.58	2.55
29	1	CRUK0100_SU_T1.R1	1	primary_SU_T1	7	KY:3:134323292:A	23	105	primary_SU_T1.R1	primary	0.69	2.95
30	2	CRUK0100_SU_T1.R2	1	primary_SU_T1	7	KY:3:134323292:A	28	107	primary_SU_T1.R2	primary	0.77	2.4
31	3	CRUK0100_SU_T1.R3	1	primary_SU_T1	7	KY:3:134323292:A	12	117	primary_SU_T1.R3	primary	0.84	2.5
32	0	CRUK0100_SU_FLN1	0	LN_SU_FLN1	8	KIF26A:14:104640388:G	24	94	LN_SU_FLN1	metastasis	0.58	2.55
33	1	CRUK0100_SU_T1.R1	1	primary_SU_T1	8	KIF26A:14:104640388:G	42	115	primary_SU_T1.R1	primary	0.69	2.95
34	2	CRUK0100_SU_T1.R2	1	primary_SU_T1	8	KIF26A:14:104640388:G	35	236	primary_SU_T1.R2	primary	0.77	2.4
35	3	CRUK0100_SU_T1.R3	1	primary_SU_T1	8	KIF26A:14:104640388:G	28	270	primary_SU_T1.R3	primary	0.84	2.5
36	0	CRUK0100_SU_FLN1	0	LN_SU_FLN1	9	CDCP1:3:45187630:C	27	63	LN_SU_FLN1	metastasis	0.58	2.55
37	1	CRUK0100_SU_T1.R1	1	primary_SU_T1	9	CDCP1:3:45187630:C	30	83	primary_SU_T1.R1	primary	0.69	2.95
38	2	CRUK0100_SU_T1.R2	1	primary_SU_T1	9	CDCP1:3:45187630:C	42	143	primary_SU_T1.R2	primary	0.77	2.4
39	3	CRUK0100_SU_T1.R3	1	primary_SU_T1	9	CDCP1:3:45187630:C	14	126	primary_SU_T1.R3	primary	0.84	2.5
40	0	CRUK0100_SU_FLN1	0	LN_SU_FLN1	10	SYNE1:6:152730694:C	64	93	LN_SU_FLN1	metastasis	0.58	2.55
41	1	CRUK0100_SU_T1.R1	1	primary_SU_T1	10	SYNE1:6:152730694:C	54	89	primary_SU_T1.R1	primary	0.69	2.95
42	2	CRUK0100_SU_T1.R2	1	primary_SU_T1	10	SYNE1:6:152730694:C	33	109	primary_SU_T1.R2	primary	0.77	2.4
43	3	CRUK0100_SU_T1.R3	1	primary_SU_T1	10	SYNE1:6:152730694:C	12	104	primary_SU_T1.R3	primary	0.84	2.5
44	0	CRUK0100_SU_FLN1	0	LN_SU_FLN1	11	SPTAN1:9:131378175:G	23	27	LN_SU_FLN1	metastasis	0.58	2.55
45	1	CRUK0100_SU_T1.R1	1	primary_SU_T1	11	SPTAN1:9:131378175:G	26	85	primary_SU_T1.R1	primary	0.69	2.95
46	2	CRUK0100_SU_T1.R2	1	primary_SU_T1	11	SPTAN1:9:131378175:G	33	106	primary_SU_T1.R2	primary	0.77	2.4
47	3	CRUK0100_SU_T1.R3	1	primary_SU_T1	11	SPTAN1:9:131378175:G	11	93	primary_SU_T1.R3	primary	0.84	2.5
48	0	CRUK0100_SU_FLN1	0	LN_SU_FLN1	12	ZDHHC14:6:157963707:C	194	257	LN_SU_FLN1	metastasis	0.58	2.55
49	1	CRUK0100_SU_T1.R1	1	primary_SU_T1	12	ZDHHC14:6:157963707:C	55	152	primary_SU_T1.R1	primary	0.69	2.95
50	2	CRUK0100_SU_T1.R2	1	primary_SU_T1	12	ZDHHC14:6:157963707:C	59	222	primary_SU_T1.R2	primary	0.77	2.4
51	3	CRUK0100_SU_T1.R3	1	primary_SU_T1	12	ZDHHC14:6:157963707:C	26	216	primary_SU_T1.R3	primary	0.84	2.5
52	0	CRUK0100_SU_FLN1	0	LN_SU_FLN1	13	SEC16A:9:139361484:C	127	169	LN_SU_FLN1	metastasis	0.58	2.55
53	1	CRUK0100_SU_T1.R1	1	primary_SU_T1	13	SEC16A:9:139361484:C	69	184	primary_SU_T1.R1	primary	0.69	2.95
54	2	CRUK0100_SU_T1.R2	1	primary_SU_T1	13	SEC16A:9:139361484:C	63	219	primary_SU_T1.R2	primary	0.77	2.4
55	3	CRUK0100_SU_T1.R3	1	primary_SU_T1	13	SEC16A:9:139361484:C	27	222	primary_SU_T1.R3	primary	0.84	2.5
56	0	CRUK0100_SU_FLN1	0	LN_SU_FLN1	14	RYR3:15:34129869:T	88	176	LN_SU_FLN1	metastasis	0.58	2.55
57	1	CRUK0100_SU_T1.R1	1	primary_SU_T1	14	RYR3:15:34129869:T	67	142	primary_SU_T1.R1	primary	0.69	2.95
58	2	CRUK0100_SU_T1.R2	1	primary_SU_T1	14	RYR3:15:34129869:T	69	190	primary_SU_T1.R2	primary	0.77	2.4
59	3	CRUK0100_SU_T1.R3	1	primary_SU_T1	14	RYR3:15:34129869:T	24	197	primary_SU_T1.R3	primary	0.84	2.5
60	0	CRUK0100_SU_FLN1	0	LN_SU_FLN1	15	FGF12:3:192125953:G	45	155	LN_SU_FLN1	metastasis	0.58	2.55
61	1	CRUK0100_SU_T1.R1	1	primary_SU_T1	15	FGF12:3:192125953:G	39	112	primary_SU_T1.R1	primary	0.69	2.95
62	2	CRUK0100_SU_T1.R2	1	primary_SU_T1	15	FGF12:3:192125953:G	25	111	primary_SU_T1.R2	primary	0.77	2.4
