	#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var	original_anatomical_site_label	sample_type	purity	ploidy
0	0	CRUK0236_SU_FLN1	0	LN_SU_FLN1	0	SGCZ:8:14095216:T	117	38	LN_SU_FLN1	metastasis	0.15	5.35
1	1	CRUK0236_SU_T1.R1	1	primary_SU_T1	0	SGCZ:8:14095216:T	272	111	primary_SU_T1.R1	primary	0.13	5.35
2	2	CRUK0236_SU_T1.R2	1	primary_SU_T1	0	SGCZ:8:14095216:T	391	73	primary_SU_T1.R2	primary	0.13	4.25
3	3	CRUK0236_SU_T1.R3	1	primary_SU_T1	0	SGCZ:8:14095216:T	233	107	primary_SU_T1.R3	primary	0.22	4.6
4	4	CRUK0236_SU_T1.R4	1	primary_SU_T1	0	SGCZ:8:14095216:T	321	78	primary_SU_T1.R4	primary	0.11	4.4
5	5	CRUK0236_SU_T1.R5	1	primary_SU_T1	0	SGCZ:8:14095216:T	328	152	primary_SU_T1.R5	primary	0.16	5.55
6	6	CRUK0236_SU_T1.R6	1	primary_SU_T1	0	SGCZ:8:14095216:T	162	215	primary_SU_T1.R6	primary	0.26	5.55
7	0	CRUK0236_SU_FLN1	0	LN_SU_FLN1	1	LTF:3:46509540:C	34	6	LN_SU_FLN1	metastasis	0.15	5.35
8	1	CRUK0236_SU_T1.R1	1	primary_SU_T1	1	LTF:3:46509540:C	83	20	primary_SU_T1.R1	primary	0.13	5.35
9	2	CRUK0236_SU_T1.R2	1	primary_SU_T1	1	LTF:3:46509540:C	74	18	primary_SU_T1.R2	primary	0.13	4.25
10	3	CRUK0236_SU_T1.R3	1	primary_SU_T1	1	LTF:3:46509540:C	48	19	primary_SU_T1.R3	primary	0.22	4.6
11	4	CRUK0236_SU_T1.R4	1	primary_SU_T1	1	LTF:3:46509540:C	81	19	primary_SU_T1.R4	primary	0.11	4.4
12	5	CRUK0236_SU_T1.R5	1	primary_SU_T1	1	LTF:3:46509540:C	132	52	primary_SU_T1.R5	primary	0.16	5.55
13	6	CRUK0236_SU_T1.R6	1	primary_SU_T1	1	LTF:3:46509540:C	60	65	primary_SU_T1.R6	primary	0.26	5.55
14	0	CRUK0236_SU_FLN1	0	LN_SU_FLN1	2	LINC00273:16:34257025:C	134	33	LN_SU_FLN1	metastasis	0.15	5.35
15	1	CRUK0236_SU_T1.R1	1	primary_SU_T1	2	LINC00273:16:34257025:C	185	32	primary_SU_T1.R1	primary	0.13	5.35
16	2	CRUK0236_SU_T1.R2	1	primary_SU_T1	2	LINC00273:16:34257025:C	173	38	primary_SU_T1.R2	primary	0.13	4.25
17	3	CRUK0236_SU_T1.R3	1	primary_SU_T1	2	LINC00273:16:34257025:C	146	52	primary_SU_T1.R3	primary	0.22	4.6
18	4	CRUK0236_SU_T1.R4	1	primary_SU_T1	2	LINC00273:16:34257025:C	186	36	primary_SU_T1.R4	primary	0.11	4.4
19	5	CRUK0236_SU_T1.R5	1	primary_SU_T1	2	LINC00273:16:34257025:C	203	76	primary_SU_T1.R5	primary	0.16	5.55
20	6	CRUK0236_SU_T1.R6	1	primary_SU_T1	2	LINC00273:16:34257025:C	112	112	primary_SU_T1.R6	primary	0.26	5.55
21	0	CRUK0236_SU_FLN1	0	LN_SU_FLN1	3	CACNA1H:16:1261478:C	254	82	LN_SU_FLN1	metastasis	0.15	5.35
22	1	CRUK0236_SU_T1.R1	1	primary_SU_T1	3	CACNA1H:16:1261478:C	335	113	primary_SU_T1.R1	primary	0.13	5.35
23	2	CRUK0236_SU_T1.R2	1	primary_SU_T1	3	CACNA1H:16:1261478:C	387	83	primary_SU_T1.R2	primary	0.13	4.25
24	3	CRUK0236_SU_T1.R3	1	primary_SU_T1	3	CACNA1H:16:1261478:C	224	109	primary_SU_T1.R3	primary	0.22	4.6
25	4	CRUK0236_SU_T1.R4	1	primary_SU_T1	3	CACNA1H:16:1261478:C	408	78	primary_SU_T1.R4	primary	0.11	4.4
26	5	CRUK0236_SU_T1.R5	1	primary_SU_T1	3	CACNA1H:16:1261478:C	651	236	primary_SU_T1.R5	primary	0.16	5.55
27	6	CRUK0236_SU_T1.R6	1	primary_SU_T1	3	CACNA1H:16:1261478:C	361	354	primary_SU_T1.R6	primary	0.26	5.55
28	0	CRUK0236_SU_FLN1	0	LN_SU_FLN1	4	LUC7L:16:278863:C	476	186	LN_SU_FLN1	metastasis	0.15	5.35
29	1	CRUK0236_SU_T1.R1	1	primary_SU_T1	4	LUC7L:16:278863:C	604	205	primary_SU_T1.R1	primary	0.13	5.35
30	2	CRUK0236_SU_T1.R2	1	primary_SU_T1	4	LUC7L:16:278863:C	719	188	primary_SU_T1.R2	primary	0.13	4.25
31	3	CRUK0236_SU_T1.R3	1	primary_SU_T1	4	LUC7L:16:278863:C	489	245	primary_SU_T1.R3	primary	0.22	4.6
32	4	CRUK0236_SU_T1.R4	1	primary_SU_T1	4	LUC7L:16:278863:C	721	170	primary_SU_T1.R4	primary	0.11	4.4
33	5	CRUK0236_SU_T1.R5	1	primary_SU_T1	4	LUC7L:16:278863:C	1097	470	primary_SU_T1.R5	primary	0.16	5.55
34	6	CRUK0236_SU_T1.R6	1	primary_SU_T1	4	LUC7L:16:278863:C	654	640	primary_SU_T1.R6	primary	0.26	5.55
35	0	CRUK0236_SU_FLN1	0	LN_SU_FLN1	5	ANKS3:16:4748773:C	50	20	LN_SU_FLN1	metastasis	0.15	5.35
36	1	CRUK0236_SU_T1.R1	1	primary_SU_T1	5	ANKS3:16:4748773:C	134	44	primary_SU_T1.R1	primary	0.13	5.35
37	2	CRUK0236_SU_T1.R2	1	primary_SU_T1	5	ANKS3:16:4748773:C	163	40	primary_SU_T1.R2	primary	0.13	4.25
38	3	CRUK0236_SU_T1.R3	1	primary_SU_T1	5	ANKS3:16:4748773:C	95	64	primary_SU_T1.R3	primary	0.22	4.6
39	4	CRUK0236_SU_T1.R4	1	primary_SU_T1	5	ANKS3:16:4748773:C	158	38	primary_SU_T1.R4	primary	0.11	4.4
40	5	CRUK0236_SU_T1.R5	1	primary_SU_T1	5	ANKS3:16:4748773:C	182	88	primary_SU_T1.R5	primary	0.16	5.55
41	6	CRUK0236_SU_T1.R6	1	primary_SU_T1	5	ANKS3:16:4748773:C	91	88	primary_SU_T1.R6	primary	0.26	5.55
42	0	CRUK0236_SU_FLN1	0	LN_SU_FLN1	6	AGPAT6:8:41471991:T	239	102	LN_SU_FLN1	metastasis	0.15	5.35
43	1	CRUK0236_SU_T1.R1	1	primary_SU_T1	6	AGPAT6:8:41471991:T	328	103	primary_SU_T1.R1	primary	0.13	5.35
44	2	CRUK0236_SU_T1.R2	1	primary_SU_T1	6	AGPAT6:8:41471991:T	419	97	primary_SU_T1.R2	primary	0.13	4.25
45	3	CRUK0236_SU_T1.R3	1	primary_SU_T1	6	AGPAT6:8:41471991:T	263	169	primary_SU_T1.R3	primary	0.22	4.6
46	4	CRUK0236_SU_T1.R4	1	primary_SU_T1	6	AGPAT6:8:41471991:T	433	67	primary_SU_T1.R4	primary	0.11	4.4
47	5	CRUK0236_SU_T1.R5	1	primary_SU_T1	6	AGPAT6:8:41471991:T	747	284	primary_SU_T1.R5	primary	0.16	5.55
48	6	CRUK0236_SU_T1.R6	1	primary_SU_T1	6	AGPAT6:8:41471991:T	529	481	primary_SU_T1.R6	primary	0.26	5.55
49	0	CRUK0236_SU_FLN1	0	LN_SU_FLN1	7	DNAH12:3:57419577:T	56	30	LN_SU_FLN1	metastasis	0.15	5.35
50	1	CRUK0236_SU_T1.R1	1	primary_SU_T1	7	DNAH12:3:57419577:T	132	29	primary_SU_T1.R1	primary	0.13	5.35
51	2	CRUK0236_SU_T1.R2	1	primary_SU_T1	7	DNAH12:3:57419577:T	174	27	primary_SU_T1.R2	primary	0.13	4.25
52	3	CRUK0236_SU_T1.R3	1	primary_SU_T1	7	DNAH12:3:57419577:T	108	42	primary_SU_T1.R3	primary	0.22	4.6
53	4	CRUK0236_SU_T1.R4	1	primary_SU_T1	7	DNAH12:3:57419577:T	140	22	primary_SU_T1.R4	primary	0.11	4.4
54	5	CRUK0236_SU_T1.R5	1	primary_SU_T1	7	DNAH12:3:57419577:T	182	59	primary_SU_T1.R5	primary	0.16	5.55
55	6	CRUK0236_SU_T1.R6	1	primary_SU_T1	7	DNAH12:3:57419577:T	86	78	primary_SU_T1.R6	primary	0.26	5.55
56	0	CRUK0236_SU_FLN1	0	LN_SU_FLN1	8	TSPAN32:11:2335588:T	40	17	LN_SU_FLN1	metastasis	0.15	5.35
57	1	CRUK0236_SU_T1.R1	1	primary_SU_T1	8	TSPAN32:11:2335588:T	117	38	primary_SU_T1.R1	primary	0.13	5.35
58	2	CRUK0236_SU_T1.R2	1	primary_SU_T1	8	TSPAN32:11:2335588:T	127	22	primary_SU_T1.R2	primary	0.13	4.25
59	3	CRUK0236_SU_T1.R3	1	primary_SU_T1	8	TSPAN32:11:2335588:T	94	33	primary_SU_T1.R3	primary	0.22	4.6
60	4	CRUK0236_SU_T1.R4	1	primary_SU_T1	8	TSPAN32:11:2335588:T	169	26	primary_SU_T1.R4	primary	0.11	4.4
61	5	CRUK0236_SU_T1.R5	1	primary_SU_T1	8	TSPAN32:11:2335588:T	193	70	primary_SU_T1.R5	primary	0.16	5.55
62	6	CRUK0236_SU_T1.R6	1	primary_SU_T1	8	TSPAN32:11:2335588:T	116	104	primary_SU_T1.R6	primary	0.26	5.55
63	0	CRUK0236_SU_FLN1	0	LN_SU_FLN1	9	ARFGEF1:8:68179292:A	169	59	LN_SU_FLN1	metastasis	0.15	5.35
64	1	CRUK0236_SU_T1.R1	1	primary_SU_T1	9	ARFGEF1:8:68179292:A	281	69	primary_SU_T1.R1	primary	0.13	5.35
65	2	CRUK0236_SU_T1.R2	1	primary_SU_T1	9	ARFGEF1:8:68179292:A	387	61	primary_SU_T1.R2	primary	0.13	4.25
66	3	CRUK0236_SU_T1.R3	1	primary_SU_T1	9	ARFGEF1:8:68179292:A	220	107	primary_SU_T1.R3	primary	0.22	4.6
67	4	CRUK0236_SU_T1.R4	1	primary_SU_T1	9	ARFGEF1:8:68179292:A	319	57	primary_SU_T1.R4	primary	0.11	4.4
68	5	CRUK0236_SU_T1.R5	1	primary_SU_T1	9	ARFGEF1:8:68179292:A	401	159	primary_SU_T1.R5	primary	0.16	5.55
69	6	CRUK0236_SU_T1.R6	1	primary_SU_T1	9	ARFGEF1:8:68179292:A	250	223	primary_SU_T1.R6	primary	0.26	5.55
70	0	CRUK0236_SU_FLN1	0	LN_SU_FLN1	10	PIGQ:16:626045:G	370	133	LN_SU_FLN1	metastasis	0.15	5.35
71	1	CRUK0236_SU_T1.R1	1	primary_SU_T1	10	PIGQ:16:626045:G	344	115	primary_SU_T1.R1	primary	0.13	5.35
72	2	CRUK0236_SU_T1.R2	1	primary_SU_T1	10	PIGQ:16:626045:G	418	103	primary_SU_T1.R2	primary	0.13	4.25
73	3	CRUK0236_SU_T1.R3	1	primary_SU_T1	10	PIGQ:16:626045:G	285	155	primary_SU_T1.R3	primary	0.22	4.6
74	4	CRUK0236_SU_T1.R4	1	primary_SU_T1	10	PIGQ:16:626045:G	443	119	primary_SU_T1.R4	primary	0.11	4.4
75	5	CRUK0236_SU_T1.R5	1	primary_SU_T1	10	PIGQ:16:626045:G	774	284	primary_SU_T1.R5	primary	0.16	5.55
