	#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var	original_anatomical_site_label	sample_type	purity	ploidy
0	0	CRUK0412_SU_FLN4	0	LN_SU_FLN4	0	GPR133:12:131589611:G	144	0	LN_SU_FLN4	metastasis	0.1	3.95
1	1	CRUK0412_SU_T1.R1	1	primary_SU_T1	0	GPR133:12:131589611:G	109	77	primary_SU_T1.R1	primary	0.45	3.3
2	2	CRUK0412_SU_T1.R2	1	primary_SU_T1	0	GPR133:12:131589611:G	94	66	primary_SU_T1.R2	primary	0.45	3.3
3	3	CRUK0412_SU_T1.R3	1	primary_SU_T1	0	GPR133:12:131589611:G	86	56	primary_SU_T1.R3	primary	0.43	3.25
4	4	CRUK0412_SU_T1.R4	1	primary_SU_T1	0	GPR133:12:131589611:G	94	72	primary_SU_T1.R4	primary	0.39	3.3
5	5	CRUK0412_SU_T1.R5	1	primary_SU_T1	0	GPR133:12:131589611:G	45	127	primary_SU_T1.R5	primary	0.68	3.35
6	0	CRUK0412_SU_FLN4	0	LN_SU_FLN4	1	SYT10:12:33529891:G	44	0	LN_SU_FLN4	metastasis	0.1	3.95
7	1	CRUK0412_SU_T1.R1	1	primary_SU_T1	1	SYT10:12:33529891:G	108	97	primary_SU_T1.R1	primary	0.45	3.3
8	2	CRUK0412_SU_T1.R2	1	primary_SU_T1	1	SYT10:12:33529891:G	98	78	primary_SU_T1.R2	primary	0.45	3.3
9	3	CRUK0412_SU_T1.R3	1	primary_SU_T1	1	SYT10:12:33529891:G	75	68	primary_SU_T1.R3	primary	0.43	3.25
10	4	CRUK0412_SU_T1.R4	1	primary_SU_T1	1	SYT10:12:33529891:G	74	81	primary_SU_T1.R4	primary	0.39	3.3
11	5	CRUK0412_SU_T1.R5	1	primary_SU_T1	1	SYT10:12:33529891:G	67	159	primary_SU_T1.R5	primary	0.68	3.35
12	0	CRUK0412_SU_FLN4	0	LN_SU_FLN4	2	RIMBP2:12:130926383:C	98	0	LN_SU_FLN4	metastasis	0.1	3.95
13	1	CRUK0412_SU_T1.R1	1	primary_SU_T1	2	RIMBP2:12:130926383:C	89	65	primary_SU_T1.R1	primary	0.45	3.3
14	2	CRUK0412_SU_T1.R2	1	primary_SU_T1	2	RIMBP2:12:130926383:C	71	72	primary_SU_T1.R2	primary	0.45	3.3
15	3	CRUK0412_SU_T1.R3	1	primary_SU_T1	2	RIMBP2:12:130926383:C	81	60	primary_SU_T1.R3	primary	0.43	3.25
16	4	CRUK0412_SU_T1.R4	1	primary_SU_T1	2	RIMBP2:12:130926383:C	56	60	primary_SU_T1.R4	primary	0.39	3.3
17	5	CRUK0412_SU_T1.R5	1	primary_SU_T1	2	RIMBP2:12:130926383:C	38	88	primary_SU_T1.R5	primary	0.68	3.35
18	0	CRUK0412_SU_FLN4	0	LN_SU_FLN4	3	GRIN3A:9:104449309:A	480	1	LN_SU_FLN4	metastasis	0.1	3.95
19	1	CRUK0412_SU_T1.R1	1	primary_SU_T1	3	GRIN3A:9:104449309:A	332	256	primary_SU_T1.R1	primary	0.45	3.3
20	2	CRUK0412_SU_T1.R2	1	primary_SU_T1	3	GRIN3A:9:104449309:A	246	186	primary_SU_T1.R2	primary	0.45	3.3
21	3	CRUK0412_SU_T1.R3	1	primary_SU_T1	3	GRIN3A:9:104449309:A	234	148	primary_SU_T1.R3	primary	0.43	3.25
22	4	CRUK0412_SU_T1.R4	1	primary_SU_T1	3	GRIN3A:9:104449309:A	248	158	primary_SU_T1.R4	primary	0.39	3.3
