	#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var	original_anatomical_site_label	sample_type	purity	ploidy
0	0	CRUK0748_SU_FLN2	0	LN_SU_FLN2	0	GPM6B:23:13803944:G	48	31	LN_SU_FLN2	metastasis	0.35	3.65
1	1	CRUK0748_SU_FLN4	1	LN_SU_FLN4	0	GPM6B:23:13803944:G	77	14	LN_SU_FLN4	metastasis	0.15	3.4
2	2	CRUK0748_SU_LN2	2	LN_SU_LN2	0	GPM6B:23:13803944:G	63	27	LN_SU_LN2	metastasis	0.33	3.4
3	3	CRUK0748_SU_T1.R1	3	primary_SU_T1	0	GPM6B:23:13803944:G	19	92	primary_SU_T1.R1	primary	0.67	2.8
4	4	CRUK0748_SU_T1.R2	3	primary_SU_T1	0	GPM6B:23:13803944:G	19	108	primary_SU_T1.R2	primary	0.79	3.0
5	5	CRUK0748_SU_T1.R3	3	primary_SU_T1	0	GPM6B:23:13803944:G	26	68	primary_SU_T1.R3	primary	0.76	3.4
6	6	CRUK0748_SU_T1.R4	3	primary_SU_T1	0	GPM6B:23:13803944:G	35	54	primary_SU_T1.R4	primary	0.53	1.8
7	7	CRUK0748_SU_T1.R5	3	primary_SU_T1	0	GPM6B:23:13803944:G	11	128	primary_SU_T1.R5	primary	0.81	2.9
8	8	CRUK0748_SU_T1.R6	3	primary_SU_T1	0	GPM6B:23:13803944:G	11	68	primary_SU_T1.R6	primary	0.66	3.2
9	9	CRUK0748_SU_T1.R7	3	primary_SU_T1	0	GPM6B:23:13803944:G	59	18	primary_SU_T1.R7	primary	0.16	2.9
10	10	CRUK0748_SU_T1.R8	3	primary_SU_T1	0	GPM6B:23:13803944:G	16	71	primary_SU_T1.R8	primary	0.66	2.9
11	0	CRUK0748_SU_FLN2	0	LN_SU_FLN2	1	F13A1:6:6266931:C	116	113	LN_SU_FLN2	metastasis	0.35	3.65
12	1	CRUK0748_SU_FLN4	1	LN_SU_FLN4	1	F13A1:6:6266931:C	168	78	LN_SU_FLN4	metastasis	0.15	3.4
13	2	CRUK0748_SU_LN2	2	LN_SU_LN2	1	F13A1:6:6266931:C	281	319	LN_SU_LN2	metastasis	0.33	3.4
14	3	CRUK0748_SU_T1.R1	3	primary_SU_T1	1	F13A1:6:6266931:C	120	483	primary_SU_T1.R1	primary	0.67	2.8
15	4	CRUK0748_SU_T1.R2	3	primary_SU_T1	1	F13A1:6:6266931:C	75	578	primary_SU_T1.R2	primary	0.79	3.0
16	5	CRUK0748_SU_T1.R3	3	primary_SU_T1	1	F13A1:6:6266931:C	71	446	primary_SU_T1.R3	primary	0.76	3.4
17	6	CRUK0748_SU_T1.R4	3	primary_SU_T1	1	F13A1:6:6266931:C	271	339	primary_SU_T1.R4	primary	0.53	1.8
18	7	CRUK0748_SU_T1.R5	3	primary_SU_T1	1	F13A1:6:6266931:C	60	644	primary_SU_T1.R5	primary	0.81	2.9
19	8	CRUK0748_SU_T1.R6	3	primary_SU_T1	1	F13A1:6:6266931:C	114	354	primary_SU_T1.R6	primary	0.66	3.2
20	9	CRUK0748_SU_T1.R7	3	primary_SU_T1	1	F13A1:6:6266931:C	327	102	primary_SU_T1.R7	primary	0.16	2.9
21	10	CRUK0748_SU_T1.R8	3	primary_SU_T1	1	F13A1:6:6266931:C	99	431	primary_SU_T1.R8	primary	0.66	2.9
22	0	CRUK0748_SU_FLN2	0	LN_SU_FLN2	2	UNC5CL:6:41001517:T	23	26	LN_SU_FLN2	metastasis	0.35	3.65
23	1	CRUK0748_SU_FLN4	1	LN_SU_FLN4	2	UNC5CL:6:41001517:T	31	24	LN_SU_FLN4	metastasis	0.15	3.4
24	2	CRUK0748_SU_LN2	2	LN_SU_LN2	2	UNC5CL:6:41001517:T	72	96	LN_SU_LN2	metastasis	0.33	3.4
25	3	CRUK0748_SU_T1.R1	3	primary_SU_T1	2	UNC5CL:6:41001517:T	35	145	primary_SU_T1.R1	primary	0.67	2.8
26	4	CRUK0748_SU_T1.R2	3	primary_SU_T1	2	UNC5CL:6:41001517:T	16	171	primary_SU_T1.R2	primary	0.79	3.0
27	5	CRUK0748_SU_T1.R3	3	primary_SU_T1	2	UNC5CL:6:41001517:T	31	126	primary_SU_T1.R3	primary	0.76	3.4
28	6	CRUK0748_SU_T1.R4	3	primary_SU_T1	2	UNC5CL:6:41001517:T	73	82	primary_SU_T1.R4	primary	0.53	1.8
29	7	CRUK0748_SU_T1.R5	3	primary_SU_T1	2	UNC5CL:6:41001517:T	24	164	primary_SU_T1.R5	primary	0.81	2.9
