	#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var	original_anatomical_site_label	sample_type	purity	ploidy
0	0	CRUK0206_MR_T1.R1	0	metachronousMet_MR_T1	0	OR2T8:1:248085134:T	72	80	metachronousMet_MR_T1.R1	metastasis	0.4	3.3
1	1	CRUK0206_MR_T1.R2	0	metachronousMet_MR_T1	0	OR2T8:1:248085134:T	121	61	metachronousMet_MR_T1.R2	metastasis	0.21	3.5
2	2	CRUK0206_MR_T1.R3	0	metachronousMet_MR_T1	0	OR2T8:1:248085134:T	55	97	metachronousMet_MR_T1.R3	metastasis	0.46	3.3
3	3	CRUK0206_MR_T1.R4	0	metachronousMet_MR_T1	0	OR2T8:1:248085134:T	127	40	metachronousMet_MR_T1.R4	metastasis	0.19	3.55
4	4	CRUK0206_MR_T1.R5	0	metachronousMet_MR_T1	0	OR2T8:1:248085134:T	95	85	metachronousMet_MR_T1.R5	metastasis	0.33	3.35
5	5	CRUK0206_SU_FLN1	1	LN_SU_FLN1	0	OR2T8:1:248085134:T	23	20	LN_SU_FLN1	metastasis	0.24	3.25
6	6	CRUK0206_SU_T1.R1	2	primary_SU_T1	0	OR2T8:1:248085134:T	187	67	primary_SU_T1.R1	primary	0.16	3.7
7	7	CRUK0206_SU_T1.R2	2	primary_SU_T1	0	OR2T8:1:248085134:T	159	142	primary_SU_T1.R2	primary	0.33	3.4
8	8	CRUK0206_SU_T1.R3	2	primary_SU_T1	0	OR2T8:1:248085134:T	205	92	primary_SU_T1.R3	primary	0.19	3.65
9	9	CRUK0206_SU_T1.R4	2	primary_SU_T1	0	OR2T8:1:248085134:T	107	138	primary_SU_T1.R4	primary	0.37	3.35
10	10	CRUK0206_SU_T1.R5	2	primary_SU_T1	0	OR2T8:1:248085134:T	67	45	primary_SU_T1.R5	primary	0.23	3.5
