	#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var	original_anatomical_site_label	sample_type	purity	ploidy
0	0	CRUK0528_SU_FLN1	0	LN_SU_FLN1	0	UNC13A:19:17799044:G	120	262	LN_SU_FLN1	metastasis	0.59	2.35
1	1	CRUK0528_SU_T1.R1	1	primary_SU_T1	0	UNC13A:19:17799044:G	50	99	primary_SU_T1.R1	primary	0.57	2.3
2	2	CRUK0528_SU_T1.R2	1	primary_SU_T1	0	UNC13A:19:17799044:G	46	131	primary_SU_T1.R2	primary	0.58	2.25
3	3	CRUK0528_SU_T1.R3	1	primary_SU_T1	0	UNC13A:19:17799044:G	17	147	primary_SU_T1.R3	primary	0.74	2.25
4	0	CRUK0528_SU_FLN1	0	LN_SU_FLN1	1	ZNF507:19:32844297:A	212	551	LN_SU_FLN1	metastasis	0.59	2.35
5	1	CRUK0528_SU_T1.R1	1	primary_SU_T1	1	ZNF507:19:32844297:A	369	701	primary_SU_T1.R1	primary	0.57	2.3
6	2	CRUK0528_SU_T1.R2	1	primary_SU_T1	1	ZNF507:19:32844297:A	317	1043	primary_SU_T1.R2	primary	0.58	2.25
7	3	CRUK0528_SU_T1.R3	1	primary_SU_T1	1	ZNF507:19:32844297:A	161	1057	primary_SU_T1.R3	primary	0.74	2.25
8	0	CRUK0528_SU_FLN1	0	LN_SU_FLN1	2	PALM:19:746662:A	243	503	LN_SU_FLN1	metastasis	0.59	2.35
9	1	CRUK0528_SU_T1.R1	1	primary_SU_T1	2	PALM:19:746662:A	225	600	primary_SU_T1.R1	primary	0.57	2.3
10	2	CRUK0528_SU_T1.R2	1	primary_SU_T1	2	PALM:19:746662:A	179	466	primary_SU_T1.R2	primary	0.58	2.25
11	3	CRUK0528_SU_T1.R3	1	primary_SU_T1	2	PALM:19:746662:A	84	549	primary_SU_T1.R3	primary	0.74	2.25
12	0	CRUK0528_SU_FLN1	0	LN_SU_FLN1	3	ANKRD35:1:145562224:C	150	508	LN_SU_FLN1	metastasis	0.59	2.35
13	1	CRUK0528_SU_T1.R1	1	primary_SU_T1	3	ANKRD35:1:145562224:C	226	658	primary_SU_T1.R1	primary	0.57	2.3
14	2	CRUK0528_SU_T1.R2	1	primary_SU_T1	3	ANKRD35:1:145562224:C	185	487	primary_SU_T1.R2	primary	0.58	2.25
15	3	CRUK0528_SU_T1.R3	1	primary_SU_T1	3	ANKRD35:1:145562224:C	105	665	primary_SU_T1.R3	primary	0.74	2.25
16	0	CRUK0528_SU_FLN1	0	LN_SU_FLN1	4	PLEKHO1:1:150123222:GA	252	590	LN_SU_FLN1	metastasis	0.59	2.35
17	1	CRUK0528_SU_T1.R1	1	primary_SU_T1	4	PLEKHO1:1:150123222:GA	297	687	primary_SU_T1.R1	primary	0.57	2.3
18	2	CRUK0528_SU_T1.R2	1	primary_SU_T1	4	PLEKHO1:1:150123222:GA	250	642	primary_SU_T1.R2	primary	0.58	2.25
19	3	CRUK0528_SU_T1.R3	1	primary_SU_T1	4	PLEKHO1:1:150123222:GA	132	776	primary_SU_T1.R3	primary	0.74	2.25
20	0	CRUK0528_SU_FLN1	0	LN_SU_FLN1	5	ARTN:1:44402436:G	99	283	LN_SU_FLN1	metastasis	0.59	2.35
21	1	CRUK0528_SU_T1.R1	1	primary_SU_T1	5	ARTN:1:44402436:G	96	135	primary_SU_T1.R1	primary	0.57	2.3
22	2	CRUK0528_SU_T1.R2	1	primary_SU_T1	5	ARTN:1:44402436:G	76	129	primary_SU_T1.R2	primary	0.58	2.25
23	3	CRUK0528_SU_T1.R3	1	primary_SU_T1	5	ARTN:1:44402436:G	29	169	primary_SU_T1.R3	primary	0.74	2.25
24	0	CRUK0528_SU_FLN1	0	LN_SU_FLN1	6	PKLR:1:155261674:G	23	67	LN_SU_FLN1	metastasis	0.59	2.35
25	1	CRUK0528_SU_T1.R1	1	primary_SU_T1	6	PKLR:1:155261674:G	55	99	primary_SU_T1.R1	primary	0.57	2.3
26	2	CRUK0528_SU_T1.R2	1	primary_SU_T1	6	PKLR:1:155261674:G	48	87	primary_SU_T1.R2	primary	0.58	2.25
27	3	CRUK0528_SU_T1.R3	1	primary_SU_T1	6	PKLR:1:155261674:G	22	125	primary_SU_T1.R3	primary	0.74	2.25
28	0	CRUK0528_SU_FLN1	0	LN_SU_FLN1	7	KDM4A:1:44169302:C	56	46	LN_SU_FLN1	metastasis	0.59	2.35
29	1	CRUK0528_SU_T1.R1	1	primary_SU_T1	7	KDM4A:1:44169302:C	45	94	primary_SU_T1.R1	primary	0.57	2.3
30	2	CRUK0528_SU_T1.R2	1	primary_SU_T1	7	KDM4A:1:44169302:C	50	71	primary_SU_T1.R2	primary	0.58	2.25
31	3	CRUK0528_SU_T1.R3	1	primary_SU_T1	7	KDM4A:1:44169302:C	18	102	primary_SU_T1.R3	primary	0.74	2.25
32	0	CRUK0528_SU_FLN1	0	LN_SU_FLN1	8	RP11-193H5.1:1:238048019:T	58	85	LN_SU_FLN1	metastasis	0.59	2.35
33	1	CRUK0528_SU_T1.R1	1	primary_SU_T1	8	RP11-193H5.1:1:238048019:T	91	151	primary_SU_T1.R1	primary	0.57	2.3
34	2	CRUK0528_SU_T1.R2	1	primary_SU_T1	8	RP11-193H5.1:1:238048019:T	60	120	primary_SU_T1.R2	primary	0.58	2.25
35	3	CRUK0528_SU_T1.R3	1	primary_SU_T1	8	RP11-193H5.1:1:238048019:T	32	176	primary_SU_T1.R3	primary	0.74	2.25
36	0	CRUK0528_SU_FLN1	0	LN_SU_FLN1	9	VPS13D:1:12442996:C	15	36	LN_SU_FLN1	metastasis	0.59	2.35
37	1	CRUK0528_SU_T1.R1	1	primary_SU_T1	9	VPS13D:1:12442996:C	47	72	primary_SU_T1.R1	primary	0.57	2.3
38	2	CRUK0528_SU_T1.R2	1	primary_SU_T1	9	VPS13D:1:12442996:C	49	74	primary_SU_T1.R2	primary	0.58	2.25
39	3	CRUK0528_SU_T1.R3	1	primary_SU_T1	9	VPS13D:1:12442996:C	20	109	primary_SU_T1.R3	primary	0.74	2.25
40	0	CRUK0528_SU_FLN1	0	LN_SU_FLN1	10	FCRL1:1:157767678:G	157	325	LN_SU_FLN1	metastasis	0.59	2.35
41	1	CRUK0528_SU_T1.R1	1	primary_SU_T1	10	FCRL1:1:157767678:G	201	326	primary_SU_T1.R1	primary	0.57	2.3
42	2	CRUK0528_SU_T1.R2	1	primary_SU_T1	10	FCRL1:1:157767678:G	193	353	primary_SU_T1.R2	primary	0.58	2.25
43	3	CRUK0528_SU_T1.R3	1	primary_SU_T1	10	FCRL1:1:157767678:G	82	440	primary_SU_T1.R3	primary	0.74	2.25
