	#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var	original_anatomical_site_label	sample_type	purity	ploidy
0	0	CRUK0485_SU_FLN1	0	LN_SU_FLN1	0	TBC1D10C:11:67176476:C	117	22	LN_SU_FLN1	metastasis	0.31	1.8
1	1	CRUK0485_SU_T1.R2	1	primary_SU_T1	0	TBC1D10C:11:67176476:C	25	33	primary_SU_T1.R2	primary	0.36	3.25
2	2	CRUK0485_SU_T1.R3	1	primary_SU_T1	0	TBC1D10C:11:67176476:C	74	12	primary_SU_T1.R3	primary	0.19	3.25
3	3	CRUK0485_SU_T1.R4	1	primary_SU_T1	0	TBC1D10C:11:67176476:C	37	23	primary_SU_T1.R4	primary	0.32	3.4
4	0	CRUK0485_SU_FLN1	0	LN_SU_FLN1	1	MUSK:9:113562566:G	354	112	LN_SU_FLN1	metastasis	0.31	1.8
5	1	CRUK0485_SU_T1.R2	1	primary_SU_T1	1	MUSK:9:113562566:G	190	166	primary_SU_T1.R2	primary	0.36	3.25
6	2	CRUK0485_SU_T1.R3	1	primary_SU_T1	1	MUSK:9:113562566:G	349	110	primary_SU_T1.R3	primary	0.19	3.25
7	3	CRUK0485_SU_T1.R4	1	primary_SU_T1	1	MUSK:9:113562566:G	216	211	primary_SU_T1.R4	primary	0.32	3.4
8	0	CRUK0485_SU_FLN1	0	LN_SU_FLN1	2	GFI1B:9:135864593:C	266	116	LN_SU_FLN1	metastasis	0.31	1.8
9	1	CRUK0485_SU_T1.R2	1	primary_SU_T1	2	GFI1B:9:135864593:C	100	96	primary_SU_T1.R2	primary	0.36	3.25
10	2	CRUK0485_SU_T1.R3	1	primary_SU_T1	2	GFI1B:9:135864593:C	172	46	primary_SU_T1.R3	primary	0.19	3.25
11	3	CRUK0485_SU_T1.R4	1	primary_SU_T1	2	GFI1B:9:135864593:C	124	97	primary_SU_T1.R4	primary	0.32	3.4
12	0	CRUK0485_SU_FLN1	0	LN_SU_FLN1	3	GAL3ST2:2:242743219:G	453	104	LN_SU_FLN1	metastasis	0.31	1.8
13	1	CRUK0485_SU_T1.R2	1	primary_SU_T1	3	GAL3ST2:2:242743219:G	185	176	primary_SU_T1.R2	primary	0.36	3.25
14	2	CRUK0485_SU_T1.R3	1	primary_SU_T1	3	GAL3ST2:2:242743219:G	354	119	primary_SU_T1.R3	primary	0.19	3.25
15	3	CRUK0485_SU_T1.R4	1	primary_SU_T1	3	GAL3ST2:2:242743219:G	274	176	primary_SU_T1.R4	primary	0.32	3.4
16	0	CRUK0485_SU_FLN1	0	LN_SU_FLN1	4	OR1N2:9:125315889:C	102	29	LN_SU_FLN1	metastasis	0.31	1.8
17	1	CRUK0485_SU_T1.R2	1	primary_SU_T1	4	OR1N2:9:125315889:C	141	110	primary_SU_T1.R2	primary	0.36	3.25
18	2	CRUK0485_SU_T1.R3	1	primary_SU_T1	4	OR1N2:9:125315889:C	228	84	primary_SU_T1.R3	primary	0.19	3.25
19	3	CRUK0485_SU_T1.R4	1	primary_SU_T1	4	OR1N2:9:125315889:C	183	173	primary_SU_T1.R4	primary	0.32	3.4
20	0	CRUK0485_SU_FLN1	0	LN_SU_FLN1	5	SVEP1:9:113139710:G	177	67	LN_SU_FLN1	metastasis	0.31	1.8
21	1	CRUK0485_SU_T1.R2	1	primary_SU_T1	5	SVEP1:9:113139710:G	122	114	primary_SU_T1.R2	primary	0.36	3.25
22	2	CRUK0485_SU_T1.R3	1	primary_SU_T1	5	SVEP1:9:113139710:G	214	77	primary_SU_T1.R3	primary	0.19	3.25
23	3	CRUK0485_SU_T1.R4	1	primary_SU_T1	5	SVEP1:9:113139710:G	142	126	primary_SU_T1.R4	primary	0.32	3.4
24	0	CRUK0485_SU_FLN1	0	LN_SU_FLN1	6	AC097662.2:2:228167736:C	76	23	LN_SU_FLN1	metastasis	0.31	1.8
25	1	CRUK0485_SU_T1.R2	1	primary_SU_T1	6	AC097662.2:2:228167736:C	81	71	primary_SU_T1.R2	primary	0.36	3.25
26	2	CRUK0485_SU_T1.R3	1	primary_SU_T1	6	AC097662.2:2:228167736:C	135	51	primary_SU_T1.R3	primary	0.19	3.25
27	3	CRUK0485_SU_T1.R4	1	primary_SU_T1	6	AC097662.2:2:228167736:C	98	91	primary_SU_T1.R4	primary	0.32	3.4
