	#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var	original_anatomical_site_label	sample_type	purity	ploidy
0	0	CRUK0589_SU_FLN1	0	LN_SU_FLN1	0	CCDC107:9:35658370:G	57	234	LN_SU_FLN1	metastasis	0.58	3.25
1	1	CRUK0589_SU_T1.R1	1	primary_SU_T1	0	CCDC107:9:35658370:G	65	194	primary_SU_T1.R1	primary	0.54	3.3
2	2	CRUK0589_SU_T1.R2	1	primary_SU_T1	0	CCDC107:9:35658370:G	30	219	primary_SU_T1.R2	primary	0.77	3.0
3	3	CRUK0589_SU_T1.R3	1	primary_SU_T1	0	CCDC107:9:35658370:G	47	246	primary_SU_T1.R3	primary	0.63	3.2
4	4	CRUK0589_SU_T1.R6	1	primary_SU_T1	0	CCDC107:9:35658370:G	22	229	primary_SU_T1.R6	primary	0.73	3.3
5	5	CRUK0589_SU_T1.R7	1	primary_SU_T1	0	CCDC107:9:35658370:G	34	274	primary_SU_T1.R7	primary	0.76	3.15
6	6	CRUK0589_SU_T1.R8	1	primary_SU_T1	0	CCDC107:9:35658370:G	50	198	primary_SU_T1.R8	primary	0.66	3.25
7	0	CRUK0589_SU_FLN1	0	LN_SU_FLN1	1	LOC100506422:9:26114452:C	63	203	LN_SU_FLN1	metastasis	0.58	3.25
8	1	CRUK0589_SU_T1.R1	1	primary_SU_T1	1	LOC100506422:9:26114452:C	73	281	primary_SU_T1.R1	primary	0.54	3.3
9	2	CRUK0589_SU_T1.R2	1	primary_SU_T1	1	LOC100506422:9:26114452:C	35	266	primary_SU_T1.R2	primary	0.77	3.0
10	3	CRUK0589_SU_T1.R3	1	primary_SU_T1	1	LOC100506422:9:26114452:C	52	244	primary_SU_T1.R3	primary	0.63	3.2
11	4	CRUK0589_SU_T1.R6	1	primary_SU_T1	1	LOC100506422:9:26114452:C	40	275	primary_SU_T1.R6	primary	0.73	3.3
12	5	CRUK0589_SU_T1.R7	1	primary_SU_T1	1	LOC100506422:9:26114452:C	35	363	primary_SU_T1.R7	primary	0.76	3.15
13	6	CRUK0589_SU_T1.R8	1	primary_SU_T1	1	LOC100506422:9:26114452:C	52	266	primary_SU_T1.R8	primary	0.66	3.25
14	0	CRUK0589_SU_FLN1	0	LN_SU_FLN1	2	OR4E2:14:22294033:A	132	459	LN_SU_FLN1	metastasis	0.58	3.25
15	1	CRUK0589_SU_T1.R1	1	primary_SU_T1	2	OR4E2:14:22294033:A	195	651	primary_SU_T1.R1	primary	0.54	3.3
16	2	CRUK0589_SU_T1.R2	1	primary_SU_T1	2	OR4E2:14:22294033:A	94	626	primary_SU_T1.R2	primary	0.77	3.0
17	3	CRUK0589_SU_T1.R3	1	primary_SU_T1	2	OR4E2:14:22294033:A	150	621	primary_SU_T1.R3	primary	0.63	3.2
18	4	CRUK0589_SU_T1.R6	1	primary_SU_T1	2	OR4E2:14:22294033:A	120	702	primary_SU_T1.R6	primary	0.73	3.3
19	5	CRUK0589_SU_T1.R7	1	primary_SU_T1	2	OR4E2:14:22294033:A	102	941	primary_SU_T1.R7	primary	0.76	3.15
20	6	CRUK0589_SU_T1.R8	1	primary_SU_T1	2	OR4E2:14:22294033:A	173	684	primary_SU_T1.R8	primary	0.66	3.25
21	0	CRUK0589_SU_FLN1	0	LN_SU_FLN1	3	NFIB:9:14307220:G	105	502	LN_SU_FLN1	metastasis	0.58	3.25
22	1	CRUK0589_SU_T1.R1	1	primary_SU_T1	3	NFIB:9:14307220:G	156	580	primary_SU_T1.R1	primary	0.54	3.3
23	2	CRUK0589_SU_T1.R2	1	primary_SU_T1	3	NFIB:9:14307220:G	90	664	primary_SU_T1.R2	primary	0.77	3.0
24	3	CRUK0589_SU_T1.R3	1	primary_SU_T1	3	NFIB:9:14307220:G	123	619	primary_SU_T1.R3	primary	0.63	3.2
25	4	CRUK0589_SU_T1.R6	1	primary_SU_T1	3	NFIB:9:14307220:G	93	827	primary_SU_T1.R6	primary	0.73	3.3
26	5	CRUK0589_SU_T1.R7	1	primary_SU_T1	3	NFIB:9:14307220:G	101	901	primary_SU_T1.R7	primary	0.76	3.15
27	6	CRUK0589_SU_T1.R8	1	primary_SU_T1	3	NFIB:9:14307220:G	99	761	primary_SU_T1.R8	primary	0.66	3.25
28	0	CRUK0589_SU_FLN1	0	LN_SU_FLN1	4	DGKG:3:185993209:G	7	61	LN_SU_FLN1	metastasis	0.58	3.25
29	1	CRUK0589_SU_T1.R1	1	primary_SU_T1	4	DGKG:3:185993209:G	33	73	primary_SU_T1.R1	primary	0.54	3.3
30	2	CRUK0589_SU_T1.R2	1	primary_SU_T1	4	DGKG:3:185993209:G	31	89	primary_SU_T1.R2	primary	0.77	3.0
31	3	CRUK0589_SU_T1.R3	1	primary_SU_T1	4	DGKG:3:185993209:G	28	95	primary_SU_T1.R3	primary	0.63	3.2
32	4	CRUK0589_SU_T1.R6	1	primary_SU_T1	4	DGKG:3:185993209:G	11	86	primary_SU_T1.R6	primary	0.73	3.3
33	5	CRUK0589_SU_T1.R7	1	primary_SU_T1	4	DGKG:3:185993209:G	23	102	primary_SU_T1.R7	primary	0.76	3.15
34	6	CRUK0589_SU_T1.R8	1	primary_SU_T1	4	DGKG:3:185993209:G	13	96	primary_SU_T1.R8	primary	0.66	3.25
35	0	CRUK0589_SU_FLN1	0	LN_SU_FLN1	5	TLN1:9:35710994:C	226	847	LN_SU_FLN1	metastasis	0.58	3.25
36	1	CRUK0589_SU_T1.R1	1	primary_SU_T1	5	TLN1:9:35710994:C	316	889	primary_SU_T1.R1	primary	0.54	3.3
37	2	CRUK0589_SU_T1.R2	1	primary_SU_T1	5	TLN1:9:35710994:C	119	1034	primary_SU_T1.R2	primary	0.77	3.0
38	3	CRUK0589_SU_T1.R3	1	primary_SU_T1	5	TLN1:9:35710994:C	225	976	primary_SU_T1.R3	primary	0.63	3.2
39	4	CRUK0589_SU_T1.R6	1	primary_SU_T1	5	TLN1:9:35710994:C	169	1078	primary_SU_T1.R6	primary	0.73	3.3
40	5	CRUK0589_SU_T1.R7	1	primary_SU_T1	5	TLN1:9:35710994:C	180	1322	primary_SU_T1.R7	primary	0.76	3.15
41	6	CRUK0589_SU_T1.R8	1	primary_SU_T1	5	TLN1:9:35710994:C	208	955	primary_SU_T1.R8	primary	0.66	3.25
42	0	CRUK0589_SU_FLN1	0	LN_SU_FLN1	6	ADCY4:14:24803830:G	80	343	LN_SU_FLN1	metastasis	0.58	3.25
43	1	CRUK0589_SU_T1.R1	1	primary_SU_T1	6	ADCY4:14:24803830:G	77	248	primary_SU_T1.R1	primary	0.54	3.3
44	2	CRUK0589_SU_T1.R2	1	primary_SU_T1	6	ADCY4:14:24803830:G	32	213	primary_SU_T1.R2	primary	0.77	3.0
45	3	CRUK0589_SU_T1.R3	1	primary_SU_T1	6	ADCY4:14:24803830:G	50	240	primary_SU_T1.R3	primary	0.63	3.2
46	4	CRUK0589_SU_T1.R6	1	primary_SU_T1	6	ADCY4:14:24803830:G	39	284	primary_SU_T1.R6	primary	0.73	3.3
47	5	CRUK0589_SU_T1.R7	1	primary_SU_T1	6	ADCY4:14:24803830:G	42	361	primary_SU_T1.R7	primary	0.76	3.15
48	6	CRUK0589_SU_T1.R8	1	primary_SU_T1	6	ADCY4:14:24803830:G	50	218	primary_SU_T1.R8	primary	0.66	3.25
