	#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var	original_anatomical_site_label	sample_type	purity	ploidy
0	0	CRUK0537_BR_T1.R1	0	metachronousMet_BR_T1	0	NEMF:14:50295338:T	85	168	metachronousMet_BR_T1.R1	metastasis	0.36	3.05
1	1	CRUK0537_SU_T1.R1	1	primary_SU_T1	0	NEMF:14:50295338:T	166	151	primary_SU_T1.R1	primary	0.3	3.2
2	2	CRUK0537_SU_T1.R2	1	primary_SU_T1	0	NEMF:14:50295338:T	169	69	primary_SU_T1.R2	primary	0.16	3.0
3	0	CRUK0537_BR_T1.R1	0	metachronousMet_BR_T1	1	C19orf10:19:4657912:A	173	191	metachronousMet_BR_T1.R1	metastasis	0.36	3.05
4	1	CRUK0537_SU_T1.R1	1	primary_SU_T1	1	C19orf10:19:4657912:A	239	225	primary_SU_T1.R1	primary	0.3	3.2
5	2	CRUK0537_SU_T1.R2	1	primary_SU_T1	1	C19orf10:19:4657912:A	238	102	primary_SU_T1.R2	primary	0.16	3.0
6	0	CRUK0537_BR_T1.R1	0	metachronousMet_BR_T1	2	STK11:19:1220487:G	408	445	metachronousMet_BR_T1.R1	metastasis	0.36	3.05
7	1	CRUK0537_SU_T1.R1	1	primary_SU_T1	2	STK11:19:1220487:G	354	343	primary_SU_T1.R1	primary	0.3	3.2
8	2	CRUK0537_SU_T1.R2	1	primary_SU_T1	2	STK11:19:1220487:G	356	136	primary_SU_T1.R2	primary	0.16	3.0
9	0	CRUK0537_BR_T1.R1	0	metachronousMet_BR_T1	3	SLIT3:5:168151338:G	25	27	metachronousMet_BR_T1.R1	metastasis	0.36	3.05
10	1	CRUK0537_SU_T1.R1	1	primary_SU_T1	3	SLIT3:5:168151338:G	63	35	primary_SU_T1.R1	primary	0.3	3.2
11	2	CRUK0537_SU_T1.R2	1	primary_SU_T1	3	SLIT3:5:168151338:G	59	12	primary_SU_T1.R2	primary	0.16	3.0
12	0	CRUK0537_BR_T1.R1	0	metachronousMet_BR_T1	4	FAM131B:7:143053626:G	209	214	metachronousMet_BR_T1.R1	metastasis	0.36	3.05
